gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Montipora_capitata_HIv3___RNAseq.g5394.t1,704.6347827155588,0.7099419777951991,0.17296772953221082,4.104476480758745,4.052314929953284e-5,0.030336642644362772
Montipora_capitata_HIv3___TS.g28558.t3a,589.7783688969695,0.8836497643455282,0.1832742995089729,4.821460328660352,1.4251106535576805e-6,0.002605085483938399
Montipora_capitata_HIv3___RNAseq.g9530.t2,213.77593296179288,1.316418588597042,0.3252268335106179,4.0476936493435565,5.172478394578153e-5,0.03260839274224059
Montipora_capitata_HIv3___RNAseq.g9870.t1,154.38006857893188,1.8066256280067103,0.42267134414257707,4.274303552968788,1.9173566948012772e-5,0.019202349238762222
Montipora_capitata_HIv3___TS.g38156.t1c,156.27628076966656,2.141476367531833,0.5597288602105124,3.8259173677884504,1.3028599064687804e-4,0.047289866544494095
Montipora_capitata_HIv3___RNAseq.g24243.t1,443.92917925923115,0.9784290587427718,0.22563653245065185,4.336306041029772,1.448971674609494e-5,0.017355782718472518
Montipora_capitata_HIv3___TS.g9699.t2,96.61334612713073,-3.3629437640016766,0.7039474428847303,-4.777265402400716,1.7769517353074397e-6,0.002617201187479805
Montipora_capitata_HIv3___RNAseq.g40764.t1,118.06980750851817,-4.694161114057953,0.9762683038036887,-4.808269505184991,1.5224243101994317e-6,0.002605085483938399
Montipora_capitata_HIv3___RNAseq.g40947.t1,120.11179813298914,-1.52973989281076,0.38878270775452267,-3.934691184301945,8.330373626088615e-5,0.04128757877143202
Montipora_capitata_HIv3___TS.g48661.t1,176.24000193679515,2.100521541479449,0.3724212905499444,5.640175776142298,1.6987665696809012e-8,1.0173912985818918e-4
Montipora_capitata_HIv3___TS.g50653.t2,93.46203375388207,3.0136988263956663,0.7548201939990037,3.992604928107745,6.535139944668041e-5,0.036274169885630585
Montipora_capitata_HIv3___RNAseq.g12860.t1,574.1947027316575,1.1537693221856915,0.23133299437425822,4.987482763998139,6.11710751244207e-7,0.0014654142756806224
Montipora_capitata_HIv3___TS.g22153.t1,83.70307724369647,-1.8096693141948692,0.4683250873535426,-3.8641306286219392,1.1148555144429826e-4,0.04596105082017327
Montipora_capitata_HIv3___TS.g45793.t1b,95.2368243200642,-6.3550627580998995,1.1099165388814092,-5.725712281487965,1.0300065905938626e-8,1.0173912985818918e-4
Montipora_capitata_HIv3___RNAseq.g45000.t1,344.73547145623985,-1.0315840730822536,0.26449090995735,-3.9002628606351726,9.608830414367926e-5,0.04426714257819193
Montipora_capitata_HIv3___TS.g46137.t1a,255.8110884339009,-1.4809778173397197,0.35565653841974687,-4.164067456541078,3.1262768370981255e-5,0.024964362636507562
Montipora_capitata_HIv3___RNAseq.g19088.t1,368.0924247924568,-0.8470718420151423,0.2120715036304867,-3.994274702230055,6.489259295963686e-5,0.036274169885630585
Montipora_capitata_HIv3___RNAseq.g20689.t1,212.2016121703596,1.0769447678779835,0.27076143667841707,3.9774673272880774,6.96531897954169e-5,0.036274169885630585
Montipora_capitata_HIv3___RNAseq.g20824.t1a,133.6896607233492,-4.060558487305794,0.8536258817240265,-4.756836190468923,1.9665061518883158e-6,0.002617201187479805
Montipora_capitata_HIv3___RNAseq.g22859.t1,945.7522063020017,-0.5579873077836112,0.14210633275142595,-3.9265477968504685,8.617377436014364e-5,0.04128757877143202
Montipora_capitata_HIv3___RNAseq.g23082.t1,77.28927721332056,-2.4623439187861162,0.6050244230098187,-4.06982565519699,4.704833272563815e-5,0.03130805163264966
Montipora_capitata_HIv3___TS.g24480.t2,55.36891785828341,-2.5359813992387132,0.661005104780233,-3.8365534258345266,1.2477306199861724e-4,0.046704116769357415
Montipora_capitata_HIv3___TS.g15697.t1,60.97840454804061,-5.796893419868476,1.1405568081699713,-5.0825117857738435,3.724761913270936e-7,0.001293574614295923
Montipora_capitata_HIv3___RNAseq.g31500.t1,80.13030600289898,-2.3308637671717687,0.6004174658166008,-3.8820718914325143,1.0357024620969849e-4,0.04594682996665809
Montipora_capitata_HIv3___RNAseq.g34657.t1,95.86427586682181,-2.3860975554223143,0.6197985110308681,-3.8497955592918136,1.1821645582577794e-4,0.04596105082017327
Montipora_capitata_HIv3___RNAseq.g46103.t2,101.89292331028629,2.5254916349142573,0.6334038121498028,3.987174668782965,6.686479955301093e-5,0.036274169885630585
