gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Montipora_capitata_HIv3___RNAseq.g4581.t1,297.73810643193417,-3.832738657605334,0.5955737997380095,-6.435371501048804,1.2317169495686905e-10,8.656744844063034e-10
Montipora_capitata_HIv3___RNAseq.g4585.t1,168.92116617297552,4.859587221749838,0.8259981621466214,5.883290598517363,4.021888538486411e-9,2.1708956472652013e-8
Montipora_capitata_HIv3___RNAseq.g4589.t1,146.2283228149607,2.6891317437851834,0.6000113867607418,4.481801184312342,7.4015681920349e-6,2.3164272473919113e-5
Montipora_capitata_HIv3___RNAseq.g4591.t1b,1112.9320205018857,7.541737319430822,0.9869650945432644,7.641341483227322,2.149700746169875e-14,3.202267635910369e-13
Montipora_capitata_HIv3___RNAseq.g4604.t1,128.48732773555437,-4.6115846437529555,0.7019822274465959,-6.569375211288789,5.0526818262533766e-11,3.8121376471701664e-10
Montipora_capitata_HIv3___RNAseq.g4607.t1,98.10850577044582,4.957523331521357,1.038107095307503,4.775541323174238,1.7922448161137151e-6,6.200054906763363e-6
Montipora_capitata_HIv3___RNAseq.g4594.t1,663.6193987182583,-2.0543856280728163,0.4074111006177643,-5.042537193900011,4.593994231827511e-7,1.7603727922562324e-6
Montipora_capitata_HIv3___TS.g26295.t1,4101.320190187454,1.7404880337306694,0.3358715113122859,5.182005544115357,2.1951268880887075e-7,8.858102060787433e-7
Montipora_capitata_HIv3___TS.g26297.t1,1887.2239577196917,-1.784832862830157,0.44887292934724893,-3.9762541827275286,7.000929463488162e-5,1.849802150043433e-4
Montipora_capitata_HIv3___TS.g26298.t1,2199.660045494321,-1.497578146666941,0.2433218946798555,-6.154720061823211,7.521022427309499e-10,4.591168863047752e-9
Montipora_capitata_HIv3___RNAseq.g4620.t1,88.93116743600727,2.9572225621212165,0.6892033830500454,4.290783584134674,1.780437622787132e-5,5.2053723222462466e-5
Montipora_capitata_HIv3___TS.g26306.t1,165.87254865241235,-3.113846375049948,0.6433758336227617,-4.839855978917179,1.2993325532972417e-6,4.611082840943e-6
Montipora_capitata_HIv3___TS.g26307.t1a,279.8684474337999,1.4858122138224368,0.6761493443830704,2.197461590646244,0.027987496725701687,0.044444523206506256
Montipora_capitata_HIv3___RNAseq.g4635.t1,271.14378239818745,5.400698886333899,0.8136746404712168,6.637418223094965,3.192249565922312e-11,2.518948866133142e-10
Montipora_capitata_HIv3___RNAseq.g4627.t1,1050.5478115369176,4.922803113479797,0.5232983744407885,9.407258562078363,5.0924550513386864e-21,4.013183125942068e-19
Montipora_capitata_HIv3___RNAseq.g4629.t1,534.4515309383551,2.521879342706809,0.7246170011729219,3.480292814859018,5.008660457026467e-4,0.0011315107727497373
Montipora_capitata_HIv3___RNAseq.g4633.t1,135.7311074453602,-1.673774870157349,0.6763844343294584,-2.4745910538533686,0.013338881409878278,0.022832740529941584
Montipora_capitata_HIv3___TS.g26322.t1,146.92624639922724,3.2563238902696345,0.7642475997977984,4.260823182344543,2.0367532659569826e-5,5.8871133799490163e-05
Montipora_capitata_HIv3___RNAseq.g4638.t1,473.6235989664163,1.0828399842906493,0.31625747926457765,3.4239189751612384,6.172502158838808e-4,0.0013718543280606993
Montipora_capitata_HIv3___RNAseq.g4639.t1,697.3574191371445,1.1705086050383655,0.3245777604854697,3.606250173418044,3.106536546060664e-4,7.288963486387055e-4
Montipora_capitata_HIv3___TS.g26337.t3,133.7330856307802,-1.597823444723372,0.5629003031606687,-2.8385549550278086,0.004531831496699475,0.00859436760319579
Montipora_capitata_HIv3___RNAseq.g4642.t1,644.4286582451738,2.86177142185096,0.527035825795798,5.429937172733612,5.637389450845143e-8,2.4985744608880054e-7
Montipora_capitata_HIv3___RNAseq.g4643.t1,486.1674283522722,-1.1967560018776833,0.2947996961683483,-4.059556429102504,4.916602545156318e-5,1.3339915612857491e-4
Montipora_capitata_HIv3___TS.g26329.t1,288.86952185050785,2.615311694058646,0.6363383170992923,4.109939043086982,3.9576357604154596e-5,1.0929803484846222e-4
