gene_id,101112C14,101112C4,101112C9,101112H14,101112H4,101112H9,101112L14,101112L4,101112L9,101112M14,101112M4,101112M9,123C14,123C4,123C9,123H14,123H4,123H9,123L14,123L4,123L9,123M4,123M9,131415C14,131415C4,131415C9,131415H14,131415H4,131415H9,131415L14,131415L9,131415M14,131415M4,131415M9,13M14,456C4,456H4,456H9,456L14,456L4,456L9,456M14,456M4,456M9,45C14,45C9,45H14,67C9,6C14,789H14,789H4,789H9,789L14,789L4,789L9,789M14,789M4,7C14,89C14,89C9,89M9
Montipora_capitata_HIv3___RNAseq.g4581.t1,113.36823215703751,778.7760177653222,272.09012288383036,143.65998037319702,293.2232636072165,238.6011365500864,98.99162843640887,340.2272308495512,223.0884559115268,137.48216998836304,259.7304151611047,220.40837691500718,62.10602825777588,847.2514414438634,220.24803653687022,91.8993706450621,920.0805237031014,199.46740511337387,143.49184183390756,781.4485802368678,267.3284700137428,919.5096196160882,191.78560364838017,133.20561280570544,392.81127275056366,262.89636501544385,133.16026323570185,603.93882717272,329.285215215729,105.90725956455248,239.1998254096377,155.71027564958067,312.73734336543873,297.93081003079055,84.63586221242709,537.9822718020505,681.8398645691734,177.1520350525098,94.21969845149748,268.15044943825524,208.52381642888378,117.70775064618539,647.2167495244693,236.63440809898552,100.00782176178342,262.77714814850395,544.4305549097867,271.2770010717458,111.79129666447298,110.99084481678824,698.7772785862257,193.99171065243218,111.19392164683207,306.93479974309366,258.8553538733993,90.88320311276293,631.0035035112704,152.45421967518308,117.43153000377993,194.83822922346855,219.2761468584685
Montipora_capitata_HIv3___RNAseq.g4582.t1,732.3845452417708,646.1460409406603,643.372594363285,649.7851419956911,663.8248884441151,908.8595999073092,698.652454541578,713.2036069145671,740.5297355952071,838.3215109522974,562.5317031881212,614.4026258045278,633.8758122182522,588.5668276696866,667.6464697299998,617.324033246178,905.7042655202405,1180.409849438048,667.6146746377593,778.5650061400528,736.9120324720936,775.202662451955,642.6063083283387,796.5426543533093,871.2823246056116,948.1275913494983,892.7172749577155,1043.9123619003576,897.1014277950471,727.0221877166632,991.1594975537473,736.2795164736185,769.7262288736075,1040.5007835166246,1087.1536103906126,839.9110978134054,889.6941822583516,976.5881254377765,984.4074094212457,914.6501631524048,840.9445881529801,989.9923398718903,748.4334658597937,915.3018905268759,840.0657027989807,740.759719349662,781.5426457342436,910.1811104924436,1002.1991683429069,637.8273882138097,850.4498661863367,781.809966424561,679.7390329243841,922.878283011329,839.2229810174264,581.046611900931,754.1929076674837,521.1295682166115,781.044601684715,962.7720557599233,784.6272559326939
Montipora_capitata_HIv3___RNAseq.g4583.t1,1315.9732857774297,1538.8478080297305,1272.9684736438444,1360.7178653809995,1924.277667422358,1418.6910882621946,1031.1627962125924,1890.3534377148858,1466.8065976182888,1198.9724126892127,1534.8892875852218,1273.3437319183058,1329.8576526942804,1887.923029884015,959.4280565950843,916.9958940452935,1552.6358837489836,2598.541126887925,1515.7269818981708,1816.6516809934565,1382.3695883605383,1500.3153067147068,1110.8620678854227,1463.2434740020674,2039.92645381679,1551.8680306841563,1312.579737609061,1956.6524898446494,1782.155835521226,1131.9617095811284,1388.9448425719845,1127.9630964581306,1609.8472103128674,1740.9391273011347,1953.7771572699717,1786.869688485382,1917.3103884039149,1412.7124151221333,1418.571779885746,3856.95851931737,1907.1557809152655,1285.4309987785412,1340.0523007775355,1897.8079529538638,1406.109973970675,1683.888047043574,2393.639933630133,1866.198679786665,1734.7263491180063,1208.3203305721013,1527.5596322582608,1419.2947746227642,1069.5796272695275,1698.510817497255,1483.5133239101415,1064.5452524608297,1520.704755750589,1373.553883035063,1310.7357582975096,1851.3200241966204,1569.2545118653877
Montipora_capitata_HIv3___RNAseq.g4584.t1,1701.167620038273,768.5737118557328,486.31804242021326,1412.288114745737,541.6485286077749,424.85957362907124,1460.126519437031,667.7186830041993,413.9530237469442,1255.2441845914263,1044.1423725069535,403.130347414495,2685.3463646695477,834.1985480882857,406.6117597603758,2116.349274710198,1190.8333861469828,598.4022153401216,1409.9961510731862,951.5794519489533,321.8494079770719,807.4033884307286,494.40834187277227,1046.8077450791802,624.0926763326712,335.1751500062128,1540.1750854864088,912.7401279442918,261.8219028300675,1726.911314781997,352.85278112913403,1228.5594257437704,466.2209842053035,370.15646094734586,2615.3673478037326,798.7389851754933,1062.5823530465466,366.3143775662067,1308.523172094397,620.7866569187005,376.71273405947983,1323.627553623992,744.1567031977378,563.1898912755855,2804.219322200407,689.4124605160463,1352.466171685869,289.98575976634896,1407.1974623992871,2059.2501408341445,1304.113409454526,457.51659470136866,1687.103013558184,649.1256237810022,434.16814855049364,1764.951804449856,1240.1066685058806,957.9695438243476,1096.8604610991358,555.2532686295184,594.9057201725407
Montipora_capitata_HIv3___RNAseq.g4585.t1,335.59573269213945,28.906533410503226,110.90255641594099,223.96222581257382,67.1969979099871,165.18540222698292,284.9182126150486,36.38793912829424,117.74112950886138,223.80818370198637,134.43333046027027,113.05921924655809,631.904192273561,29.66566671722211,91.61314340280072,283.68936155649607,21.564387274291438,284.172741531382,277.92104102567356,89.39079700126531,76.50518714209086,17.88929221042973,112.08249563866373,208.55424227155902,22.026800341153102,147.3920321380386,307.76326145802517,0,85.13227515333482,270.3750038295045,85.23971678962226,200.65757171337714,55.392592182808336,88.02501205455175,628.2126674077334,79.59941776662993,21.368200883934207,65.30604682020488,289.4429136430003,128.56528397724566,150.68509362379191,200.3370325567526,39.916451512522336,145.76679538897508,578.0452097831081,103.4496244147846,315.26635539788134,156.21813509993638,165.7256941780345,361.8301541027297,28.438610175020813,92.32135627435025,302.4739416226325,70.51204858962963,82.27676284484573,303.5498983966282,41.06313471873777,195.69844544843212,177.3965666014548,193.4108429287911,158.26017555872076
Montipora_capitata_HIv3___RNAseq.g4586.t1,77.9406596079633,56.112682502741556,55.795696085038635,85.45927037585054,34.61663528696305,66.61798114503837,72.34003616506803,81.87286303866205,55.152423822571905,69.70026292433289,23.493203381406456,88.50595446068941,76.89317784296061,60.5179601031331,71.53355032821426,80.57843368153996,50.31690364001336,43.7188833125203,87.60554554070146,23.06859277452008,54.520937963329125,76.32764676450019,49.81444250607277,96.20405369300948,47.724734072498386,109.12679302527857,55.70990604758955,40.99132311127059,52.20375363176191,95.93951748788871,95.15131176515975,83.47354983276489,100.39907333134012,67.71154773427058,109.66900455694777,150.96441300567744,56.334347784917455,87.82537330993071,85.17460740015372,0,58.599758631474636,56.125549976989056,42.767626620559646,61.524946105736234,34.00265939900636,37.75533737765861,17.2204311771952,72.02872097422215,79.43065815633607,55.49542240839412,92.08692818578169,100.50172961511547,54.935092242184886,33.182140512766885,51.897650409825765,56.34758592991301,69.80732902185422,40.31241385641861,48.9714465547678,74.93778047056482,40.04173116545947
Montipora_capitata_HIv3___RNAseq.g4589.t1,142.99856556171778,74.81691000365541,243.15902121010663,173.86541214397178,83.48717922149913,264.432598626734,171.3316646014769,69.13708434375906,188.38580721417821,157.3051805448247,36.54498303774338,215.2693214947091,242.50925319702964,66.45109344657753,266.0546082382706,213.09998990159326,31.148559396198745,146.18501607623975,203.9094594481844,20.18501867770507,328.88436771427564,46.5121597471173,234.12787977854202,123.78703412247374,52.619578592754635,228.88281913743492,131.8014850394192,92.91366571888,143.76110615515975,193.1250027353604,182.3733475498895,224.7364803189824,129.24938175988612,141.44189971158744,249.13936904784873,93.3234553126006,29.138455750819375,236.45292814212115,216.32842764463823,77.1391703863474,161.33959519315096,193.32133880962897,14.255875540186548,154.28563408053856,114.0089168084331,181.9807261603145,92.72539864643569,150.60550749155541,153.95818926598471,147.24785412360572,40.626585964315446,217.94851829324458,144.94921928962037,76.73369993577342,122.14934791580943,124.81293227486108,46.53821934790281,101.88046410985793,159.90676426046628,136.3153911416941,218.32277230690997
Montipora_capitata_HIv3___RNAseq.g4591.t1b,2980.4250579012078,88.41998454977457,321.6862971816425,2003.135828896014,105.88617852482817,444.57305784546014,3379.6757246943184,103.70562651563858,278.8605698894085,1973.9881802515197,914.9297539092181,223.26340770406168,5500.819645688721,55.77145342837756,225.89542208909765,3301.0520310693682,21.564387274291438,293.73624725599575,4004.177607386199,69.20577832356024,323.60814791137284,63.20883247685172,339.98357010394665,1393.2768894980604,108.91029057570145,328.08899461496094,2317.396213760097,68.31887185211765,285.91594296780374,2718.0786675302497,282.8108433020026,1817.1549694363434,139.6354927941627,359.62355352201484,4592.985593020867,49.40653516549443,56.334347784917455,198.92071732591145,2834.8822870086565,224.07092350319957,307.45847385864613,2403.2648691535733,25.660575972335785,270.70976286523944,5036.393903923413,230.30755800371753,615.9615767227514,272.21243900647596,2253.4771906575343,3200.975964516173,23.021732046445422,236.64651450070792,2376.108206619804,138.95021339721134,289.2344663084192,2407.193106446714,49.27576166248532,573.1692297403519,1413.6757377901847,484.59764704298584,487.1743958464235
Montipora_capitata_HIv3___RNAseq.g4599.t1,40.58067401075775,0,60.61754636399259,54.5171207570081,0,55.061800742327634,50.13037593895065,27.29095434622068,50.81459273540333,43.48273283352878,104.41423725069536,41.68344952019566,40.418208866171604,33.225546723288765,28.236927761137206,63.2640595020355,98.23776424954988,80.6066911074593,56.64151651338456,69.20577832356024,16.708029375858924,17.88929221042973,23.661860190384566,19.509912986694232,26.921644861409348,33.30493033888372,63.183186127144246,109.31019496338824,59.4319656730828,80.98790437289307,57.48725085811734,58.859554369257296,25.38827141712049,41.379279170943136,83.44380781506895,49.40653516549443,23.3107646006555,24.771259138698404,60.30060700895839,0,85.2360125548722,63.14124372411269,64.15143993083947,35.021892398649854,56.004380186598716,58.898326309147436,6.623242760459692,40.22383119339679,48.050645057536634,65.11462895918244,31.147049239308508,48.497927663108044,50.963880754798026,39.40379185891068,25.948825204912882,99.36563540328746,9.581398101038813,34.44879002275772,38.4775651501747,44.24897513500018,64.82946950598199
Montipora_capitata_HIv3___RNAseq.g4604.t1,57.3282537612292,261.85918501279394,79.21611172567214,69.25147771836164,262.67917364813144,93.80899385729893,38.073703244772645,183.7590925978859,84.27786112213235,46.040540647265765,147.4851101166072,61.66866504357714,20.702009419258626,236.13870706908799,38.904211582011264,41.2881230434337,198.8715715295766,62.84589476174793,46.06843343088611,201.8501867770507,87.0576267478965,182.47078054638325,56.041247819331865,86.78547500977778,337.7442718976809,132.5111058164097,40.76334588848016,552.0164845651105,114.04512331861834,26.165322951242377,83.25739779451477,59.39464122715963,109.63117202847484,72.22565091655528,52.45039348375763,436.4243939618675,359.37428759343896,90.0773059589033,54.27054630806255,36.732938279213045,102.73983656167631,21.82660276882908,310.77808677606674,101.2795266663658,0,77.77599499797674,51.6612935315856,59.868027822730106,68.64377865362376,36.257009306817494,388.66100572528444,125.0428496374111,60.23004089203403,230.20109980732028,127.84543149737567,41.80627343187094,461.2758800071543,63.766909191062155,101.94056221604725,89.21164341733908,115.3583207385856
