go,cluster,parent,parentSimScore,score,size,term,parentTerm
GO:0009987,1,GO:0009987,0.337,307.6526555685888,0,cellular process,cellular process
GO:0006807,2,GO:0006807,0.725,8.735132999092496,14,nitrogen compound metabolic process,nitrogen compound metabolic process
GO:0008152,2,GO:0006807,0.546,8.735132999092496,82,metabolic process,nitrogen compound metabolic process
GO:0044237,2,GO:0006807,0.49,8.735132999092496,12,cellular metabolic process,nitrogen compound metabolic process
GO:0043170,2,GO:0006807,0.466,8.735132999092496,2,macromolecule metabolic process,nitrogen compound metabolic process
GO:1901564,2,GO:0006807,0.596,8.735132999092496,0,organonitrogen compound metabolic process,nitrogen compound metabolic process
GO:0019538,2,GO:0006807,0.551,8.735132999092496,7,protein metabolic process,nitrogen compound metabolic process
GO:0071704,2,GO:0006807,0.52,8.735132999092496,30,organic substance metabolic process,nitrogen compound metabolic process
GO:0044238,2,GO:0006807,0.502,8.735132999092496,13,primary metabolic process,nitrogen compound metabolic process
GO:0006508,2,GO:0006807,0.399,8.735132999092496,415,proteolysis,nitrogen compound metabolic process
GO:0043161,3,GO:0043161,0.994,5.812099366677779,75,proteasome-mediated ubiquitin-dependent protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0036211,4,GO:0036211,0.933,5.812099366677779,19,protein modification process,protein modification process
GO:0009057,3,GO:0043161,0.836,5.812099366677779,0,macromolecule catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0071840,5,GO:0071840,0.887,5.812099366677779,0,cellular component organization or biogenesis,cellular component organization or biogenesis
GO:0009056,3,GO:0043161,0.729,5.812099366677779,0,catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0006511,3,GO:0043161,0.944,5.812099366677779,118,ubiquitin-dependent protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process
GO:1901575,3,GO:0043161,0.759,5.812099366677779,0,organic substance catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0044248,3,GO:0043161,0.768,5.812099366677779,2,cellular catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0044260,2,GO:0006807,0.318,5.812099366677779,3,cellular macromolecule metabolic process,nitrogen compound metabolic process
GO:0051603,3,GO:0043161,0.911,5.812099366677779,53,proteolysis involved in protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0000209,4,GO:0036211,0.571,5.812099366677779,65,protein polyubiquitination,protein modification process
GO:0019941,3,GO:0043161,0.941,5.812099366677779,6,modification-dependent protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0010498,3,GO:0043161,0.976,5.812099366677779,16,proteasomal protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process
GO:1901565,3,GO:0043161,0.841,5.812099366677779,3,organonitrogen compound catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0044265,3,GO:0043161,0.872,5.812099366677779,0,cellular macromolecule catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0043412,4,GO:0036211,0.91,5.812099366677779,3,macromolecule modification,protein modification process
GO:0051865,4,GO:0036211,0.446,5.812099366677779,7,protein autoubiquitination,protein modification process
GO:0043632,3,GO:0043161,0.935,5.812099366677779,0,modification-dependent macromolecule catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0032446,4,GO:0036211,0.687,5.812099366677779,8,protein modification by small protein conjugation,protein modification process
GO:0016043,5,GO:0071840,0.871,5.812099366677779,5,cellular component organization,cellular component organization or biogenesis
GO:0006996,5,GO:0071840,0.778,5.812099366677779,11,organelle organization,cellular component organization or biogenesis
GO:0016567,4,GO:0036211,0.673,5.812099366677779,210,protein ubiquitination,protein modification process
GO:0070647,4,GO:0036211,0.711,5.812099366677779,0,protein modification by small protein conjugation or removal,protein modification process
GO:0030163,3,GO:0043161,0.891,5.812099366677779,26,protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0046907,6,GO:0046907,0.977,3.0552252161857782,8,intracellular transport,intracellular transport
GO:0050789,7,GO:0050789,0.744,3.0552252161857782,0,regulation of biological process,regulation of biological process
GO:0043067,8,GO:0043067,0.996,3.0552252161857782,3,regulation of programmed cell death,regulation of programmed cell death
GO:0043066,8,GO:0043067,0.924,3.0552252161857782,38,negative regulation of apoptotic process,regulation of programmed cell death
GO:0010033,9,GO:0010033,0.983,3.0552252161857782,3,response to organic substance,response to organic substance
GO:0008582,10,GO:0008582,0.999,3.0552252161857782,16,regulation of synaptic assembly at neuromuscular junction,regulation of synaptic assembly at neuromuscular junction
GO:0034097,9,GO:0010033,0.626,3.0552252161857782,0,response to cytokine,response to organic substance
GO:0048193,6,GO:0046907,0.388,3.0552252161857782,6,Golgi vesicle transport,intracellular transport
GO:0044087,5,GO:0071840,0.514,3.0552252161857782,3,regulation of cellular component biogenesis,cellular component organization or biogenesis
GO:0042981,8,GO:0043067,0.983,3.0552252161857782,15,regulation of apoptotic process,regulation of programmed cell death
GO:0040008,11,GO:0040008,0.993,3.0552252161857782,6,regulation of growth,regulation of growth
GO:0048640,11,GO:0040008,0.821,3.0552252161857782,0,negative regulation of developmental growth,regulation of growth
GO:0045926,11,GO:0040008,0.827,3.0552252161857782,0,negative regulation of growth,regulation of growth
GO:0042221,9,GO:0010033,0.797,3.0552252161857782,1,response to chemical,response to organic substance
GO:0050794,7,GO:0050789,0.683,3.0552252161857782,0,regulation of cellular process,regulation of biological process
GO:0043069,8,GO:0043067,0.928,3.0552252161857782,3,negative regulation of programmed cell death,regulation of programmed cell death
GO:0016192,6,GO:0046907,0.482,3.0552252161857782,139,vesicle-mediated transport,intracellular transport
GO:0007010,5,GO:0071840,0.64,3.0552252161857782,17,cytoskeleton organization,cellular component organization or biogenesis
GO:0006892,6,GO:0046907,0.327,3.0552252161857782,3,post-Golgi vesicle-mediated transport,intracellular transport
GO:0048638,11,GO:0040008,0.972,3.0552252161857782,0,regulation of developmental growth,regulation of growth
GO:0048523,7,GO:0050789,0.405,3.0552252161857782,0,negative regulation of cellular process,regulation of biological process
GO:0043687,4,GO:0036211,0.46,3.0552252161857782,1,post-translational protein modification,protein modification process
GO:0016482,6,GO:0046907,0.737,3.0552252161857782,0,cytosolic transport,intracellular transport
GO:0010941,8,GO:0043067,0.974,3.0552252161857782,1,regulation of cell death,regulation of programmed cell death
GO:0006810,6,GO:0046907,0.613,3.0552252161857782,32,transport,intracellular transport
GO:0050793,7,GO:0050789,0.397,3.0552252161857782,4,regulation of developmental process,regulation of biological process
GO:0048519,7,GO:0050789,0.451,3.0552252161857782,0,negative regulation of biological process,regulation of biological process
GO:0006895,6,GO:0046907,0.558,3.0552252161857782,3,Golgi to endosome transport,intracellular transport
GO:0043603,2,GO:0006807,0.384,3.0552252161857782,0,cellular amide metabolic process,nitrogen compound metabolic process
GO:0034641,2,GO:0006807,0.599,3.0552252161857782,0,cellular nitrogen compound metabolic process,nitrogen compound metabolic process
GO:0006518,2,GO:0006807,0.372,3.0552252161857782,9,peptide metabolic process,nitrogen compound metabolic process
GO:0120036,5,GO:0071840,0.631,3.0552252161857782,1,plasma membrane bounded cell projection organization,cellular component organization or biogenesis
GO:0044782,5,GO:0071840,0.523,3.0552252161857782,2,cilium organization,cellular component organization or biogenesis
