category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0007093,2.5938374019863276e-6,1,2,2,mitotic cell cycle checkpoint signaling,BP,5.086891755633718e-6
GO:0007165,2.5938374019863276e-6,1,2,2,signal transduction,BP,5.086891755633718e-6
GO:0007166,2.5938374019863276e-6,1,2,2,cell surface receptor signaling pathway,BP,5.086891755633718e-6
GO:0007267,2.5938374019863276e-6,1,2,2,cell-cell signaling,BP,5.086891755633718e-6
GO:0007507,2.5938374019863276e-6,1,2,2,heart development,BP,5.086891755633718e-6
GO:0008283,2.5938374019863276e-6,1,2,2,cell population proliferation,BP,5.086891755633718e-6
GO:0008285,2.5938374019863276e-6,1,2,2,negative regulation of cell population proliferation,BP,5.086891755633718e-6
GO:0009628,2.5938374019863276e-6,1,2,2,response to abiotic stimulus,BP,5.086891755633718e-6
GO:0009743,2.5938374019863276e-6,1,2,2,response to carbohydrate,BP,5.086891755633718e-6
GO:0009746,2.5938374019863276e-6,1,2,2,response to hexose,BP,5.086891755633718e-6
GO:0009749,2.5938374019863276e-6,1,2,2,response to glucose,BP,5.086891755633718e-6
GO:0009792,2.5938374019863276e-6,1,2,2,embryo development ending in birth or egg hatching,BP,5.086891755633718e-6
GO:0009887,2.5938374019863276e-6,1,2,2,animal organ morphogenesis,BP,5.086891755633718e-6
GO:0009967,2.5938374019863276e-6,1,2,2,positive regulation of signal transduction,BP,5.086891755633718e-6
GO:0010001,2.5938374019863276e-6,1,2,2,glial cell differentiation,BP,5.086891755633718e-6
GO:0010608,2.5938374019863276e-6,1,2,2,post-transcriptional regulation of gene expression,BP,5.086891755633718e-6
GO:0010647,2.5938374019863276e-6,1,2,2,positive regulation of cell communication,BP,5.086891755633718e-6
GO:0010817,2.5938374019863276e-6,1,2,2,regulation of hormone levels,BP,5.086891755633718e-6
GO:0010941,2.5938374019863276e-6,1,2,2,regulation of cell death,BP,5.086891755633718e-6
GO:0010942,2.5938374019863276e-6,1,2,2,positive regulation of cell death,BP,5.086891755633718e-6
GO:0010948,2.5938374019863276e-6,1,2,2,negative regulation of cell cycle process,BP,5.086891755633718e-6
GO:0014009,2.5938374019863276e-6,1,2,2,glial cell proliferation,BP,5.086891755633718e-6
GO:0016055,2.5938374019863276e-6,1,2,2,Wnt signaling pathway,BP,5.086891755633718e-6
GO:0016331,2.5938374019863276e-6,1,2,2,morphogenesis of embryonic epithelium,BP,5.086891755633718e-6
GO:0019725,2.5938374019863276e-6,1,2,2,cellular homeostasis,BP,5.086891755633718e-6
GO:0019827,2.5938374019863276e-6,1,2,2,stem cell population maintenance,BP,5.086891755633718e-6
GO:0021510,2.5938374019863276e-6,1,2,2,spinal cord development,BP,5.086891755633718e-6
GO:0021515,2.5938374019863276e-6,1,2,2,cell differentiation in spinal cord,BP,5.086891755633718e-6
GO:0021517,2.5938374019863276e-6,1,2,2,ventral spinal cord development,BP,5.086891755633718e-6
GO:0021522,2.5938374019863276e-6,1,2,2,spinal cord motor neuron differentiation,BP,5.086891755633718e-6
GO:0021782,2.5938374019863276e-6,1,2,2,glial cell development,BP,5.086891755633718e-6
GO:0021915,2.5938374019863276e-6,1,2,2,neural tube development,BP,5.086891755633718e-6
GO:0021953,2.5938374019863276e-6,1,2,2,central nervous system neuron differentiation,BP,5.086891755633718e-6
GO:0023052,2.5938374019863276e-6,1,2,2,signaling,BP,5.086891755633718e-6
GO:0023056,2.5938374019863276e-6,1,2,2,positive regulation of signaling,BP,5.086891755633718e-6
GO:0030097,2.5938374019863276e-6,1,2,2,hemopoiesis,BP,5.086891755633718e-6
GO:0030098,2.5938374019863276e-6,1,2,2,lymphocyte differentiation,BP,5.086891755633718e-6
GO:0030177,2.5938374019863276e-6,1,2,2,positive regulation of Wnt signaling pathway,BP,5.086891755633718e-6
GO:0030217,2.5938374019863276e-6,1,2,2,T cell differentiation,BP,5.086891755633718e-6
GO:0030330,2.5938374019863276e-6,1,2,2,"DNA damage response, signal transduction by p53 class mediator",BP,5.086891755633718e-6
GO:0030855,2.5938374019863276e-6,1,2,2,epithelial cell differentiation,BP,5.086891755633718e-6
GO:0031016,2.5938374019863276e-6,1,2,2,pancreas development,BP,5.086891755633718e-6
GO:0031018,2.5938374019863276e-6,1,2,2,endocrine pancreas development,BP,5.086891755633718e-6
GO:0031397,2.5938374019863276e-6,1,2,2,negative regulation of protein ubiquitination,BP,5.086891755633718e-6
GO:0031400,2.5938374019863276e-6,1,2,2,negative regulation of protein modification process,BP,5.086891755633718e-6
GO:0031570,2.5938374019863276e-6,1,2,2,DNA integrity checkpoint signaling,BP,5.086891755633718e-6
GO:0031571,2.5938374019863276e-6,1,2,2,mitotic G1 DNA damage checkpoint signaling,BP,5.086891755633718e-6
GO:0031647,2.5938374019863276e-6,1,2,2,regulation of protein stability,BP,5.086891755633718e-6
GO:0032024,2.5938374019863276e-6,1,2,2,positive regulation of insulin secretion,BP,5.086891755633718e-6
GO:0032880,2.5938374019863276e-6,1,2,2,regulation of protein localization,BP,5.086891755633718e-6
GO:0033500,2.5938374019863276e-6,1,2,2,carbohydrate homeostasis,BP,5.086891755633718e-6
GO:0034248,2.5938374019863276e-6,1,2,2,regulation of cellular amide metabolic process,BP,5.086891755633718e-6
GO:0034250,2.5938374019863276e-6,1,2,2,positive regulation of cellular amide metabolic process,BP,5.086891755633718e-6
GO:0034284,2.5938374019863276e-6,1,2,2,response to monosaccharide,BP,5.086891755633718e-6
GO:0035019,2.5938374019863276e-6,1,2,2,somatic stem cell population maintenance,BP,5.086891755633718e-6
GO:0035107,2.5938374019863276e-6,1,2,2,appendage morphogenesis,BP,5.086891755633718e-6
GO:0035108,2.5938374019863276e-6,1,2,2,limb morphogenesis,BP,5.086891755633718e-6
GO:0035148,2.5938374019863276e-6,1,2,2,tube formation,BP,5.086891755633718e-6
GO:0035239,2.5938374019863276e-6,1,2,2,tube morphogenesis,BP,5.086891755633718e-6
GO:0035295,2.5938374019863276e-6,1,2,2,tube development,BP,5.086891755633718e-6
GO:0035556,2.5938374019863276e-6,1,2,2,intracellular signal transduction,BP,5.086891755633718e-6
GO:0035904,2.5938374019863276e-6,1,2,2,aorta development,BP,5.086891755633718e-6
GO:0035905,2.5938374019863276e-6,1,2,2,ascending aorta development,BP,5.086891755633718e-6
GO:0035909,2.5938374019863276e-6,1,2,2,aorta morphogenesis,BP,5.086891755633718e-6
GO:0035910,2.5938374019863276e-6,1,2,2,ascending aorta morphogenesis,BP,5.086891755633718e-6
GO:0036293,2.5938374019863276e-6,1,2,2,response to decreased oxygen levels,BP,5.086891755633718e-6
GO:0042063,2.5938374019863276e-6,1,2,2,gliogenesis,BP,5.086891755633718e-6
GO:0042110,2.5938374019863276e-6,1,2,2,T cell activation,BP,5.086891755633718e-6
GO:0042592,2.5938374019863276e-6,1,2,2,homeostatic process,BP,5.086891755633718e-6
GO:0042593,2.5938374019863276e-6,1,2,2,glucose homeostasis,BP,5.086891755633718e-6
GO:0042770,2.5938374019863276e-6,1,2,2,signal transduction in response to DNA damage,BP,5.086891755633718e-6
GO:0042981,2.5938374019863276e-6,1,2,2,regulation of apoptotic process,BP,5.086891755633718e-6
