category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0008150,2.5517307498740165e-11,1,3,3,biological_process,BP,5.879187647709734e-10
GO:0009889,2.5517307498740165e-11,1,3,3,regulation of biosynthetic process,BP,5.879187647709734e-10
GO:0009893,2.5517307498740165e-11,1,3,3,positive regulation of metabolic process,BP,5.879187647709734e-10
GO:0010556,2.5517307498740165e-11,1,3,3,regulation of macromolecule biosynthetic process,BP,5.879187647709734e-10
GO:0010604,2.5517307498740165e-11,1,3,3,positive regulation of macromolecule metabolic process,BP,5.879187647709734e-10
GO:0019222,2.5517307498740165e-11,1,3,3,regulation of metabolic process,BP,5.879187647709734e-10
GO:0031323,2.5517307498740165e-11,1,3,3,regulation of cellular metabolic process,BP,5.879187647709734e-10
GO:0031325,2.5517307498740165e-11,1,3,3,positive regulation of cellular metabolic process,BP,5.879187647709734e-10
GO:0031326,2.5517307498740165e-11,1,3,3,regulation of cellular biosynthetic process,BP,5.879187647709734e-10
GO:0048518,2.5517307498740165e-11,1,3,3,positive regulation of biological process,BP,5.879187647709734e-10
GO:0048522,2.5517307498740165e-11,1,3,3,positive regulation of cellular process,BP,5.879187647709734e-10
GO:0050789,2.5517307498740165e-11,1,3,3,regulation of biological process,BP,5.879187647709734e-10
GO:0050794,2.5517307498740165e-11,1,3,3,regulation of cellular process,BP,5.879187647709734e-10
GO:0051171,2.5517307498740165e-11,1,3,3,regulation of nitrogen compound metabolic process,BP,5.879187647709734e-10
GO:0051173,2.5517307498740165e-11,1,3,3,positive regulation of nitrogen compound metabolic process,BP,5.879187647709734e-10
GO:0060255,2.5517307498740165e-11,1,3,3,regulation of macromolecule metabolic process,BP,5.879187647709734e-10
GO:0065007,2.5517307498740165e-11,1,3,3,biological regulation,BP,5.879187647709734e-10
GO:0080090,2.5517307498740165e-11,1,3,3,regulation of primary metabolic process,BP,5.879187647709734e-10
GO:2000112,2.5517307498740165e-11,1,3,3,regulation of cellular macromolecule biosynthetic process,BP,5.879187647709734e-10
GO:0009891,1.4225855291639567e-7,1,2,2,positive regulation of biosynthetic process,BP,7.949717733239309e-7
GO:0010557,1.4225855291639567e-7,1,2,2,positive regulation of macromolecule biosynthetic process,BP,7.949717733239309e-7
GO:0031328,1.4225855291639567e-7,1,2,2,positive regulation of cellular biosynthetic process,BP,7.949717733239309e-7
GO:0006355,1.623756453410944e-7,1,2,2,regulation of DNA-templated transcription,BP,7.949717733239309e-7
GO:0010468,1.623756453410944e-7,1,2,2,regulation of gene expression,BP,7.949717733239309e-7
GO:0019219,1.623756453410944e-7,1,2,2,regulation of nucleobase-containing compound metabolic process,BP,7.949717733239309e-7
GO:0051252,1.623756453410944e-7,1,2,2,regulation of RNA metabolic process,BP,7.949717733239309e-7
GO:1903506,1.623756453410944e-7,1,2,2,regulation of nucleic acid-templated transcription,BP,7.949717733239309e-7
GO:2001141,1.623756453410944e-7,1,2,2,regulation of RNA biosynthetic process,BP,7.949717733239309e-7
GO:0001932,1.6837943809986037e-7,1,2,2,regulation of protein phosphorylation,BP,7.949717733239309e-7
GO:0003008,1.6837943809986037e-7,1,2,2,system process,BP,7.949717733239309e-7
GO:0006807,1.6837943809986037e-7,1,2,2,nitrogen compound metabolic process,BP,7.949717733239309e-7
GO:0006950,1.6837943809986037e-7,1,2,2,response to stress,BP,7.949717733239309e-7
GO:0006996,1.6837943809986037e-7,1,2,2,organelle organization,BP,7.949717733239309e-7
GO:0007154,1.6837943809986037e-7,1,2,2,cell communication,BP,7.949717733239309e-7
GO:0007275,1.6837943809986037e-7,1,2,2,multicellular organism development,BP,7.949717733239309e-7
GO:0007610,1.6837943809986037e-7,1,2,2,behavior,BP,7.949717733239309e-7
GO:0007611,1.6837943809986037e-7,1,2,2,learning or memory,BP,7.949717733239309e-7
GO:0007613,1.6837943809986037e-7,1,2,2,memory,BP,7.949717733239309e-7
GO:0007626,1.6837943809986037e-7,1,2,2,locomotory behavior,BP,7.949717733239309e-7
GO:0008152,1.6837943809986037e-7,1,2,2,metabolic process,BP,7.949717733239309e-7
GO:0009653,1.6837943809986037e-7,1,2,2,anatomical structure morphogenesis,BP,7.949717733239309e-7
GO:0009887,1.6837943809986037e-7,1,2,2,animal organ morphogenesis,BP,7.949717733239309e-7
GO:0009966,1.6837943809986037e-7,1,2,2,regulation of signal transduction,BP,7.949717733239309e-7
GO:0009968,1.6837943809986037e-7,1,2,2,negative regulation of signal transduction,BP,7.949717733239309e-7
GO:0009987,1.6837943809986037e-7,1,2,2,cellular process,BP,7.949717733239309e-7
GO:0010562,1.6837943809986037e-7,1,2,2,positive regulation of phosphorus metabolic process,BP,7.949717733239309e-7
GO:0010646,1.6837943809986037e-7,1,2,2,regulation of cell communication,BP,7.949717733239309e-7
GO:0010647,1.6837943809986037e-7,1,2,2,positive regulation of cell communication,BP,7.949717733239309e-7
GO:0010648,1.6837943809986037e-7,1,2,2,negative regulation of cell communication,BP,7.949717733239309e-7
GO:0010941,1.6837943809986037e-7,1,2,2,regulation of cell death,BP,7.949717733239309e-7
GO:0016043,1.6837943809986037e-7,1,2,2,cellular component organization,BP,7.949717733239309e-7
GO:0019220,1.6837943809986037e-7,1,2,2,regulation of phosphate metabolic process,BP,7.949717733239309e-7
GO:0023051,1.6837943809986037e-7,1,2,2,regulation of signaling,BP,7.949717733239309e-7
GO:0023056,1.6837943809986037e-7,1,2,2,positive regulation of signaling,BP,7.949717733239309e-7
GO:0023057,1.6837943809986037e-7,1,2,2,negative regulation of signaling,BP,7.949717733239309e-7
GO:0031399,1.6837943809986037e-7,1,2,2,regulation of protein modification process,BP,7.949717733239309e-7
GO:0031401,1.6837943809986037e-7,1,2,2,positive regulation of protein modification process,BP,7.949717733239309e-7
GO:0032268,1.6837943809986037e-7,1,2,2,regulation of cellular protein metabolic process,BP,7.949717733239309e-7
GO:0032501,1.6837943809986037e-7,1,2,2,multicellular organismal process,BP,7.949717733239309e-7
GO:0032502,1.6837943809986037e-7,1,2,2,developmental process,BP,7.949717733239309e-7
GO:0033554,1.6837943809986037e-7,1,2,2,cellular response to stress,BP,7.949717733239309e-7
GO:0042325,1.6837943809986037e-7,1,2,2,regulation of phosphorylation,BP,7.949717733239309e-7
GO:0043405,1.6837943809986037e-7,1,2,2,regulation of MAP kinase activity,BP,7.949717733239309e-7
GO:0043408,1.6837943809986037e-7,1,2,2,regulation of MAPK cascade,BP,7.949717733239309e-7
GO:0043549,1.6837943809986037e-7,1,2,2,regulation of kinase activity,BP,7.949717733239309e-7
GO:0044237,1.6837943809986037e-7,1,2,2,cellular metabolic process,BP,7.949717733239309e-7
GO:0044238,1.6837943809986037e-7,1,2,2,primary metabolic process,BP,7.949717733239309e-7
GO:0045859,1.6837943809986037e-7,1,2,2,regulation of protein kinase activity,BP,7.949717733239309e-7
GO:0045937,1.6837943809986037e-7,1,2,2,positive regulation of phosphate metabolic process,BP,7.949717733239309e-7
GO:0048513,1.6837943809986037e-7,1,2,2,animal organ development,BP,7.949717733239309e-7
GO:0048519,1.6837943809986037e-7,1,2,2,negative regulation of biological process,BP,7.949717733239309e-7
GO:0048523,1.6837943809986037e-7,1,2,2,negative regulation of cellular process,BP,7.949717733239309e-7
GO:0048583,1.6837943809986037e-7,1,2,2,regulation of response to stimulus,BP,7.949717733239309e-7
GO:0048585,1.6837943809986037e-7,1,2,2,negative regulation of response to stimulus,BP,7.949717733239309e-7
GO:0048731,1.6837943809986037e-7,1,2,2,system development,BP,7.949717733239309e-7
GO:0048856,1.6837943809986037e-7,1,2,2,anatomical structure development,BP,7.949717733239309e-7
GO:0050790,1.6837943809986037e-7,1,2,2,regulation of catalytic activity,BP,7.949717733239309e-7
GO:0050877,1.6837943809986037e-7,1,2,2,nervous system process,BP,7.949717733239309e-7
GO:0050890,1.6837943809986037e-7,1,2,2,cognition,BP,7.949717733239309e-7
GO:0050896,1.6837943809986037e-7,1,2,2,response to stimulus,BP,7.949717733239309e-7
GO:0051128,1.6837943809986037e-7,1,2,2,regulation of cellular component organization,BP,7.949717733239309e-7
GO:0051174,1.6837943809986037e-7,1,2,2,regulation of phosphorus metabolic process,BP,7.949717733239309e-7
GO:0051239,1.6837943809986037e-7,1,2,2,regulation of multicellular organismal process,BP,7.949717733239309e-7
