category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0000003,0,1,14,14,reproduction,BP,0
GO:0000278,0,1,8,8,mitotic cell cycle,BP,0
GO:0001775,0,1,8,8,cell activation,BP,0
GO:0002376,0,1,10,10,immune system process,BP,0
GO:0002520,0,1,6,6,immune system development,BP,0
GO:0003002,0,1,6,6,regionalization,BP,0
GO:0003006,0,1,10,10,developmental process involved in reproduction,BP,0
GO:0006139,0,1,13,13,nucleobase-containing compound metabolic process,BP,0
GO:0006351,0,1,7,7,DNA-templated transcription,BP,0
GO:0006355,0,1,11,11,regulation of DNA-templated transcription,BP,0
GO:0006357,0,1,9,9,regulation of transcription by RNA polymerase II,BP,0
GO:0006366,0,1,6,6,transcription by RNA polymerase II,BP,0
GO:0006412,0,1,6,6,translation,BP,0
GO:0006518,0,1,7,7,peptide metabolic process,BP,0
GO:0006725,0,1,13,13,cellular aromatic compound metabolic process,BP,0
GO:0006793,0,1,6,6,phosphorus metabolic process,BP,0
GO:0006796,0,1,6,6,phosphate-containing compound metabolic process,BP,0
GO:0006807,0,1,29,29,nitrogen compound metabolic process,BP,0
GO:0006810,0,1,14,14,transport,BP,0
GO:0006950,0,1,15,15,response to stress,BP,0
GO:0006974,0,1,7,7,cellular response to DNA damage stimulus,BP,0
GO:0006996,0,1,18,18,organelle organization,BP,0
GO:0007010,0,1,7,7,cytoskeleton organization,BP,0
GO:0007049,0,1,9,9,cell cycle,BP,0
GO:0007154,0,1,13,13,cell communication,BP,0
GO:0007165,0,1,9,9,signal transduction,BP,0
GO:0007267,0,1,7,7,cell-cell signaling,BP,0
GO:0007275,0,1,17,17,multicellular organism development,BP,0
GO:0007276,0,1,10,10,gamete generation,BP,0
GO:0007281,0,1,8,8,germ cell development,BP,0
GO:0007292,0,1,8,8,female gamete generation,BP,0
GO:0007389,0,1,6,6,pattern specification process,BP,0
GO:0007399,0,1,10,10,nervous system development,BP,0
GO:0007417,0,1,6,6,central nervous system development,BP,0
GO:0008104,0,1,7,7,protein localization,BP,0
GO:0008150,0,1,41,41,biological_process,BP,0
GO:0008152,0,1,34,34,metabolic process,BP,0
GO:0008283,0,1,7,7,cell population proliferation,BP,0
GO:0008284,0,1,6,6,positive regulation of cell population proliferation,BP,0
GO:0008285,0,1,6,6,negative regulation of cell population proliferation,BP,0
GO:0009056,0,1,7,7,catabolic process,BP,0
GO:0009058,0,1,16,16,biosynthetic process,BP,0
GO:0009059,0,1,13,13,macromolecule biosynthetic process,BP,0
GO:0009605,0,1,9,9,response to external stimulus,BP,0
GO:0009628,0,1,6,6,response to abiotic stimulus,BP,0
GO:0009653,0,1,12,12,anatomical structure morphogenesis,BP,0
GO:0009719,0,1,6,6,response to endogenous stimulus,BP,0
GO:0009790,0,1,9,9,embryo development,BP,0
GO:0009792,0,1,7,7,embryo development ending in birth or egg hatching,BP,0
GO:0009888,0,1,11,11,tissue development,BP,0
GO:0009889,0,1,14,14,regulation of biosynthetic process,BP,0
GO:0009891,0,1,9,9,positive regulation of biosynthetic process,BP,0
GO:0009892,0,1,11,11,negative regulation of metabolic process,BP,0
GO:0009893,0,1,14,14,positive regulation of metabolic process,BP,0
GO:0009966,0,1,9,9,regulation of signal transduction,BP,0
GO:0009987,0,1,39,39,cellular process,BP,0
GO:0010033,0,1,12,12,response to organic substance,BP,0
GO:0010243,0,1,6,6,response to organonitrogen compound,BP,0
GO:0010467,0,1,16,16,gene expression,BP,0
GO:0010468,0,1,14,14,regulation of gene expression,BP,0
GO:0010556,0,1,14,14,regulation of macromolecule biosynthetic process,BP,0
GO:0010557,0,1,9,9,positive regulation of macromolecule biosynthetic process,BP,0
GO:0010604,0,1,14,14,positive regulation of macromolecule metabolic process,BP,0
GO:0010605,0,1,11,11,negative regulation of macromolecule metabolic process,BP,0
GO:0010628,0,1,7,7,positive regulation of gene expression,BP,0
GO:0010646,0,1,11,11,regulation of cell communication,BP,0
GO:0010647,0,1,6,6,positive regulation of cell communication,BP,0
GO:0010941,0,1,10,10,regulation of cell death,BP,0
GO:0016043,0,1,21,21,cellular component organization,BP,0
GO:0016070,0,1,11,11,RNA metabolic process,BP,0
GO:0016192,0,1,10,10,vesicle-mediated transport,BP,0
GO:0018130,0,1,8,8,heterocycle biosynthetic process,BP,0
GO:0019219,0,1,14,14,regulation of nucleobase-containing compound metabolic process,BP,0
GO:0019222,0,1,20,20,regulation of metabolic process,BP,0
