gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Montipora_capitata_HIv3___RNAseq.g4581.t1,297.06094105812866,-1.214927695448171,0.16808141307757019,-7.2282096705569545,4.894027449379225e-13,1.4025026656092698e-12
Montipora_capitata_HIv3___RNAseq.g4584.t1,992.1809972863116,-0.9287384956869918,0.13127411550034498,-7.074802920188414,1.4966130249305507e-12,4.171016893834759e-12
Montipora_capitata_HIv3___RNAseq.g4591.t1b,1118.6414694407695,1.4460645020843754,0.2851501217303216,5.0712392942689295,3.952334265101426e-7,7.531050012002135e-7
Montipora_capitata_HIv3___RNAseq.g4604.t1,128.17689984040595,-1.5804241170311422,0.204618914758906,-7.723744009165968,1.1296159321176733e-14,3.6061637077270436e-14
Montipora_capitata_HIv3___RNAseq.g4605.t1,111.41853193701631,0.7175055458023646,0.17708027512151409,4.0518659986833985,5.081076496973303e-5,8.253289747326548e-5
Montipora_capitata_HIv3___RNAseq.g4594.t1,663.134323891215,-1.1637055006485824,0.12323538891737662,-9.44294906578167,3.624322614178223e-21,1.855909443694596e-20
Montipora_capitata_HIv3___TS.g26295.t1,4109.161199023184,0.8181482270023813,0.10023438150179471,8.162351228632385,3.2856513997022826e-16,1.1758990307653176e-15
Montipora_capitata_HIv3___TS.g26297.t1,1884.528686976771,-0.7560935421518662,0.12168695940138098,-6.213431134045457,5.183995753678687e-10,1.2096785488273466e-9
Montipora_capitata_HIv3___TS.g26298.t1,2199.4533309430767,-0.763515168700425,0.0706268950345281,-10.810544174809857,3.0684439971553466e-27,2.5438228689417873e-26
Montipora_capitata_HIv3___TS.g26306.t1,165.6599100133884,-1.8667416361544962,0.18442871505549002,-10.121751569937686,4.42426122002698e-24,2.800098908230559e-23
Montipora_capitata_HIv3___RNAseq.g4635.t1,272.1939352824794,1.4847562347708874,0.24781857415953426,5.991303274205222,2.081660293691398e-9,4.655040520012591e-9
Montipora_capitata_HIv3___RNAseq.g4627.t1,1053.7294419545385,2.1690649310620107,0.14506696722522963,14.95216293930196,1.5077147097595298e-50,8.836254012862355e-49
Montipora_capitata_HIv3___RNAseq.g4629.t1,535.5723784960585,0.5441342036916903,0.2205951214586979,2.4666647208404777,0.013637798641481083,0.017862503607541234
Montipora_capitata_HIv3___RNAseq.g4633.t1,135.61908196799996,-0.7193178942657595,0.1875537025776406,-3.8352636305219696,1.25429682725134e-4,1.968015402584546e-4
Montipora_capitata_HIv3___TS.g26322.t1,147.36020897433312,0.7060539633193943,0.21274213306914014,3.318825251648343,9.039697998151207e-4,0.0013189451432329125
Montipora_capitata_HIv3___RNAseq.g4640.t1,337.46662457279905,0.5369141705364441,0.10325388485442644,5.1999415934172175,1.9935115980042138e-7,3.8787591809949574e-7
Montipora_capitata_HIv3___TS.g26337.t3,133.66884467143853,-1.0914117622668449,0.1523185852916094,-7.165322341836156,7.760373634035786e-13,2.1996764963793357e-12
Montipora_capitata_HIv3___RNAseq.g4642.t1,645.9776673663606,0.8687762181628056,0.14357229280855807,6.051141213724627,1.4382330266326964e-9,3.252787119569241e-9
Montipora_capitata_HIv3___RNAseq.g4643.t1,486.2729195044087,-0.6338446996385441,0.08289341249857506,-7.646502665690592,2.065191828571535e-14,6.50480893130997e-14
Montipora_capitata_HIv3___TS.g26329.t1,289.41593116949355,1.0373900896641142,0.1912947998771229,5.422991583307417,5.8609753305911644e-8,1.1861163448475812e-7
Montipora_capitata_HIv3___RNAseq.g4647.t1,313.8977090346903,1.5839821058288894,0.1301726701023826,12.16831539664252,4.58446440103066e-34,6.659295782528633e-33
Montipora_capitata_HIv3___RNAseq.g4653.t1,1389.8452366804493,-1.7337064328368372,0.15939641307434427,-10.876696654574134,1.4886016883053968e-27,1.2736651913694867e-26
Montipora_capitata_HIv3___RNAseq.g4650.t1,640.062092314021,-0.7875667537302505,0.2257774157589094,-3.4882441677480864,4.8620385818548106e-4,7.26225827658013e-4
Montipora_capitata_HIv3___RNAseq.g4656.t1,849.2859557763135,0.5494612628386756,0.12630308357937425,4.35033925750016,1.3592706672489255e-5,2.3088700444357273e-5
Montipora_capitata_HIv3___RNAseq.g4666.t1,462.24390143483834,2.1876629109393684,0.23628637278965087,9.258523397313693,2.072787782449096e-20,1.0045886867232975e-19
Montipora_capitata_HIv3___RNAseq.g4667.t1,3215.2148074952006,0.9382457650198037,0.10264334697679044,9.140833698963055,6.197270495694269e-20,2.918445218571491e-19
Montipora_capitata_HIv3___TS.g26352.t1,1466.688544315571,-0.8820385339261286,0.12395732445498918,-7.115662892888677,1.1137621717444351e-12,3.1263661847499524e-12
Montipora_capitata_HIv3___RNAseq.g4671.t1,4717.399061776405,-0.6916858250123428,0.10728097003245758,-6.447423292342295,1.1376771861799931e-10,2.776819689619391e-10
Montipora_capitata_HIv3___RNAseq.g4674.t1,726.8448974965733,-0.9598269180285737,0.1509547559409243,-6.358374812676979,2.038994575578174e-10,4.883856839543374e-10
Montipora_capitata_HIv3___RNAseq.g4673.t1,3570.789713610089,-1.2470953125454374,0.14162522857679657,-8.805601410692145,1.301527956714268e-18,5.528358589495586e-18
Montipora_capitata_HIv3___TS.g26369.t1,1079.7918152668412,-1.1225338787828554,0.127408818612639,-8.810488088706755,1.2460212924047351e-18,5.301472884469832e-18
Montipora_capitata_HIv3___RNAseq.g4688.t1,105.43239111283991,-0.8071962231379055,0.18063577831655594,-4.468639771481655,7.871856839352094e-6,1.3608313127739282e-5
Montipora_capitata_HIv3___RNAseq.g4695.t1,228.82519297000067,0.6543873274289612,0.1952227437185279,3.352003536905806,8.022899379898216e-4,0.0011758337209133857
Montipora_capitata_HIv3___RNAseq.g4693.t1,1371.4875828911122,1.0146581290488095,0.08844149139773758,11.472648335222052,1.8103267743359773e-30,1.9800327038826833e-29
Montipora_capitata_HIv3___TS.g26395.t2,201.85568040040695,-0.6920676757099223,0.13133830317516115,-5.269351430457699,1.3690662900239065e-7,2.6984764997185823e-7
Montipora_capitata_HIv3___RNAseq.g4705.t1,418.7968288189424,-1.551812800838322,0.1821129247743327,-8.521156874292522,1.5796739711134662e-17,6.251488834160591e-17
Montipora_capitata_HIv3___RNAseq.g4730.t1,532.7623967308532,0.8201745207173852,0.12333680629620032,6.649876426568802,2.933391978407317e-11,7.463403078813498e-11
Montipora_capitata_HIv3___RNAseq.164_t,399.7607792629181,0.5254801860771642,0.10981631684571672,4.785082956437361,1.709167250981861e-6,3.1229494967931318e-6
Montipora_capitata_HIv3___RNAseq.g4720.t1,1197.8241959947252,2.055460339533533,0.117151964234427,17.545248626138722,6.466918309774453e-69,1.9284730806706814e-66
Montipora_capitata_HIv3___RNAseq.g4737.t1,3988.8724593537354,-1.0896363504432054,0.14549142200882972,-7.489351161727435,6.921492494378719e-14,2.1017374184038882e-13
Montipora_capitata_HIv3___RNAseq.g4744.t1,413.26753391110105,0.523818987878769,0.24008107852324323,2.1818420306207345,0.02912119338214469,0.03669646777300087
Montipora_capitata_HIv3___RNAseq.g4756.t1,440.8527768415277,-1.1739800971475043,0.10861690382185668,-10.808447450066861,3.1393818370953243e-27,2.594706908569601e-26
Montipora_capitata_HIv3___RNAseq.g4751.t1,368.50203017838066,1.6338043577326642,0.16828407718879715,9.708609305321897,2.7709181451231006e-22,1.5385727860571258e-21
Montipora_capitata_HIv3___RNAseq.g4752.t1,688.3982052591348,-1.3080058989738923,0.1139435631422701,-11.479418958846445,1.6740169885816096e-30,1.8408739964456552e-29
Montipora_capitata_HIv3___RNAseq.g4761.t1,235.0999807565574,1.03398475615368,0.11429339874523603,9.04675832117363,1.4727552439889556e-19,6.708115641870629e-19
