Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
6C14_R2_001										6.829770513086307	1.8363433240771128	5.20275474295218	1.9349889311534312	2.3519916112182773	0.1180585917204886	0.12799903414741498
789C4_R1_001										32.99343511107515	1.3008575099839361	3.103620791515488	1.2825933088938997	0.30272705254158805	0.0	0.25102758557085947
789C4_R2_001										31.820773982083228	1.2464846020529297	3.072530433297697	1.2744889003514008	0.2454467263757069	0.0	0.3645516304713245
789H14_R1_001										10.001226106212203	2.2983996792591292	4.61931168991868	1.380863433222164	0.9816083139875392	0.0	0.0
789H14_R2_001										9.611927531998877	2.1673531911403243	4.432486930607272	1.316908491857117	0.8991648668179893	0.0	0.0
789H4_R1_001										9.00106886985017	2.500117601604637	6.982316235942918	3.728337493018679	6.220408638888665	1.0470105811705364	0.4331875041148025
789H4_R2_001										8.5411595942353	2.3459737586957843	6.779352678854032	3.6238808064318127	5.910627127408377	0.9826783564880339	0.2718349432475438
789H9_R1_001										8.452208249093566	2.058540371589258	5.035005670119817	2.0560646592819007	2.1716081890887877	0.24355804592661293	0.0
789H9_R2_001										7.743968054553039	1.970961561415669	4.758214957240724	1.8751254778936526	2.042897099666863	0.1522155139020254	0.23452490689691002
789L14_R1_001										10.10852982727476	2.318605267920403	4.452073153303355	1.2833812141915117	1.1179039683874148	0.033375176361939235	0.0
789L14_R2_001										9.600435629520804	2.1176531043075415	4.256720732765871	1.243709460144141	1.003672633773942	0.03176236330921761	0.19187956486252164
789L4_R1_001										6.386762297907884	1.6302810124706972	4.841996913488576	2.2328799003266466	2.837772985938793	0.217090373353707	0.2552300512620667
789L4_R2_001										5.990711446733728	1.5783303928579104	4.624521755576671	2.1072941462664914	2.6987922845983325	0.2528929799233364	0.23968122247046622
789L9_R1_001										8.39026845652315	2.1991284492551713	6.6951817514309715	3.1898544738399077	3.982655297893768	0.3916856685853324	0.07619728327111336
789L9_R2_001										8.166472342458011	2.1406050717415024	6.546966870802705	2.978531838070092	3.753051230257948	0.4372988729538169	0.0
789M14_R1_001										10.121707786471859	2.2087873982373964	4.647048679219658	1.6105143323129518	1.31456237239662	0.035458021025538654	0.14203530071368942
789M14_R2_001										9.605306031393877	2.090823227309629	4.441929111992267	1.5706501247084521	1.1991835357432372	0.08338744926893374	0.12206974458450855
789M4_R1_001										8.527677789005638	2.399167460292852	6.481020281371265	3.559257753128292	6.064736977703548	0.9850469058490626	0.6562502400077542
789M4_R2_001										8.205865005166228	2.4151895098350815	6.182798544546649	3.4924832064472313	5.771246542393852	0.9106870080231548	0.6427289938781716
7C14_R1_001										8.610742791309228	2.4332955782508194	6.90177415516476	3.4376956287877354	5.266001263099011	0.4003836871934643	0.14499075033649064
7C14_R2_001										8.193279404956298	2.3199316394110316	6.574961423740784	3.371160599539331	4.964197847125957	0.37836229264437077	0.27679728554234717
89C14_R1_001										11.180470431731909	2.4032439808307267	4.799121514655267	1.693040457982671	1.5295447743693984	0.0745061085148173	0.0
89C14_R2_001										10.84687964848887	2.3371247829876856	4.644101601650519	1.5991658248993172	1.4141008896546035	0.07248263770689005	0.0
89C9_R1_001										8.273050722738867	2.2288278099191547	6.722211494788062	3.5437926502757207	5.173375413815365	0.4543255759344748	0.2914034986700823
89C9_R2_001										7.881770106125923	2.1742201753765134	6.4721248977457195	3.352281107008558	4.8633410757067095	0.49758747898111455	0.4329674942744749
89M9_R1_001										6.950124798238852	2.0327566451664536	5.7743250387638	2.5969877101841754	3.1554851417756344	0.3081543141450003	0.0
89M9_R2_001										6.575779517454638	1.8899717317715412	5.545060250338323	2.5153348534995374	2.887049054525708	0.3270154494989752	0.21004998894435845
