go,cluster,parent,score,size,term,parentTerm,termUniqueness,termUniquenessWithinCluster,termDispensability
GO:0033500,61,GO:0070050,-0,8,carbohydrate homeostasis,neuron cellular homeostasis,0.9894947692307692,0.35719047619047617,0.503
GO:0042593,61,GO:0070050,-0,8,glucose homeostasis,neuron cellular homeostasis,0.9894947692307692,0.35719047619047617,0.503
GO:0046128,99,GO:0006027,-0,8,purine ribonucleoside metabolic process,glycosaminoglycan catabolic process,0.9400818461538462,0.35705882352941176,0.428
GO:0050877,75,GO:0019233,-0,574,nervous system process,sensory perception of pain,0.9568086153846154,0.35682352941176465,0.535
GO:0046823,36,GO:0042306,-0,3,negative regulation of nucleocytoplasmic transport,regulation of protein import into nucleus,0.8752676923076923,0.35675,0.953
GO:0048585,22,GO:0050727,-0,197,negative regulation of response to stimulus,regulation of inflammatory response,0.8735501538461539,0.35645454545454547,0.489
GO:0048193,40,GO:0006895,-0,116,Golgi vesicle transport,Golgi to endosome transport,0.9453673846153846,0.3563636363636363,0.713
GO:0098813,26,GO:0000278,-0,148,nuclear chromosome segregation,mitotic cell cycle,0.9450153846153846,0.35624193548387095,0.68
GO:0046822,36,GO:0042306,-0,7,regulation of nucleocytoplasmic transport,regulation of protein import into nucleus,0.889792,0.3562321428571429,1
GO:1905475,36,GO:0042306,-0,24,regulation of protein localization to membrane,regulation of protein import into nucleus,0.8852806153846153,0.3560714285714286,0.672
GO:1904375,36,GO:0042306,-0,21,regulation of protein localization to cell periphery,regulation of protein import into nucleus,0.8852787692307692,0.35601785714285716,0.672
GO:0060282,30,GO:0016476,-0,11,positive regulation of oocyte development,regulation of embryonic cell shape,0.8343741538461539,0.35577272727272724,0.425
GO:0051094,30,GO:0016476,-0,276,positive regulation of developmental process,regulation of embryonic cell shape,0.8548535384615384,0.35559090909090907,0.526
GO:0044782,51,GO:0097581,-0,82,cilium organization,lamellipodium organization,0.9237747692307692,0.35547826086956524,0.539
GO:0048667,19,GO:0072175,-0,192,cell morphogenesis involved in neuron differentiation,epithelial tube formation,0.8973347692307693,0.3554090909090909,0.427
GO:0031033,91,GO:0031034,-0,14,myosin filament organization,myosin filament assembly,0.9348012307692308,0.35519999999999996,0.984
GO:0042886,46,GO:0015837,-0,25,amide transport,amine transport,0.9577483076923077,0.35491666666666666,0.493
GO:0071826,42,GO:0051260,-0,91,protein-RNA complex organization,protein homooligomerization,0.9343046153846154,0.35486666666666666,0.668
GO:0007409,19,GO:0072175,-0,178,axonogenesis,epithelial tube formation,0.8435310769230769,0.3548636363636364,0.425
GO:0071219,81,GO:0002831,-0,1,cellular response to molecule of bacterial origin,regulation of response to biotic stimulus,0.961264,0.35483333333333333,0.438
GO:0009792,29,GO:0030588,-0,301,embryo development ending in birth or egg hatching,pseudocleavage,0.9266375384615384,0.35463636363636364,0.577
GO:0048581,30,GO:0016476,-0,64,negative regulation of post-embryonic development,regulation of embryonic cell shape,0.8472812307692308,0.3545454545454545,0.631
GO:0061064,30,GO:0016476,-0,64,negative regulation of nematode larval development,regulation of embryonic cell shape,0.847235076923077,0.3545454545454545,0.631
GO:0051321,12,GO:0022414,-0,225,meiotic cell cycle,reproductive process,0.9293686153846153,0.3542745098039216,0.773
GO:0015833,46,GO:0015837,-0,18,peptide transport,amine transport,0.958608,0.35424999999999995,0.481
GO:0030952,106,GO:0030951,-0,12,establishment or maintenance of cytoskeleton polarity,establishment or maintenance of microtubule cytoskeleton polarity,0.9376713846153846,0.35375,0.964
GO:0070588,56,GO:0006820,-0,57,calcium ion transmembrane transport,monoatomic anion transport,0.9525741538461538,0.3537272727272728,0.522
GO:0007052,83,GO:0034453,-0,53,mitotic spindle organization,microtubule anchoring,0.8988541538461539,0.35319999999999996,0.54
GO:0035725,56,GO:0006820,-0,80,sodium ion transmembrane transport,monoatomic anion transport,0.9521993846153847,0.35272727272727267,0.527
GO:0015031,41,GO:1904781,-0,386,protein transport,positive regulation of protein localization to centrosome,0.9272886153846154,0.3527241379310345,0.497
GO:0043524,38,GO:0043524,-0,3,negative regulation of neuron apoptotic process,negative regulation of neuron apoptotic process,0.9174153846153846,0.35245000000000004,0
GO:0071711,118,GO:0043063,-0,15,basement membrane organization,intercellular bridge organization,0.9482652307692307,0.352,0.727
GO:0006364,110,GO:0031124,-0,139,rRNA processing,mRNA 3'-end processing,0.869411076923077,0.352,0.539
GO:0051054,58,GO:0006304,-0,19,positive regulation of DNA metabolic process,DNA modification,0.8596990769230769,0.352,0.415
GO:0045911,58,GO:0006304,-0,6,positive regulation of DNA recombination,DNA modification,0.869875076923077,0.352,0.388
GO:0046479,94,GO:0046834,-0,8,glycosphingolipid catabolic process,lipid phosphorylation,0.9377390769230769,0.35183720930232554,0.369
GO:0044281,68,GO:0062012,-0,736,small molecule metabolic process,regulation of small molecule metabolic process,0.9386332307692308,0.35136,0.589
GO:0001678,61,GO:0070050,-0,6,intracellular glucose homeostasis,neuron cellular homeostasis,0.989368,0.3513333333333334,0.541
GO:0000154,110,GO:0031124,-0,22,rRNA modification,mRNA 3'-end processing,0.8774055384615385,0.3512857142857143,0.468
GO:0019953,12,GO:0022414,-0,466,sexual reproduction,reproductive process,0.9688393846153847,0.3512745098039216,0.858
GO:0045739,58,GO:0006304,-0,7,positive regulation of DNA repair,DNA modification,0.832224,0.3510526315789474,0.397
GO:0006672,94,GO:0046834,-0,34,ceramide metabolic process,lipid phosphorylation,0.9440886153846154,0.35095348837209306,0.405
GO:2000104,58,GO:0006304,-0,4,negative regulation of DNA-templated DNA replication,DNA modification,0.8724947692307692,0.3508157894736842,0.377
GO:0034655,47,GO:0070481,-0,178,nucleobase-containing compound catabolic process,"nuclear-transcribed mRNA catabolic process, non-stop decay",0.9272012307692308,0.3503636363636363,0.613
GO:0008156,58,GO:0006304,-0,5,negative regulation of DNA replication,DNA modification,0.8694763076923077,0.35007894736842105,0.385
GO:0030149,94,GO:0046834,-0,17,sphingolipid catabolic process,lipid phosphorylation,0.9388836923076923,0.34995348837209306,0.39
GO:0042278,99,GO:0006027,-0,11,purine nucleoside metabolic process,glycosaminoglycan catabolic process,0.939035076923077,0.3498823529411764,0.435
GO:0046477,94,GO:0046834,-0,7,glycosylceramide catabolic process,lipid phosphorylation,0.936416,0.34983720930232554,0.365
GO:0098657,120,GO:0002090,-0,241,import into cell,regulation of receptor internalization,0.9543944615384615,0.34983333333333333,0.599
GO:0006399,111,GO:0006432,-0,131,tRNA metabolic process,phenylalanyl-tRNA aminoacylation,0.9305286153846154,0.3498,0.704
GO:0048382,33,GO:0060537,-0,7,mesendoderm development,muscle tissue development,0.9520898461538462,0.3495652173913043,0.523
GO:0008033,111,GO:0006432,-0,79,tRNA processing,phenylalanyl-tRNA aminoacylation,0.9260966153846154,0.34940000000000004,0.677
GO:0071222,81,GO:0002831,-0,1,cellular response to lipopolysaccharide,regulation of response to biotic stimulus,0.9484793846153846,0.3493333333333333,0.438
GO:0035265,49,GO:0035265,-0,6,organ growth,organ growth,0.9499747692307692,0.3492777777777778,0
GO:0006909,120,GO:0002090,-0,55,phagocytosis,regulation of receptor internalization,0.9460855384615384,0.3491666666666666,0.578
GO:0051225,83,GO:0034453,-0,42,spindle assembly,microtubule anchoring,0.8929126153846154,0.34909999999999997,0.531
GO:0007059,26,GO:0000278,-0,185,chromosome segregation,mitotic cell cycle,0.9444135384615384,0.3490483870967742,0.7
GO:2000300,36,GO:0042306,-0,13,regulation of synaptic vesicle exocytosis,regulation of protein import into nucleus,0.8610683076923077,0.349,0.57
GO:1901135,99,GO:0006027,-0,449,carbohydrate derivative metabolic process,glycosaminoglycan catabolic process,0.9469741538461538,0.349,0.583
GO:0048812,19,GO:0072175,-0,200,neuron projection morphogenesis,epithelial tube formation,0.8413963076923077,0.34890909090909095,0.429
GO:0046578,20,GO:0032483,-0,24,regulation of Ras protein signal transduction,regulation of Rab protein signal transduction,0.88976676923076925,0.34863636363636363,0.754
GO:0051128,27,GO:0048285,-0,474,regulation of cellular component organization,organelle fission,0.8496461538461538,0.34838709677419355,0.464
GO:0007000,100,GO:0017126,-0,4,nucleolus organization,nucleologenesis,0.9456215384615385,0.348,0.951
GO:0051962,24,GO:0032648,-0,41,positive regulation of nervous system development,regulation of interferon-beta production,0.8510633846153846,0.34785714285714286,0.426
GO:0045184,41,GO:1904781,-0,447,establishment of protein localization,positive regulation of protein localization to centrosome,0.9302418461538462,0.3476896551724138,0.503
GO:0060631,27,GO:0048285,-0,5,regulation of meiosis I,organelle fission,0.8506633846153846,0.34751612903225804,0.66
GO:0051960,24,GO:0032648,-0,65,regulation of nervous system development,regulation of interferon-beta production,0.8668338461538462,0.3474285714285714,0.439
GO:0019752,68,GO:0062012,-0,378,carboxylic acid metabolic process,regulation of small molecule metabolic process,0.941736,0.34736,0.548
GO:0043436,68,GO:0062012,-0,379,oxoacid metabolic process,regulation of small molecule metabolic process,0.9417323076923076,0.34731999999999996,0.548
GO:0045787,26,GO:0000278,-0,73,positive regulation of cell cycle,mitotic cell cycle,0.8659563076923077,0.3473064516129032,0.621
GO:0009408,39,GO:0009268,-0,85,response to heat,response to pH,0.9576763076923077,0.347,0.613
GO:0007009,65,GO:0045026,-0,29,plasma membrane organization,plasma membrane fusion,0.9408633846153847,0.347,0.809
GO:0051051,36,GO:0042306,-0,35,negative regulation of transport,regulation of protein import into nucleus,0.8761507692307693,0.3469107142857143,0.598
GO:0061062,24,GO:0032648,-0,109,regulation of nematode larval development,regulation of interferon-beta production,0.865900923076923,0.34690476190476194,0.453
GO:0040029,71,GO:0006335,-0,92,epigenetic regulation of gene expression,DNA replication-dependent chromatin assembly,0.8428547692307693,0.34671428571428575,0.615
GO:0048580,24,GO:0032648,-0,110,regulation of post-embryonic development,regulation of interferon-beta production,0.8658935384615385,0.34671428571428575,0.453
GO:0060903,27,GO:0048285,-0,3,positive regulation of meiosis I,organelle fission,0.8374123076923077,0.3467096774193549,0.635
GO:0031348,22,GO:0050727,-0,8,negative regulation of defense response,regulation of inflammatory response,0.8948283076923077,0.34663636363636363,0.755
GO:0006082,68,GO:0062012,-0,418,organic acid metabolic process,regulation of small molecule metabolic process,0.941504,0.34652000000000005,0.55
GO:0009416,39,GO:0009268,-0,35,response to light stimulus,response to pH,0.9647495384615384,0.3464705882352941,0.59
GO:0044843,26,GO:0000278,-0,26,cell cycle G1/S phase transition,mitotic cell cycle,0.9490283076923077,0.3462903225806452,0.559
GO:0006814,56,GO:0006820,-0,106,sodium ion transport,monoatomic anion transport,0.958992,0.3462727272727273,0.561
GO:0046621,49,GO:0035265,-0,1,negative regulation of organ growth,organ growth,0.8887741538461539,0.3461666666666666,0.907
GO:0016137,99,GO:0006027,-0,17,glycoside metabolic process,glycosaminoglycan catabolic process,0.9592073846153846,0.34605882352941175,0.453
GO:0048870,82,GO:0001667,-0,207,cell motility,ameboidal-type cell migration,0.9868726153846153,0.346,0.768
GO:0016053,68,GO:0062012,-0,125,organic acid biosynthetic process,regulation of small molecule metabolic process,0.9366061538461539,0.34572,0.497
GO:0051093,30,GO:0016476,-0,113,negative regulation of developmental process,regulation of embryonic cell shape,0.861768,0.3452272727272727,0.492
GO:1903321,43,GO:1903317,-0,1,negative regulation of protein modification by small protein conjugation or removal,regulation of protein maturation,0.8731513846153847,0.34516,0.523
GO:0023057,21,GO:0045744,-0,170,negative regulation of signaling,negative regulation of G protein-coupled receptor signaling pathway,0.8928443076923077,0.3444285714285714,0.716
GO:1903828,36,GO:0042306,-0,24,negative regulation of protein localization,regulation of protein import into nucleus,0.8622209230769231,0.34439285714285717,0.676
GO:0007276,12,GO:0022414,-0,282,gamete generation,reproductive process,0.9681507692307693,0.34439215686274516,0.781
GO:0046394,68,GO:0062012,-0,124,carboxylic acid biosynthetic process,regulation of small molecule metabolic process,0.936571076923077,0.34416,0.497
GO:0051647,73,GO:0033750,-0,36,nucleus localization,ribosome localization,0.9632123076923077,0.3434285714285714,0.599
GO:0007017,59,GO:0003341,-0,312,microtubule-based process,cilium movement,0.9773267692307692,0.34331578947368424,0.632
GO:0007096,26,GO:0000278,-0,6,regulation of exit from mitosis,mitotic cell cycle,0.8715858461538462,0.34327419354838706,0.635
GO:1904659,129,GO:1904659,-0,3,D-glucose transmembrane transport,D-glucose transmembrane transport,0.9629483076923077,0.34299999999999997,0
GO:0016477,82,GO:0001667,-0,192,cell migration,ameboidal-type cell migration,0.9868867692307692,0.34299999999999997,0.774
GO:0006325,71,GO:0006335,-0,257,chromatin organization,DNA replication-dependent chromatin assembly,0.9339926153846154,0.34299999999999997,0.674
GO:0090646,97,GO:0090646,-0,6,mitochondrial tRNA processing,mitochondrial tRNA processing,0.9404621538461538,0.34275,0
GO:0070727,41,GO:1904781,-0,738,cellular macromolecule localization,positive regulation of protein localization to centrosome,0.929816,0.3426896551724138,0.523
GO:0008104,41,GO:1904781,-0,737,protein localization,positive regulation of protein localization to centrosome,0.9298221538461539,0.3425862068965517,0.523
GO:0006903,73,GO:0033750,-0,16,vesicle targeting,ribosome localization,0.9420966153846154,0.3423571428571428,0.557
GO:1902369,47,GO:0070481,-0,10,negative regulation of RNA catabolic process,"nuclear-transcribed mRNA catabolic process, non-stop decay",0.8592018461538462,0.34218181818181814,0.56
GO:0043489,47,GO:0070481,-0,9,RNA stabilization,"nuclear-transcribed mRNA catabolic process, non-stop decay",0.8489218461538461,0.3418181818181818,0.555
GO:0017158,36,GO:0042306,-0,16,regulation of calcium ion-dependent exocytosis,regulation of protein import into nucleus,0.8832763076923077,0.3415,0.575
GO:0046686,90,GO:0010288,-0,20,response to cadmium ion,response to lead ion,0.9626732307692307,0.3415,0.643
GO:0023056,21,GO:0045744,-0,141,positive regulation of signaling,negative regulation of G protein-coupled receptor signaling pathway,0.8959384615384616,0.3414285714285714,0.562
GO:0071248,90,GO:0010288,-0,24,cellular response to metal ion,response to lead ion,0.9484732307692307,0.34099999999999997,0.645
GO:1990089,35,GO:1990089,-0,1,response to nerve growth factor,response to nerve growth factor,0.9716153846153847,0.3409444444444444,0
GO:0000070,27,GO:0048285,-0,88,mitotic sister chromatid segregation,organelle fission,0.8918110769230769,0.3405806451612904,0.892
GO:0090596,25,GO:0043588,-0,27,sensory organ morphogenesis,skin development,0.9425803076923077,0.3404615384615385,0.453
GO:1990090,35,GO:1990089,-0,1,cellular response to nerve growth factor stimulus,response to nerve growth factor,0.9716067692307693,0.3402777777777778,1
GO:0045732,47,GO:0070481,-0,48,positive regulation of protein catabolic process,"nuclear-transcribed mRNA catabolic process, non-stop decay",0.8441532307692308,0.34018181818181814,0.431
GO:0007098,59,GO:0003341,-0,39,centrosome cycle,cilium movement,0.9044467692307693,0.3401578947368421,0.523
GO:0043297,102,GO:1990709,-0,2,apical junction assembly,presynaptic active zone organization,0.9451513846153846,0.33975,0.54
GO:0009967,21,GO:0045744,-0,106,positive regulation of signal transduction,negative regulation of G protein-coupled receptor signaling pathway,0.8554756923076923,0.33971428571428575,0.586
GO:0031338,65,GO:0045026,-0,12,regulation of vesicle fusion,plasma membrane fusion,0.8371372307692307,0.3396363636363636,0.701
GO:0030856,33,GO:0060537,-0,4,regulation of epithelial cell differentiation,muscle tissue development,0.8754209230769231,0.3396086956521739,0.504
GO:0043632,47,GO:0070481,-0,251,modification-dependent macromolecule catabolic process,"nuclear-transcribed mRNA catabolic process, non-stop decay",0.9324116923076923,0.33959090909090905,0.486
GO:0032543,97,GO:0090646,-0,49,mitochondrial translation,mitochondrial tRNA processing,0.9338603076923077,0.3395,0.82
GO:0031349,22,GO:0050727,-0,14,positive regulation of defense response,regulation of inflammatory response,0.893232,0.3390909090909091,0.776
GO:0051649,28,GO:0042147,-0,633,establishment of localization in cell,"retrograde transport, endosome to Golgi",0.9297969230769231,0.3387692307692307,0.644
GO:0032324,126,GO:0032324,-0,9,molybdopterin cofactor biosynthetic process,molybdopterin cofactor biosynthetic process,0.9338332307692307,0.33799999999999997,0
GO:0007051,83,GO:0034453,-0,78,spindle organization,microtubule anchoring,0.8972043076923077,0.33799999999999997,0.561
GO:0009119,99,GO:0006027,-0,12,ribonucleoside metabolic process,glycosaminoglycan catabolic process,0.9374578461538462,0.33782352941176474,0.447
GO:0007166,54,GO:0007224,-0,474,cell surface receptor signaling pathway,smoothened signaling pathway,0.875515076923077,0.33769230769230774,0.596
GO:0015807,11,GO:0051179,-0,45,L-amino acid transport,localization,0.9553446153846153,0.33758333333333335,0.379
GO:0044839,26,GO:0000278,-0,27,cell cycle G2/M phase transition,mitotic cell cycle,0.9484461538461538,0.33754838709677415,0.565
GO:0045087,34,GO:0002250,-0,334,innate immune response,adaptive immune response,0.937644923076923,0.3375,0.643
GO:0022618,42,GO:0051260,-0,88,protein-RNA complex assembly,protein homooligomerization,0.9261261538461538,0.33740000000000003,0.695
GO:0032875,58,GO:0006304,-0,7,regulation of DNA endoreduplication,DNA modification,0.8544953846153847,0.33723684210526317,0.391
GO:0006664,94,GO:0046834,-0,49,glycolipid metabolic process,lipid phosphorylation,0.9401606153846154,0.33718604651162787,0.413
GO:0006897,120,GO:0002090,-0,182,endocytosis,regulation of receptor internalization,0.9415778461538462,0.3371666666666666,0.617
GO:0031023,59,GO:0003341,-0,48,microtubule organizing center organization,cilium movement,0.9275993846153846,0.3365789473684211,0.531
GO:0006282,58,GO:0006304,-0,12,regulation of DNA repair,DNA modification,0.8447353846153847,0.3364473684210526,0.411
GO:0022402,26,GO:0000278,-0,475,cell cycle process,mitotic cell cycle,0.9423956923076923,0.3363548387096774,0.798
GO:0048566,29,GO:0030588,-0,33,embryonic digestive tract development,pseudocleavage,0.9253766153846154,0.3362727272727273,0.499
GO:1903008,86,GO:0070126,-0,18,organelle disassembly,mitochondrial translational termination,0.9378726153846154,0.3361428571428572,0.586
GO:0051189,126,GO:0032324,-0,9,prosthetic group metabolic process,molybdopterin cofactor biosynthetic process,0.9473753846153846,0.33599999999999997,0.993
GO:0043545,126,GO:0032324,-0,9,molybdopterin cofactor metabolic process,molybdopterin cofactor biosynthetic process,0.9374787692307692,0.33599999999999997,0.993
GO:1902805,73,GO:0033750,-0,4,positive regulation of synaptic vesicle transport,ribosome localization,0.8740301538461539,0.33599999999999997,0.53
GO:0002376,34,GO:0002250,-0,369,immune system process,adaptive immune response,0.9844590769230769,0.33599999999999997,0.645
GO:0006955,34,GO:0002250,-0,366,immune response,adaptive immune response,0.9520578461538461,0.3356363636363636,0.647
GO:0050793,30,GO:0016476,-0,535,regulation of developmental process,regulation of embryonic cell shape,0.8698849230769231,0.3354090909090909,0.562
GO:0045910,58,GO:0006304,-0,10,negative regulation of DNA recombination,DNA modification,0.8652596923076923,0.33528947368421047,0.395
GO:0007026,59,GO:0003341,-0,4,negative regulation of microtubule depolymerization,cilium movement,0.8576467692307692,0.3350526315789474,0.447
GO:0048477,12,GO:0022414,-0,132,oogenesis,reproductive process,0.9037821538461539,0.3339803921568627,0.694
GO:0033554,4,GO:0050896,-0,636,cellular response to stress,response to stimulus,0.9372732307692307,0.33390909090909093,0.528
GO:0090130,144,GO:0090130,-0,9,tissue migration,tissue migration,0.9710510769230769,0.33333333333333337,0
GO:0090132,144,GO:0090130,-0,9,epithelium migration,tissue migration,0.9710510769230769,0.33333333333333337,1
GO:0010631,144,GO:0090130,-0,9,epithelial cell migration,tissue migration,0.9614886153846154,0.33333333333333337,1
GO:0048583,22,GO:0050727,-0,530,regulation of response to stimulus,regulation of inflammatory response,0.8910172307692308,0.33318181818181825,0.525
GO:0140053,97,GO:0090646,-0,61,mitochondrial gene expression,mitochondrial tRNA processing,0.944243076923077,0.33299999999999996,0.833
GO:0046513,94,GO:0046834,-0,24,ceramide biosynthetic process,lipid phosphorylation,0.9378707692307693,0.33288372093023255,0.397
GO:0007084,100,GO:0017126,-0,3,mitotic nuclear membrane reassembly,nucleologenesis,0.9074664615384616,0.3328333333333333,0.651
GO:0043523,38,GO:0043524,-0,8,regulation of neuron apoptotic process,negative regulation of neuron apoptotic process,0.9332203076923077,0.33210000000000006,0.938
GO:0060147,80,GO:0045947,-0,8,regulation of post-transcriptional gene silencing,negative regulation of translational initiation,0.8791310769230769,0.33187500000000003,0.563
GO:1900368,80,GO:0045947,-0,8,regulation of post-transcriptional gene silencing by regulatory ncRNA,negative regulation of translational initiation,0.8788387692307692,0.33187500000000003,0.563
GO:0050673,44,GO:0072089,-0,1,epithelial cell proliferation,stem cell proliferation,0.9900356923076923,0.3316,0.624
GO:0000963,97,GO:0090646,-0,9,mitochondrial RNA processing,mitochondrial tRNA processing,0.9412356923076923,0.33125000000000004,0.976
GO:0010569,58,GO:0006304,-0,3,regulation of double-strand break repair via homologous recombination,DNA modification,0.8571612307692308,0.3311052631578948,0.381
GO:0048568,29,GO:0030588,-0,40,embryonic organ development,pseudocleavage,0.9326590769230769,0.3310909090909091,0.504
GO:0008037,114,GO:0008037,-0,32,cell recognition,cell recognition,0.9909021538461539,0.3295,0
GO:0048871,61,GO:0070050,-0,14,multicellular organismal-level homeostasis,neuron cellular homeostasis,0.9604609230769231,0.3294761904761905,0.513
GO:0080135,22,GO:0050727,-0,86,regulation of cellular response to stress,regulation of inflammatory response,0.8834356923076923,0.32945454545454544,0.64
GO:0009314,39,GO:0009268,-0,60,response to radiation,response to pH,0.9636012307692308,0.3293529411764706,0.609
GO:0009266,39,GO:0009268,-0,120,response to temperature stimulus,response to pH,0.9626030769230769,0.32899999999999996,0.633
GO:0046620,49,GO:0035265,-0,6,regulation of organ growth,organ growth,0.8980344615384616,0.32899999999999996,1
GO:0060632,59,GO:0003341,-0,9,regulation of microtubule-based movement,cilium movement,0.9269544615384615,0.3286315789473684,0.653
GO:0006338,71,GO:0006335,-0,237,chromatin remodeling,DNA replication-dependent chromatin assembly,0.9353569230769231,0.3285714285714285,0.661
GO:1905515,51,GO:0097581,-0,39,non-motile cilium assembly,lamellipodium organization,0.9217889230769231,0.32834782608695656,0.498
GO:0050714,66,GO:0050714,-0,9,positive regulation of protein secretion,positive regulation of protein secretion,0.8622984615384616,0.32799999999999996,0
GO:0008285,44,GO:0072089,-0,8,negative regulation of cell population proliferation,stem cell proliferation,0.915147076923077,0.3276,0.699
GO:0006541,88,GO:0006521,-0,18,glutamine metabolic process,regulation of amino acid metabolic process,0.9477938461538462,0.32692307692307687,0.509
GO:0042176,47,GO:0070481,-0,65,regulation of protein catabolic process,"nuclear-transcribed mRNA catabolic process, non-stop decay",0.8612135384615385,0.3269090909090909,0.439
GO:0120034,51,GO:0097581,-0,7,positive regulation of plasma membrane bounded cell projection assembly,lamellipodium organization,0.8622215384615385,0.32669565217391305,0.438
GO:0032387,36,GO:0042306,-0,11,negative regulation of intracellular transport,regulation of protein import into nucleus,0.8665710769230769,0.32655357142857144,0.751
GO:0043062,118,GO:0043063,-0,43,extracellular structure organization,intercellular bridge organization,0.9445643076923077,0.3265,0.767
GO:0006979,92,GO:0006979,-0,141,response to oxidative stress,response to oxidative stress,0.9603846153846154,0.32633333333333336,0
GO:0098542,81,GO:0002831,-0,470,defense response to other organism,regulation of response to biotic stimulus,0.9480756923076923,0.32625000000000004,0.697
GO:1903394,42,GO:0051260,-0,5,protein localization to kinetochore involved in kinetochore assembly,protein homooligomerization,0.8891341538461539,0.3261333333333334,0.562
GO:0030198,118,GO:0043063,-0,41,extracellular matrix organization,intercellular bridge organization,0.9447150769230769,0.32599999999999996,0.766
GO:0051707,81,GO:0002831,-0,471,response to other organism,regulation of response to biotic stimulus,0.9556276923076923,0.32599999999999996,0.698
GO:0043207,81,GO:0002831,-0,471,response to external biotic stimulus,regulation of response to biotic stimulus,0.9575384615384616,0.32599999999999996,0.698
GO:0009607,81,GO:0002831,-0,471,response to biotic stimulus,regulation of response to biotic stimulus,0.9599833846153846,0.32599999999999996,0.698
GO:0051494,27,GO:0048285,-0,36,negative regulation of cytoskeleton organization,organelle fission,0.845368,0.3259354838709677,0.464
GO:1903532,36,GO:0042306,-0,30,positive regulation of secretion by cell,regulation of protein import into nucleus,0.863443076923077,0.32592857142857146,0.596
GO:1903305,36,GO:0042306,-0,19,regulation of regulated secretory pathway,regulation of protein import into nucleus,0.8803101538461539,0.325875,0.589
GO:0007281,12,GO:0022414,-0,194,germ cell development,reproductive process,0.9015993846153846,0.3258039215686275,0.725
GO:0031347,22,GO:0050727,-0,25,regulation of defense response,regulation of inflammatory response,0.9087046153846154,0.32572727272727275,0.806
GO:0006418,88,GO:0006521,-0,37,tRNA aminoacylation for protein translation,regulation of amino acid metabolic process,0.9169821538461539,0.32561538461538464,0.55
GO:0050982,103,GO:0051606,-0,16,detection of mechanical stimulus,detection of stimulus,0.9622984615384615,0.3255,0.802
GO:0006511,47,GO:0070481,-0,238,ubiquitin-dependent protein catabolic process,"nuclear-transcribed mRNA catabolic process, non-stop decay",0.9205532307692308,0.3250454545454545,0.484
GO:0048518,10,GO:0045727,-0,1209,positive regulation of biological process,positive regulation of translation,0.8930283076923077,0.32492307692307687,0.539
GO:0031396,43,GO:1903317,-0,6,regulation of protein ubiquitination,regulation of protein maturation,0.8834246153846154,0.32492,0.557
GO:0007097,73,GO:0033750,-0,33,nuclear migration,ribosome localization,0.9421655384615385,0.32485714285714284,0.594
GO:2000026,24,GO:0032648,-0,203,regulation of multicellular organismal development,regulation of interferon-beta production,0.860107076923077,0.32485714285714284,0.472
GO:0008038,114,GO:0008037,-0,27,neuron recognition,cell recognition,0.9205347692307693,0.32400000000000007,0.988
GO:0016199,114,GO:0008037,-0,3,axon midline choice point recognition,cell recognition,0.8891076923076923,0.32375,0.847
GO:0016198,114,GO:0008037,-0,3,axon choice point recognition,cell recognition,0.8891076923076923,0.32375,0.847
GO:0006518,55,GO:0006518,-0,28,peptide metabolic process,peptide metabolic process,0.9653076923076923,0.32375,0
GO:0001666,39,GO:0009268,-0,30,response to hypoxia,response to pH,0.9601581538461539,0.3235882352941176,0.57
GO:0010469,31,GO:0000079,-0,2,regulation of signaling receptor activity,regulation of cyclin-dependent protein serine/threonine kinase activity,0.8959175384615384,0.3232121212121212,0.694
GO:1902807,26,GO:0000278,-0,6,negative regulation of cell cycle G1/S phase transition,mitotic cell cycle,0.8857095384615384,0.32301612903225807,0.482
GO:0000082,26,GO:0000278,-0,23,G1/S transition of mitotic cell cycle,mitotic cell cycle,0.9478498461538462,0.32298387096774195,0.726
GO:0072594,41,GO:1904781,-0,136,establishment of protein localization to organelle,positive regulation of protein localization to centrosome,0.9350553846153846,0.32296551724137934,0.615
GO:0045807,36,GO:0042306,-0,32,positive regulation of endocytosis,regulation of protein import into nucleus,0.8130024615384616,0.3228928571428571,0.608
GO:0031032,91,GO:0031034,-0,72,actomyosin structure organization,myosin filament assembly,0.9278135384615385,0.3227,0.667
GO:0019941,47,GO:0070481,-0,249,modification-dependent protein catabolic process,"nuclear-transcribed mRNA catabolic process, non-stop decay",0.9203323076923077,0.3226818181818182,0.486
GO:0051052,58,GO:0006304,-0,47,regulation of DNA metabolic process,DNA modification,0.8713643076923077,0.32265789473684214,0.438
GO:0010563,52,GO:0035970,-0,12,negative regulation of phosphorus metabolic process,peptidyl-threonine dephosphorylation,0.8722012307692307,0.32231818181818184,0.336
GO:0045936,52,GO:0035970,-0,12,negative regulation of phosphate metabolic process,peptidyl-threonine dephosphorylation,0.8721981538461538,0.3222272727272727,0.337
GO:1902803,73,GO:0033750,-0,6,regulation of synaptic vesicle transport,ribosome localization,0.8892350769230769,0.3215714285714286,0.541
GO:0000018,58,GO:0006304,-0,16,regulation of DNA recombination,DNA modification,0.8804886153846154,0.32118421052631574,0.411
GO:0009116,99,GO:0006027,-0,19,nucleoside metabolic process,glycosaminoglycan catabolic process,0.9354,0.3211764705882353,0.46
GO:0031346,51,GO:0097581,-0,58,positive regulation of cell projection organization,lamellipodium organization,0.8462510769230769,0.32099999999999995,0.499
