gene,category
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04024
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04113
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04114
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04144
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04218
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04261
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04270
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04390
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04510
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04611
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04720
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04728
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04750
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04810
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04910
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04915
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04921
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko04931
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko05031
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko05034
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko05168
Montipora_capitata_HIv3___RNAseq.g5152.t1,ko05205
Montipora_capitata_HIv3___RNAseq.g5157.t1,ko00260
Montipora_capitata_HIv3___RNAseq.g5157.t1,ko01100
Montipora_capitata_HIv3___TS.g26901.t1,ko04141
Montipora_capitata_HIv3___TS.g26963.t2,ko03022
Montipora_capitata_HIv3___TS.g26963.t2,ko03420
Montipora_capitata_HIv3___TS.g26963.t2,ko05203
Montipora_capitata_HIv3___RNAseq.g5248.t1,ko00073
Montipora_capitata_HIv3___RNAseq.g5248.t1,ko04146
Montipora_capitata_HIv3___RNAseq.g5248.t1,ko04212
Montipora_capitata_HIv3___RNAseq.788_t,ko00340
Montipora_capitata_HIv3___RNAseq.788_t,ko01100
Montipora_capitata_HIv3___RNAseq.g5321.t1,ko00330
Montipora_capitata_HIv3___RNAseq.g5321.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g5316.t1,ko04218
Montipora_capitata_HIv3___RNAseq.g5317.t1,ko04218
Montipora_capitata_HIv3___RNAseq.g5369.t1,ko04144
Montipora_capitata_HIv3___RNAseq.g5369.t1,ko04721
Montipora_capitata_HIv3___RNAseq.g5369.t1,ko04961
Montipora_capitata_HIv3___RNAseq.g5369.t1,ko05016
Montipora_capitata_HIv3___RNAseq.g5370.t1,ko04136
Montipora_capitata_HIv3___RNAseq.g5370.t1,ko04138
Montipora_capitata_HIv3___RNAseq.g5370.t1,ko04140
Montipora_capitata_HIv3___RNAseq.g5370.t1,ko04211
Montipora_capitata_HIv3___RNAseq.g5371.t1,ko04136
Montipora_capitata_HIv3___RNAseq.g5371.t1,ko04138
Montipora_capitata_HIv3___RNAseq.g5371.t1,ko04140
Montipora_capitata_HIv3___RNAseq.g5371.t1,ko04211
Montipora_capitata_HIv3___RNAseq.g5373.t1c,ko03010
Montipora_capitata_HIv3___RNAseq.g5390.t1,ko03460
Montipora_capitata_HIv3___RNAseq.g5390.t1,ko04150
Montipora_capitata_HIv3___RNAseq.g5394.t1,ko03022
Montipora_capitata_HIv3___RNAseq.g5395.t1,ko04010
Montipora_capitata_HIv3___RNAseq.g5395.t1,ko04013
Montipora_capitata_HIv3___RNAseq.g5401.t1,ko04120
Montipora_capitata_HIv3___RNAseq.g5402.t1,ko00270
Montipora_capitata_HIv3___RNAseq.g5402.t1,ko00280
Montipora_capitata_HIv3___RNAseq.g5402.t1,ko00290
Montipora_capitata_HIv3___RNAseq.g5402.t1,ko00770
Montipora_capitata_HIv3___RNAseq.g5402.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g5402.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g5402.t1,ko01130
Montipora_capitata_HIv3___RNAseq.g5402.t1,ko01210
Montipora_capitata_HIv3___RNAseq.g5402.t1,ko01230
Montipora_capitata_HIv3___RNAseq.g5404.t1,ko00785
Montipora_capitata_HIv3___RNAseq.g5404.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g5445.t1,ko04721
Montipora_capitata_HIv3___RNAseq.g5445.t1,ko04723
Montipora_capitata_HIv3___RNAseq.g5445.t1,ko04724
Montipora_capitata_HIv3___RNAseq.g5445.t1,ko05033
Montipora_capitata_HIv3___RNAseq.g5451.t1,ko03008
Montipora_capitata_HIv3___RNAseq.g5494.t1,ko04137
Montipora_capitata_HIv3___RNAseq.g5494.t1,ko04140
Montipora_capitata_HIv3___RNAseq.g5520.t2,ko00062
Montipora_capitata_HIv3___RNAseq.g5520.t2,ko01110
Montipora_capitata_HIv3___RNAseq.g5521.t1,ko00062
Montipora_capitata_HIv3___RNAseq.g5521.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g5535.t1b,ko04013
Montipora_capitata_HIv3___TS.g27259.t2,ko04964
Montipora_capitata_HIv3___TS.g27259.t2,ko04970
Montipora_capitata_HIv3___TS.g27259.t2,ko04971
Montipora_capitata_HIv3___TS.g27259.t2,ko04972
Montipora_capitata_HIv3___TS.g27259.t2,ko04976
Montipora_capitata_HIv3___RNAseq.g5550.t1,ko00565
Montipora_capitata_HIv3___RNAseq.g5542.t1,ko04152
Montipora_capitata_HIv3___RNAseq.g5542.t1,ko04211
Montipora_capitata_HIv3___RNAseq.g5542.t1,ko04920
Montipora_capitata_HIv3___RNAseq.g5542.t1,ko04932
Montipora_capitata_HIv3___TS.g27262.t1,ko00562
Montipora_capitata_HIv3___TS.g27262.t1,ko01100
Montipora_capitata_HIv3___TS.g27262.t1,ko04070
Montipora_capitata_HIv3___TS.g27270.t1,ko04144
Montipora_capitata_HIv3___RNAseq.g5735.t1,ko04068
Montipora_capitata_HIv3___RNAseq.g5735.t1,ko05168
Montipora_capitata_HIv3___RNAseq.g5735.t1,ko05169
Montipora_capitata_HIv3___RNAseq.g5735.t1,ko05203
Montipora_capitata_HIv3___RNAseq.g5757.t1,ko00190
Montipora_capitata_HIv3___RNAseq.g5757.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g5757.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g5757.t1,ko05010
Montipora_capitata_HIv3___RNAseq.g5757.t1,ko05012
Montipora_capitata_HIv3___RNAseq.g5757.t1,ko05016
Montipora_capitata_HIv3___RNAseq.g5737.t1,ko03010
Montipora_capitata_HIv3___RNAseq.g5738.t1,ko00190
Montipora_capitata_HIv3___RNAseq.g5738.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g5738.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g5738.t1,ko04723
Montipora_capitata_HIv3___RNAseq.g5738.t1,ko04932
Montipora_capitata_HIv3___RNAseq.g5738.t1,ko05010
Montipora_capitata_HIv3___RNAseq.g5738.t1,ko05012
Montipora_capitata_HIv3___RNAseq.g5738.t1,ko05016
Montipora_capitata_HIv3___RNAseq.g5770.t1,ko04146
Montipora_capitata_HIv3___RNAseq.g5884.t1,ko00190
Montipora_capitata_HIv3___RNAseq.g5884.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g5884.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g5884.t1,ko04723
Montipora_capitata_HIv3___RNAseq.g5884.t1,ko04932
Montipora_capitata_HIv3___RNAseq.g5884.t1,ko05010
Montipora_capitata_HIv3___RNAseq.g5884.t1,ko05012
Montipora_capitata_HIv3___RNAseq.g5884.t1,ko05016
Montipora_capitata_HIv3___RNAseq.g5933.t1,ko03010
Montipora_capitata_HIv3___RNAseq.g5969.t1,ko04010
Montipora_capitata_HIv3___RNAseq.g5969.t1,ko04022
Montipora_capitata_HIv3___RNAseq.g5969.t1,ko04071
Montipora_capitata_HIv3___RNAseq.g5969.t1,ko04072
Montipora_capitata_HIv3___RNAseq.g5969.t1,ko04270
Montipora_capitata_HIv3___RNAseq.g5969.t1,ko04730
Montipora_capitata_HIv3___RNAseq.g5969.t1,ko04810
Montipora_capitata_HIv3___RNAseq.g5969.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g5970.t1,ko04010
Montipora_capitata_HIv3___RNAseq.g5970.t1,ko04022
Montipora_capitata_HIv3___RNAseq.g5970.t1,ko04071
Montipora_capitata_HIv3___RNAseq.g5970.t1,ko04072
Montipora_capitata_HIv3___RNAseq.g5970.t1,ko04270
Montipora_capitata_HIv3___RNAseq.g5970.t1,ko04730
Montipora_capitata_HIv3___RNAseq.g5970.t1,ko04810
Montipora_capitata_HIv3___RNAseq.g5970.t1,ko05200
Montipora_capitata_HIv3___RNAseq.1535_t,ko00061
Montipora_capitata_HIv3___RNAseq.1535_t,ko01100
Montipora_capitata_HIv3___RNAseq.1535_t,ko01212
Montipora_capitata_HIv3___RNAseq.1535_t,ko04152
Montipora_capitata_HIv3___RNAseq.1535_t,ko04910
Montipora_capitata_HIv3___RNAseq.g6003.t1,ko04217
Montipora_capitata_HIv3___RNAseq.g6003.t1,ko05034
Montipora_capitata_HIv3___RNAseq.g6003.t1,ko05322
Montipora_capitata_HIv3___RNAseq.g6158.t1,ko00190
Montipora_capitata_HIv3___RNAseq.g6158.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g6158.t1,ko04260
Montipora_capitata_HIv3___RNAseq.g6158.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g6158.t1,ko04932
Montipora_capitata_HIv3___RNAseq.g6158.t1,ko05010
Montipora_capitata_HIv3___RNAseq.g6158.t1,ko05012
Montipora_capitata_HIv3___RNAseq.g6158.t1,ko05016
Montipora_capitata_HIv3___RNAseq.g6163.t1,ko05206
Montipora_capitata_HIv3___RNAseq.g6169.t1,ko00230
Montipora_capitata_HIv3___RNAseq.g6169.t1,ko00240
Montipora_capitata_HIv3___RNAseq.g6169.t1,ko03020
Montipora_capitata_HIv3___RNAseq.g6169.t1,ko04623
Montipora_capitata_HIv3___RNAseq.g6169.t1,ko05169
Montipora_capitata_HIv3___TS.g27918.t2,ko04144
Montipora_capitata_HIv3___TS.g27918.t2,ko04145
Montipora_capitata_HIv3___RNAseq.g6175.t2,ko05202
Montipora_capitata_HIv3___RNAseq.g6177.t1,ko04310
Montipora_capitata_HIv3___RNAseq.g6177.t1,ko04390
Montipora_capitata_HIv3___RNAseq.g6177.t1,ko04550
Montipora_capitata_HIv3___RNAseq.g6177.t1,ko04934
Montipora_capitata_HIv3___RNAseq.g6177.t1,ko05165
Montipora_capitata_HIv3___RNAseq.g6177.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g6177.t1,ko05210
Montipora_capitata_HIv3___RNAseq.g6177.t1,ko05213
Montipora_capitata_HIv3___RNAseq.g6177.t1,ko05217
Montipora_capitata_HIv3___RNAseq.g6177.t1,ko05224
Montipora_capitata_HIv3___RNAseq.g6177.t1,ko05225
Montipora_capitata_HIv3___RNAseq.g6177.t1,ko05226
Montipora_capitata_HIv3___TS.g27931.t1,ko03420
Montipora_capitata_HIv3___RNAseq.g6185.t1,ko03420
Montipora_capitata_HIv3___TS.g27926.t2,ko03013
Montipora_capitata_HIv3___TS.g27944.t1,ko05110
Montipora_capitata_HIv3___RNAseq.g6255.t1b,ko03010
Montipora_capitata_HIv3___RNAseq.g6267.t1,ko00052
Montipora_capitata_HIv3___RNAseq.g6267.t1,ko00460
Montipora_capitata_HIv3___RNAseq.g6267.t1,ko00500
Montipora_capitata_HIv3___RNAseq.g6267.t1,ko00940
Montipora_capitata_HIv3___RNAseq.g6267.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g6267.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g6267.t1,ko04973
Montipora_capitata_HIv3___TS.g28019.t1,ko00052
Montipora_capitata_HIv3___TS.g28019.t1,ko00460
Montipora_capitata_HIv3___TS.g28019.t1,ko00500
Montipora_capitata_HIv3___TS.g28019.t1,ko00940
Montipora_capitata_HIv3___TS.g28019.t1,ko01100
Montipora_capitata_HIv3___TS.g28019.t1,ko01110
Montipora_capitata_HIv3___TS.g28019.t1,ko04973
Montipora_capitata_HIv3___RNAseq.g6264.t1,ko04014
Montipora_capitata_HIv3___RNAseq.g6296.t1,ko03040
Montipora_capitata_HIv3___RNAseq.g6331.t1,ko00140
Montipora_capitata_HIv3___RNAseq.g6331.t1,ko00590
Montipora_capitata_HIv3___RNAseq.g6331.t1,ko00591
Montipora_capitata_HIv3___RNAseq.g6331.t1,ko00830
Montipora_capitata_HIv3___RNAseq.g6331.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g6331.t1,ko04611
Montipora_capitata_HIv3___RNAseq.g6331.t1,ko05204
Montipora_capitata_HIv3___RNAseq.g6332.t1,ko00140
Montipora_capitata_HIv3___RNAseq.g6332.t1,ko00590
Montipora_capitata_HIv3___RNAseq.g6332.t1,ko00591
Montipora_capitata_HIv3___RNAseq.g6332.t1,ko00830
Montipora_capitata_HIv3___RNAseq.g6332.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g6332.t1,ko04611
Montipora_capitata_HIv3___RNAseq.g6332.t1,ko05204
Montipora_capitata_HIv3___RNAseq.g6371.t1,ko01523
Montipora_capitata_HIv3___RNAseq.g6371.t1,ko02010
Montipora_capitata_HIv3___RNAseq.g6371.t1,ko04024
Montipora_capitata_HIv3___RNAseq.g6371.t1,ko04976
Montipora_capitata_HIv3___RNAseq.g6372.t1,ko00230
Montipora_capitata_HIv3___RNAseq.g6372.t1,ko00240
Montipora_capitata_HIv3___RNAseq.g6372.t1,ko00760
Montipora_capitata_HIv3___RNAseq.g6372.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g6372.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g6394.t1,ko04910
Montipora_capitata_HIv3___RNAseq.g6397.t1,ko00190
Montipora_capitata_HIv3___RNAseq.g6397.t1,ko00860
Montipora_capitata_HIv3___RNAseq.g6397.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g6397.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g6397.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g6398.t1,ko03013
Montipora_capitata_HIv3___RNAseq.g6407.t1,ko03018
Montipora_capitata_HIv3___RNAseq.g6437.t1,ko04740
Montipora_capitata_HIv3___TS.g28184.t1,ko00230
Montipora_capitata_HIv3___TS.g28184.t1,ko00250
Montipora_capitata_HIv3___TS.g28184.t1,ko01100
Montipora_capitata_HIv3___TS.g28184.t1,ko01110
Montipora_capitata_HIv3___TS.g28184.t1,ko01130
Montipora_capitata_HIv3___TS.g28191.t1,ko00230
Montipora_capitata_HIv3___TS.g28191.t1,ko00250
Montipora_capitata_HIv3___TS.g28191.t1,ko01100
Montipora_capitata_HIv3___TS.g28191.t1,ko01110
Montipora_capitata_HIv3___TS.g28191.t1,ko01130
Montipora_capitata_HIv3___RNAseq.g6441.t1,ko04740
Montipora_capitata_HIv3___TS.g28232.t1,ko00020
Montipora_capitata_HIv3___TS.g28232.t1,ko00630
Montipora_capitata_HIv3___TS.g28232.t1,ko00720
Montipora_capitata_HIv3___TS.g28232.t1,ko01100
Montipora_capitata_HIv3___TS.g28232.t1,ko01110
Montipora_capitata_HIv3___TS.g28232.t1,ko01120
Montipora_capitata_HIv3___TS.g28232.t1,ko01130
Montipora_capitata_HIv3___TS.g28232.t1,ko01200
Montipora_capitata_HIv3___TS.g28232.t1,ko01210
Montipora_capitata_HIv3___TS.g28232.t1,ko01230
Montipora_capitata_HIv3___RNAseq.g6487.t1,ko04136
Montipora_capitata_HIv3___RNAseq.g6487.t1,ko04138
Montipora_capitata_HIv3___RNAseq.g6487.t1,ko04140
Montipora_capitata_HIv3___RNAseq.g6487.t1,ko04150
Montipora_capitata_HIv3___RNAseq.g6487.t1,ko04151
Montipora_capitata_HIv3___RNAseq.g6487.t1,ko04714
Montipora_capitata_HIv3___RNAseq.2092_t,ko01521
Montipora_capitata_HIv3___RNAseq.2092_t,ko01522
Montipora_capitata_HIv3___RNAseq.2092_t,ko04010
Montipora_capitata_HIv3___RNAseq.2092_t,ko04012
Montipora_capitata_HIv3___RNAseq.2092_t,ko04013
Montipora_capitata_HIv3___RNAseq.2092_t,ko04014
Montipora_capitata_HIv3___RNAseq.2092_t,ko04015
Montipora_capitata_HIv3___RNAseq.2092_t,ko04024
Montipora_capitata_HIv3___RNAseq.2092_t,ko04062
Montipora_capitata_HIv3___RNAseq.2092_t,ko04068
Montipora_capitata_HIv3___RNAseq.2092_t,ko04071
Montipora_capitata_HIv3___RNAseq.2092_t,ko04072
Montipora_capitata_HIv3___RNAseq.2092_t,ko04137
Montipora_capitata_HIv3___RNAseq.2092_t,ko04138
Montipora_capitata_HIv3___RNAseq.2092_t,ko04140
Montipora_capitata_HIv3___RNAseq.2092_t,ko04150
Montipora_capitata_HIv3___RNAseq.2092_t,ko04151
Montipora_capitata_HIv3___RNAseq.2092_t,ko04152
Montipora_capitata_HIv3___RNAseq.2092_t,ko04210
Montipora_capitata_HIv3___RNAseq.2092_t,ko04211
Montipora_capitata_HIv3___RNAseq.2092_t,ko04213
Montipora_capitata_HIv3___RNAseq.2092_t,ko04214
Montipora_capitata_HIv3___RNAseq.2092_t,ko04218
Montipora_capitata_HIv3___RNAseq.2092_t,ko04320
Montipora_capitata_HIv3___RNAseq.2092_t,ko04360
Montipora_capitata_HIv3___RNAseq.2092_t,ko04370
Montipora_capitata_HIv3___RNAseq.2092_t,ko04371
Montipora_capitata_HIv3___RNAseq.2092_t,ko04510
Montipora_capitata_HIv3___RNAseq.2092_t,ko04530
Montipora_capitata_HIv3___RNAseq.2092_t,ko04540
Montipora_capitata_HIv3___RNAseq.2092_t,ko04550
Montipora_capitata_HIv3___RNAseq.2092_t,ko04611
Montipora_capitata_HIv3___RNAseq.2092_t,ko04650
Montipora_capitata_HIv3___RNAseq.2092_t,ko04660
Montipora_capitata_HIv3___RNAseq.2092_t,ko04662
Montipora_capitata_HIv3___RNAseq.2092_t,ko04664
Montipora_capitata_HIv3___RNAseq.2092_t,ko04670
Montipora_capitata_HIv3___RNAseq.2092_t,ko04714
Montipora_capitata_HIv3___RNAseq.2092_t,ko04720
Montipora_capitata_HIv3___RNAseq.2092_t,ko04722
Montipora_capitata_HIv3___RNAseq.2092_t,ko04725
Montipora_capitata_HIv3___RNAseq.2092_t,ko04726
Montipora_capitata_HIv3___RNAseq.2092_t,ko04730
Montipora_capitata_HIv3___RNAseq.2092_t,ko04810
Montipora_capitata_HIv3___RNAseq.2092_t,ko04910
Montipora_capitata_HIv3___RNAseq.2092_t,ko04912
Montipora_capitata_HIv3___RNAseq.2092_t,ko04914
Montipora_capitata_HIv3___RNAseq.2092_t,ko04915
Montipora_capitata_HIv3___RNAseq.2092_t,ko04916
Montipora_capitata_HIv3___RNAseq.2092_t,ko04917
Montipora_capitata_HIv3___RNAseq.2092_t,ko04919
Montipora_capitata_HIv3___RNAseq.2092_t,ko04921
Montipora_capitata_HIv3___RNAseq.2092_t,ko04926
Montipora_capitata_HIv3___RNAseq.2092_t,ko04933
Montipora_capitata_HIv3___RNAseq.2092_t,ko04934
Montipora_capitata_HIv3___RNAseq.2092_t,ko04960
Montipora_capitata_HIv3___RNAseq.2092_t,ko04972
Montipora_capitata_HIv3___RNAseq.2092_t,ko05034
Montipora_capitata_HIv3___RNAseq.2092_t,ko05160
Montipora_capitata_HIv3___RNAseq.2092_t,ko05161
Montipora_capitata_HIv3___RNAseq.2092_t,ko05165
Montipora_capitata_HIv3___RNAseq.2092_t,ko05166
Montipora_capitata_HIv3___RNAseq.2092_t,ko05167
Montipora_capitata_HIv3___RNAseq.2092_t,ko05200
Montipora_capitata_HIv3___RNAseq.2092_t,ko05203
Montipora_capitata_HIv3___RNAseq.2092_t,ko05205
Montipora_capitata_HIv3___RNAseq.2092_t,ko05206
Montipora_capitata_HIv3___RNAseq.2092_t,ko05210
Montipora_capitata_HIv3___RNAseq.2092_t,ko05211
Montipora_capitata_HIv3___RNAseq.2092_t,ko05212
Montipora_capitata_HIv3___RNAseq.2092_t,ko05213
Montipora_capitata_HIv3___RNAseq.2092_t,ko05214
Montipora_capitata_HIv3___RNAseq.2092_t,ko05215
Montipora_capitata_HIv3___RNAseq.2092_t,ko05216
Montipora_capitata_HIv3___RNAseq.2092_t,ko05218
Montipora_capitata_HIv3___RNAseq.2092_t,ko05219
Montipora_capitata_HIv3___RNAseq.2092_t,ko05220
Montipora_capitata_HIv3___RNAseq.2092_t,ko05221
Montipora_capitata_HIv3___RNAseq.2092_t,ko05223
Montipora_capitata_HIv3___RNAseq.2092_t,ko05224
Montipora_capitata_HIv3___RNAseq.2092_t,ko05225
Montipora_capitata_HIv3___RNAseq.2092_t,ko05226
Montipora_capitata_HIv3___RNAseq.2092_t,ko05230
Montipora_capitata_HIv3___RNAseq.2092_t,ko05231
Montipora_capitata_HIv3___RNAseq.g6581.t1,ko00562
Montipora_capitata_HIv3___RNAseq.g6581.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g6581.t1,ko04020
Montipora_capitata_HIv3___RNAseq.g6581.t1,ko04070
Montipora_capitata_HIv3___RNAseq.g6581.t1,ko04919
Montipora_capitata_HIv3___RNAseq.g6581.t1,ko04933
Montipora_capitata_HIv3___RNAseq.g6582.t1,ko03040
Montipora_capitata_HIv3___RNAseq.g6586.t1,ko02010
Montipora_capitata_HIv3___RNAseq.g6616.t1,ko03410
Montipora_capitata_HIv3___RNAseq.g6617.t1,ko00730
Montipora_capitata_HIv3___RNAseq.g6617.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g6639.t1,ko04072
Montipora_capitata_HIv3___RNAseq.g6639.t1,ko04144
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko04015
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko04145
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko04210
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko04390
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko04391
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko04510
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko04520
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko04530
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko04611
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko04670
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko04745
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko04810
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko04919
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko04921
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko05100
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko05110
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko05130
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko05131
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko05132
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko05164
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko05205
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko05225
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko05410
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko05412
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko05414
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko05416
Montipora_capitata_HIv3___RNAseq.g6641.t1,ko05418
Montipora_capitata_HIv3___RNAseq.g6642.t1,ko03050
Montipora_capitata_HIv3___RNAseq.g6642.t1,ko05169
Montipora_capitata_HIv3___RNAseq.g6648.t1,ko04110
Montipora_capitata_HIv3___RNAseq.g6648.t1,ko04111
Montipora_capitata_HIv3___RNAseq.g6648.t1,ko04113
Montipora_capitata_HIv3___RNAseq.g6648.t1,ko04114
Montipora_capitata_HIv3___RNAseq.g6648.t1,ko04120
Montipora_capitata_HIv3___RNAseq.g6648.t1,ko04914
Montipora_capitata_HIv3___RNAseq.g6648.t1,ko05166
Montipora_capitata_HIv3___RNAseq.g6649.t1,ko03040
Montipora_capitata_HIv3___RNAseq.g6655.t1,ko04391
Montipora_capitata_HIv3___RNAseq.g6684.t1,ko04010
Montipora_capitata_HIv3___RNAseq.g6685.t1,ko03010
Montipora_capitata_HIv3___TS.g28470.t2,ko00190
Montipora_capitata_HIv3___TS.g28470.t2,ko01100
Montipora_capitata_HIv3___TS.g28470.t2,ko04260
Montipora_capitata_HIv3___TS.g28470.t2,ko04714
Montipora_capitata_HIv3___TS.g28470.t2,ko04932
Montipora_capitata_HIv3___TS.g28470.t2,ko05010
Montipora_capitata_HIv3___TS.g28470.t2,ko05012
Montipora_capitata_HIv3___TS.g28470.t2,ko05016
Montipora_capitata_HIv3___RNAseq.g6695.t1,ko00510
Montipora_capitata_HIv3___RNAseq.g6695.t1,ko00513
Montipora_capitata_HIv3___RNAseq.g6695.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g6699.t1,ko04120
Montipora_capitata_HIv3___RNAseq.g6701.t1b,ko04120
Montipora_capitata_HIv3___RNAseq.g6724.t1,ko04962
Montipora_capitata_HIv3___RNAseq.g6735.t1,ko03015
Montipora_capitata_HIv3___RNAseq.g6735.t1,ko05164
Montipora_capitata_HIv3___RNAseq.g6737.t1,ko00052
Montipora_capitata_HIv3___RNAseq.g6737.t1,ko00520
Montipora_capitata_HIv3___RNAseq.g6737.t1,ko01100
Montipora_capitata_HIv3___TS.g28520.t1,ko00511
Montipora_capitata_HIv3___TS.g28541.t1a,ko05016
Montipora_capitata_HIv3___RNAseq.g6764.t1,ko05016
Montipora_capitata_HIv3___TS.g28538.t1,ko03010
Montipora_capitata_HIv3___RNAseq.g6759.t1,ko03008
Montipora_capitata_HIv3___RNAseq.g6759.t1,ko03013
Montipora_capitata_HIv3___RNAseq.g6771.t1,ko03013
Montipora_capitata_HIv3___RNAseq.g6776.t2,ko03015
Montipora_capitata_HIv3___TS.g28557.t1,ko00040
Montipora_capitata_HIv3___TS.g28557.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g6784.t1,ko04659
Montipora_capitata_HIv3___RNAseq.g6784.t1,ko04934
Montipora_capitata_HIv3___RNAseq.g6786.t1,ko03013
Montipora_capitata_HIv3___RNAseq.g6792.t1,ko03013
Montipora_capitata_HIv3___RNAseq.g6792.t1,ko04064
Montipora_capitata_HIv3___RNAseq.g6792.t1,ko04120
Montipora_capitata_HIv3___RNAseq.g6792.t1,ko05206
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko01524
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko03320
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko04011
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko04068
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko04071
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko04140
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko04150
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko04151
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko04152
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko04210
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko04510
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko04660
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko04664
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko04722
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko04910
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko04919
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko04931
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko04960
Montipora_capitata_HIv3___RNAseq.g6793.t1,ko05145
