go,cluster,parent,score,size,term,parentTerm,termUniqueness,termUniquenessWithinCluster,termDispensability,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,ontology,bh_adjust,gene,pattern
GO:1903047,26,GO:0000278,0.1692148891102727,271,mitotic cell cycle process,mitotic cell cycle,0.9430295384615385,0.31959677419354837,0.961,0.0016915291784459902,0.9994290874402485,14,522,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g43906.t1,3
GO:1903047,26,GO:0000278,0.1692148891102727,271,mitotic cell cycle process,mitotic cell cycle,0.9430295384615385,0.31959677419354837,0.961,0.0016915291784459902,0.9994290874402485,14,522,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g44004.t1,3
GO:1903047,26,GO:0000278,0.1692148891102727,271,mitotic cell cycle process,mitotic cell cycle,0.9430295384615385,0.31959677419354837,0.961,0.0016915291784459902,0.9994290874402485,14,522,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g19903.t1,1
GO:1903047,26,GO:0000278,0.1692148891102727,271,mitotic cell cycle process,mitotic cell cycle,0.9430295384615385,0.31959677419354837,0.961,0.0016915291784459902,0.9994290874402485,14,522,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g27935.t1,2
GO:1903047,26,GO:0000278,0.1692148891102727,271,mitotic cell cycle process,mitotic cell cycle,0.9430295384615385,0.31959677419354837,0.961,0.0016915291784459902,0.9994290874402485,14,522,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.27502_t,1
GO:1903047,26,GO:0000278,0.1692148891102727,271,mitotic cell cycle process,mitotic cell cycle,0.9430295384615385,0.31959677419354837,0.961,0.0016915291784459902,0.9994290874402485,14,522,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g28322.t1,3
GO:1903047,26,GO:0000278,0.1692148891102727,271,mitotic cell cycle process,mitotic cell cycle,0.9430295384615385,0.31959677419354837,0.961,0.0016915291784459902,0.9994290874402485,14,522,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g33365.t1,1
GO:1903047,26,GO:0000278,0.1692148891102727,271,mitotic cell cycle process,mitotic cell cycle,0.9430295384615385,0.31959677419354837,0.961,0.0016915291784459902,0.9994290874402485,14,522,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g34110.t1,3
GO:1903047,26,GO:0000278,0.1692148891102727,271,mitotic cell cycle process,mitotic cell cycle,0.9430295384615385,0.31959677419354837,0.961,0.0016915291784459902,0.9994290874402485,14,522,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g48479.t1,3
GO:1903047,26,GO:0000278,0.1692148891102727,271,mitotic cell cycle process,mitotic cell cycle,0.9430295384615385,0.31959677419354837,0.961,0.0016915291784459902,0.9994290874402485,14,522,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g39730.t1,1
GO:1903047,26,GO:0000278,0.1692148891102727,271,mitotic cell cycle process,mitotic cell cycle,0.9430295384615385,0.31959677419354837,0.961,0.0016915291784459902,0.9994290874402485,14,522,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g7741.t1,1
GO:1904781,41,GO:1904781,0.15552132656545378,3,positive regulation of protein localization to centrosome,positive regulation of protein localization to centrosome,0.8815723076923077,0.4409310344827586,0,0.0020670888405217008,0.9999655229175228,2,7,BP,0.6990024105448382,Montipora_capitata_HIv3___RNAseq.g19903.t1,1
GO:1904781,41,GO:1904781,0.15552132656545378,3,positive regulation of protein localization to centrosome,positive regulation of protein localization to centrosome,0.8815723076923077,0.4409310344827586,0,0.0020670888405217008,0.9999655229175228,2,7,BP,0.6990024105448382,Montipora_capitata_HIv3___RNAseq.g15754.t1,1
GO:0032774,14,GO:0006351,0.15552132656545378,1603,RNA biosynthetic process,DNA-templated transcription,0.9070516923076923,0.37064285714285716,0.838,0.0020165944113348586,0.9993697166652812,12,429,BP,0.6990024105448382,Montipora_capitata_HIv3___RNAseq.g5394.t1,1
GO:0032774,14,GO:0006351,0.15552132656545378,1603,RNA biosynthetic process,DNA-templated transcription,0.9070516923076923,0.37064285714285716,0.838,0.0020165944113348586,0.9993697166652812,12,429,BP,0.6990024105448382,Montipora_capitata_HIv3___RNAseq.g8767.t1,1
GO:0032774,14,GO:0006351,0.15552132656545378,1603,RNA biosynthetic process,DNA-templated transcription,0.9070516923076923,0.37064285714285716,0.838,0.0020165944113348586,0.9993697166652812,12,429,BP,0.6990024105448382,Montipora_capitata_HIv3___RNAseq.g11828.t1,1
GO:0032774,14,GO:0006351,0.15552132656545378,1603,RNA biosynthetic process,DNA-templated transcription,0.9070516923076923,0.37064285714285716,0.838,0.0020165944113348586,0.9993697166652812,12,429,BP,0.6990024105448382,Montipora_capitata_HIv3___RNAseq.g24646.t1,1
GO:0032774,14,GO:0006351,0.15552132656545378,1603,RNA biosynthetic process,DNA-templated transcription,0.9070516923076923,0.37064285714285716,0.838,0.0020165944113348586,0.9993697166652812,12,429,BP,0.6990024105448382,Montipora_capitata_HIv3___RNAseq.g41271.t2,2
GO:0032774,14,GO:0006351,0.15552132656545378,1603,RNA biosynthetic process,DNA-templated transcription,0.9070516923076923,0.37064285714285716,0.838,0.0020165944113348586,0.9993697166652812,12,429,BP,0.6990024105448382,Montipora_capitata_HIv3___RNAseq.g45000.t1,1
GO:0032774,14,GO:0006351,0.15552132656545378,1603,RNA biosynthetic process,DNA-templated transcription,0.9070516923076923,0.37064285714285716,0.838,0.0020165944113348586,0.9993697166652812,12,429,BP,0.6990024105448382,Montipora_capitata_HIv3___TS.g46137.t1a,2
GO:0032774,14,GO:0006351,0.15552132656545378,1603,RNA biosynthetic process,DNA-templated transcription,0.9070516923076923,0.37064285714285716,0.838,0.0020165944113348586,0.9993697166652812,12,429,BP,0.6990024105448382,Montipora_capitata_HIv3___RNAseq.g22859.t1,2
GO:0032774,14,GO:0006351,0.15552132656545378,1603,RNA biosynthetic process,DNA-templated transcription,0.9070516923076923,0.37064285714285716,0.838,0.0020165944113348586,0.9993697166652812,12,429,BP,0.6990024105448382,Montipora_capitata_HIv3___RNAseq.g27612.t1,1
GO:0032774,14,GO:0006351,0.15552132656545378,1603,RNA biosynthetic process,DNA-templated transcription,0.9070516923076923,0.37064285714285716,0.838,0.0020165944113348586,0.9993697166652812,12,429,BP,0.6990024105448382,Montipora_capitata_HIv3___RNAseq.g38474.t1,3
GO:0032774,14,GO:0006351,0.15552132656545378,1603,RNA biosynthetic process,DNA-templated transcription,0.9070516923076923,0.37064285714285716,0.838,0.0020165944113348586,0.9993697166652812,12,429,BP,0.6990024105448382,Montipora_capitata_HIv3___RNAseq.g15684.t2,2
GO:0032774,14,GO:0006351,0.15552132656545378,1603,RNA biosynthetic process,DNA-templated transcription,0.9070516923076923,0.37064285714285716,0.838,0.0020165944113348586,0.9993697166652812,12,429,BP,0.6990024105448382,Montipora_capitata_HIv3___RNAseq.g7741.t1,1
GO:0015695,96,GO:0015695,0.14819768917766135,43,organic cation transport,organic cation transport,0.9645809230769231,1,0,0.002139123789822245,0.999881117817081,3,24,BP,0.7108898456693754,Montipora_capitata_HIv3___TS.g24480.t2,1
GO:0015695,96,GO:0015695,0.14819768917766135,43,organic cation transport,organic cation transport,0.9645809230769231,1,0,0.002139123789822245,0.999881117817081,3,24,BP,0.7108898456693754,Montipora_capitata_HIv3___RNAseq.g30106.t1a,1
GO:0015695,96,GO:0015695,0.14819768917766135,43,organic cation transport,organic cation transport,0.9645809230769231,1,0,0.002139123789822245,0.999881117817081,3,24,BP,0.7108898456693754,Montipora_capitata_HIv3___RNAseq.g30158.t1,1
GO:0043588,25,GO:0043588,0.1273505706744993,1,skin development,skin development,0.9597716923076923,0.5408461538461538,0,0.0025734996460564,0.9996343975898647,5,86,BP,0.7458464540606216,Montipora_capitata_HIv3___TS.g48661.t1,2
GO:0043588,25,GO:0043588,0.1273505706744993,1,skin development,skin development,0.9597716923076923,0.5408461538461538,0,0.0025734996460564,0.9996343975898647,5,86,BP,0.7458464540606216,Montipora_capitata_HIv3___RNAseq.g19903.t1,1
GO:0043588,25,GO:0043588,0.1273505706744993,1,skin development,skin development,0.9597716923076923,0.5408461538461538,0,0.0025734996460564,0.9996343975898647,5,86,BP,0.7458464540606216,Montipora_capitata_HIv3___RNAseq.g33365.t1,1
GO:0043588,25,GO:0043588,0.1273505706744993,1,skin development,skin development,0.9597716923076923,0.5408461538461538,0,0.0025734996460564,0.9996343975898647,5,86,BP,0.7458464540606216,Montipora_capitata_HIv3___RNAseq.g47569.t1,1
GO:0043588,25,GO:0043588,0.1273505706744993,1,skin development,skin development,0.9597716923076923,0.5408461538461538,0,0.0025734996460564,0.9996343975898647,5,86,BP,0.7458464540606216,Montipora_capitata_HIv3___RNAseq.g15684.t2,2
GO:0009059,2,GO:0009059,0.1273505706744993,2720,macromolecule biosynthetic process,macromolecule biosynthetic process,0.9179661538461539,0.4691428571428571,0,0.0025925661438164277,0.9988587486520494,22,1096,BP,0.7458464540606216,Montipora_capitata_HIv3___RNAseq.g5394.t1,1
GO:0009059,2,GO:0009059,0.1273505706744993,2720,macromolecule biosynthetic process,macromolecule biosynthetic process,0.9179661538461539,0.4691428571428571,0,0.0025925661438164277,0.9988587486520494,22,1096,BP,0.7458464540606216,Montipora_capitata_HIv3___RNAseq.g6455.t1,1
GO:0009059,2,GO:0009059,0.1273505706744993,2720,macromolecule biosynthetic process,macromolecule biosynthetic process,0.9179661538461539,0.4691428571428571,0,0.0025925661438164277,0.9988587486520494,22,1096,BP,0.7458464540606216,Montipora_capitata_HIv3___RNAseq.g6929.t1,2
GO:0009059,2,GO:0009059,0.1273505706744993,2720,macromolecule biosynthetic process,macromolecule biosynthetic process,0.9179661538461539,0.4691428571428571,0,0.0025925661438164277,0.9988587486520494,22,1096,BP,0.7458464540606216,Montipora_capitata_HIv3___TS.g29264.t2,3
GO:0009059,2,GO:0009059,0.1273505706744993,2720,macromolecule biosynthetic process,macromolecule biosynthetic process,0.9179661538461539,0.4691428571428571,0,0.0025925661438164277,0.9988587486520494,22,1096,BP,0.7458464540606216,Montipora_capitata_HIv3___RNAseq.g8767.t1,1
