go,cluster,parent,score,size,term,parentTerm,termUniqueness,termUniquenessWithinCluster,termDispensability,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,ontology,bh_adjust,gene,pattern
GO:0045663,95,GO:0045663,0.8670345068180093,1,positive regulation of myoblast differentiation,positive regulation of myoblast differentiation,0.8819292307692308,0.4200625,0,6.098850612305176e-5,0.9999992130445439,3,8,BP,0.13582055262362508,Montipora_capitata_HIv3___RNAseq.g24646.t1,1
GO:0045663,95,GO:0045663,0.8670345068180093,1,positive regulation of myoblast differentiation,positive regulation of myoblast differentiation,0.8819292307692308,0.4200625,0,6.098850612305176e-5,0.9999992130445439,3,8,BP,0.13582055262362508,Montipora_capitata_HIv3___RNAseq.g26803.t1,1
GO:0045663,95,GO:0045663,0.8670345068180093,1,positive regulation of myoblast differentiation,positive regulation of myoblast differentiation,0.8819292307692308,0.4200625,0,6.098850612305176e-5,0.9999992130445439,3,8,BP,0.13582055262362508,Montipora_capitata_HIv3___RNAseq.g20689.t1,2
GO:0045661,95,GO:0045663,0.4978065294650996,1,regulation of myoblast differentiation,positive regulation of myoblast differentiation,0.8995230769230769,0.4200625,1,2.9388243582491997e-4,0.999992484291248,3,13,BP,0.31782896273180283,Montipora_capitata_HIv3___RNAseq.g24646.t1,1
GO:0045661,95,GO:0045663,0.4978065294650996,1,regulation of myoblast differentiation,positive regulation of myoblast differentiation,0.8995230769230769,0.4200625,1,2.9388243582491997e-4,0.999992484291248,3,13,BP,0.31782896273180283,Montipora_capitata_HIv3___RNAseq.g26803.t1,1
GO:0045661,95,GO:0045663,0.4978065294650996,1,regulation of myoblast differentiation,positive regulation of myoblast differentiation,0.8995230769230769,0.4200625,1,2.9388243582491997e-4,0.999992484291248,3,13,BP,0.31782896273180283,Montipora_capitata_HIv3___RNAseq.g20689.t1,2
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___TS.g29264.t2,3
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g11410.t1,1
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g527.t1b,1
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g24646.t1,1
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g26803.t1,1
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g27120.t1,3
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g40947.t1,2
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g41261.t1,1
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g43906.t1,3
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g44004.t1,3
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g19903.t1,1
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g22595.t1,3
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.27502_t,1
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g28322.t1,3
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g29575.t1,1
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___TS.g15697.t1,1
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g31500.t1,2
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g33365.t1,1
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g34110.t1,3
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g48479.t1,3
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g37643.t1,1
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g38999.t1,3
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g39730.t1,1
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g15684.t2,2
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g15754.t1,1
GO:0022414,12,GO:0022414,0.27306177259048797,923,reproductive process,reproductive process,0.9715667692307692,0.3954901960784314,0,7.746434838515259e-4,0.9996635215083423,27,1302,BP,0.5332590411156486,Montipora_capitata_HIv3___RNAseq.g17086.t1,1
GO:0000278,26,GO:0000278,0.2665369764659164,327,mitotic cell cycle,mitotic cell cycle,0.9457187692307693,0.3542903225806452,0,8.144541390238179e-4,0.9997239856942537,16,600,BP,0.5413311561960031,Montipora_capitata_HIv3___TS.g29264.t2,3
GO:0000278,26,GO:0000278,0.2665369764659164,327,mitotic cell cycle,mitotic cell cycle,0.9457187692307693,0.3542903225806452,0,8.144541390238179e-4,0.9997239856942537,16,600,BP,0.5413311561960031,Montipora_capitata_HIv3___RNAseq.g8767.t1,1
GO:0000278,26,GO:0000278,0.2665369764659164,327,mitotic cell cycle,mitotic cell cycle,0.9457187692307693,0.3542903225806452,0,8.144541390238179e-4,0.9997239856942537,16,600,BP,0.5413311561960031,Montipora_capitata_HIv3___RNAseq.g11828.t1,1
GO:0000278,26,GO:0000278,0.2665369764659164,327,mitotic cell cycle,mitotic cell cycle,0.9457187692307693,0.3542903225806452,0,8.144541390238179e-4,0.9997239856942537,16,600,BP,0.5413311561960031,Montipora_capitata_HIv3___RNAseq.g43906.t1,3
GO:0000278,26,GO:0000278,0.2665369764659164,327,mitotic cell cycle,mitotic cell cycle,0.9457187692307693,0.3542903225806452,0,8.144541390238179e-4,0.9997239856942537,16,600,BP,0.5413311561960031,Montipora_capitata_HIv3___RNAseq.g44004.t1,3
GO:0000278,26,GO:0000278,0.2665369764659164,327,mitotic cell cycle,mitotic cell cycle,0.9457187692307693,0.3542903225806452,0,8.144541390238179e-4,0.9997239856942537,16,600,BP,0.5413311561960031,Montipora_capitata_HIv3___RNAseq.g45000.t1,1
GO:0000278,26,GO:0000278,0.2665369764659164,327,mitotic cell cycle,mitotic cell cycle,0.9457187692307693,0.3542903225806452,0,8.144541390238179e-4,0.9997239856942537,16,600,BP,0.5413311561960031,Montipora_capitata_HIv3___RNAseq.g19903.t1,1
GO:0000278,26,GO:0000278,0.2665369764659164,327,mitotic cell cycle,mitotic cell cycle,0.9457187692307693,0.3542903225806452,0,8.144541390238179e-4,0.9997239856942537,16,600,BP,0.5413311561960031,Montipora_capitata_HIv3___RNAseq.g27935.t1,2
GO:0000278,26,GO:0000278,0.2665369764659164,327,mitotic cell cycle,mitotic cell cycle,0.9457187692307693,0.3542903225806452,0,8.144541390238179e-4,0.9997239856942537,16,600,BP,0.5413311561960031,Montipora_capitata_HIv3___RNAseq.27502_t,1
GO:0000278,26,GO:0000278,0.2665369764659164,327,mitotic cell cycle,mitotic cell cycle,0.9457187692307693,0.3542903225806452,0,8.144541390238179e-4,0.9997239856942537,16,600,BP,0.5413311561960031,Montipora_capitata_HIv3___RNAseq.g28322.t1,3
GO:0000278,26,GO:0000278,0.2665369764659164,327,mitotic cell cycle,mitotic cell cycle,0.9457187692307693,0.3542903225806452,0,8.144541390238179e-4,0.9997239856942537,16,600,BP,0.5413311561960031,Montipora_capitata_HIv3___RNAseq.g33365.t1,1
GO:0000278,26,GO:0000278,0.2665369764659164,327,mitotic cell cycle,mitotic cell cycle,0.9457187692307693,0.3542903225806452,0,8.144541390238179e-4,0.9997239856942537,16,600,BP,0.5413311561960031,Montipora_capitata_HIv3___RNAseq.g34110.t1,3
GO:0000278,26,GO:0000278,0.2665369764659164,327,mitotic cell cycle,mitotic cell cycle,0.9457187692307693,0.3542903225806452,0,8.144541390238179e-4,0.9997239856942537,16,600,BP,0.5413311561960031,Montipora_capitata_HIv3___RNAseq.g46220.t1,3
GO:0000278,26,GO:0000278,0.2665369764659164,327,mitotic cell cycle,mitotic cell cycle,0.9457187692307693,0.3542903225806452,0,8.144541390238179e-4,0.9997239856942537,16,600,BP,0.5413311561960031,Montipora_capitata_HIv3___RNAseq.g48479.t1,3
GO:0000278,26,GO:0000278,0.2665369764659164,327,mitotic cell cycle,mitotic cell cycle,0.9457187692307693,0.3542903225806452,0,8.144541390238179e-4,0.9997239856942537,16,600,BP,0.5413311561960031,Montipora_capitata_HIv3___RNAseq.g39730.t1,1
GO:0000278,26,GO:0000278,0.2665369764659164,327,mitotic cell cycle,mitotic cell cycle,0.9457187692307693,0.3542903225806452,0,8.144541390238179e-4,0.9997239856942537,16,600,BP,0.5413311561960031,Montipora_capitata_HIv3___RNAseq.g7741.t1,1
GO:0000079,31,GO:0000079,0.2323056980297994,5,regulation of cyclin-dependent protein serine/threonine kinase activity,regulation of cyclin-dependent protein serine/threonine kinase activity,0.867544,0.18633333333333335,0,0.0012934739789443937,0.999891008570787,4,46,BP,0.5857257295376005,Montipora_capitata_HIv3___RNAseq.g43906.t1,3
GO:0000079,31,GO:0000079,0.2323056980297994,5,regulation of cyclin-dependent protein serine/threonine kinase activity,regulation of cyclin-dependent protein serine/threonine kinase activity,0.867544,0.18633333333333335,0,0.0012934739789443937,0.999891008570787,4,46,BP,0.5857257295376005,Montipora_capitata_HIv3___RNAseq.g19903.t1,1
GO:0000079,31,GO:0000079,0.2323056980297994,5,regulation of cyclin-dependent protein serine/threonine kinase activity,regulation of cyclin-dependent protein serine/threonine kinase activity,0.867544,0.18633333333333335,0,0.0012934739789443937,0.999891008570787,4,46,BP,0.5857257295376005,Montipora_capitata_HIv3___RNAseq.g27935.t1,2
GO:0000079,31,GO:0000079,0.2323056980297994,5,regulation of cyclin-dependent protein serine/threonine kinase activity,regulation of cyclin-dependent protein serine/threonine kinase activity,0.867544,0.18633333333333335,0,0.0012934739789443937,0.999891008570787,4,46,BP,0.5857257295376005,Montipora_capitata_HIv3___RNAseq.g33365.t1,1
GO:0006351,14,GO:0006351,0.1692148891102727,1099,DNA-templated transcription,DNA-templated transcription,0.909923076923077,0.35950000000000004,0,0.001721816257728276,0.9994721342204892,12,421,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g5394.t1,1
GO:0006351,14,GO:0006351,0.1692148891102727,1099,DNA-templated transcription,DNA-templated transcription,0.909923076923077,0.35950000000000004,0,0.001721816257728276,0.9994721342204892,12,421,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g8767.t1,1
GO:0006351,14,GO:0006351,0.1692148891102727,1099,DNA-templated transcription,DNA-templated transcription,0.909923076923077,0.35950000000000004,0,0.001721816257728276,0.9994721342204892,12,421,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g11828.t1,1
GO:0006351,14,GO:0006351,0.1692148891102727,1099,DNA-templated transcription,DNA-templated transcription,0.909923076923077,0.35950000000000004,0,0.001721816257728276,0.9994721342204892,12,421,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g24646.t1,1
GO:0006351,14,GO:0006351,0.1692148891102727,1099,DNA-templated transcription,DNA-templated transcription,0.909923076923077,0.35950000000000004,0,0.001721816257728276,0.9994721342204892,12,421,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g41271.t2,2
GO:0006351,14,GO:0006351,0.1692148891102727,1099,DNA-templated transcription,DNA-templated transcription,0.909923076923077,0.35950000000000004,0,0.001721816257728276,0.9994721342204892,12,421,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g45000.t1,1
GO:0006351,14,GO:0006351,0.1692148891102727,1099,DNA-templated transcription,DNA-templated transcription,0.909923076923077,0.35950000000000004,0,0.001721816257728276,0.9994721342204892,12,421,BP,0.6773062932186228,Montipora_capitata_HIv3___TS.g46137.t1a,2
GO:0006351,14,GO:0006351,0.1692148891102727,1099,DNA-templated transcription,DNA-templated transcription,0.909923076923077,0.35950000000000004,0,0.001721816257728276,0.9994721342204892,12,421,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g22859.t1,2
GO:0006351,14,GO:0006351,0.1692148891102727,1099,DNA-templated transcription,DNA-templated transcription,0.909923076923077,0.35950000000000004,0,0.001721816257728276,0.9994721342204892,12,421,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g27612.t1,1
GO:0006351,14,GO:0006351,0.1692148891102727,1099,DNA-templated transcription,DNA-templated transcription,0.909923076923077,0.35950000000000004,0,0.001721816257728276,0.9994721342204892,12,421,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g38474.t1,3
GO:0006351,14,GO:0006351,0.1692148891102727,1099,DNA-templated transcription,DNA-templated transcription,0.909923076923077,0.35950000000000004,0,0.001721816257728276,0.9994721342204892,12,421,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g15684.t2,2
GO:0006351,14,GO:0006351,0.1692148891102727,1099,DNA-templated transcription,DNA-templated transcription,0.909923076923077,0.35950000000000004,0,0.001721816257728276,0.9994721342204892,12,421,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g7741.t1,1
GO:1903047,26,GO:0000278,0.1692148891102727,271,mitotic cell cycle process,mitotic cell cycle,0.9430295384615385,0.31959677419354837,0.961,0.0016915291784459902,0.9994290874402485,14,522,BP,0.6773062932186228,Montipora_capitata_HIv3___TS.g29264.t2,3
GO:1903047,26,GO:0000278,0.1692148891102727,271,mitotic cell cycle process,mitotic cell cycle,0.9430295384615385,0.31959677419354837,0.961,0.0016915291784459902,0.9994290874402485,14,522,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g8767.t1,1
GO:1903047,26,GO:0000278,0.1692148891102727,271,mitotic cell cycle process,mitotic cell cycle,0.9430295384615385,0.31959677419354837,0.961,0.0016915291784459902,0.9994290874402485,14,522,BP,0.6773062932186228,Montipora_capitata_HIv3___RNAseq.g11828.t1,1
