category,universegenes,universecount
GO:0035518,,15
GO:0035519,,3
GO:0035520,,10
GO:0035521,,4
GO:0035522,,4
GO:0035523,,3
GO:0035526,,1
GO:0035539,,1
GO:0035542,,10
GO:0035544,,2
GO:0035545,,3
GO:0035547,,3
GO:0035549,,3
GO:0035552,,1
GO:0035553,,1
GO:0035556,,645
GO:0035561,,21
GO:0035562,,6
GO:0035563,,12
GO:0035567,,40
GO:0035568,,1
GO:0035570,,1
GO:0035572,,1
GO:0035573,,1
GO:0035574,,1
GO:0035575,,1
GO:0035577,,26
GO:0035578,,67
GO:0035579,,44
GO:0035580,,27
GO:0035584,,9
GO:0035586,,2
GO:0035587,,4
GO:0035588,,2
GO:0035590,,2
GO:0035591,,32
GO:0035592,,1
GO:0035593,,1
GO:0035594,,2
GO:0035596,,1
GO:0035598,,1
GO:0035600,,1
GO:0035601,,48
GO:0035602,,3
GO:0035603,,3
GO:0035604,,3
GO:0035605,,1
GO:0035606,,1
GO:0035607,,3
GO:0035608,,4
GO:0035609,,2
GO:0035610,,4
GO:0035611,,1
GO:0035612,,8
GO:0035613,,15
GO:0035614,,2
GO:0035615,,4
GO:0035616,,4
GO:0035617,,3
GO:0035618,,1
GO:0035619,,1
GO:0035620,,3
GO:0035621,,3
GO:0035622,,2
GO:0035624,,1
GO:0035625,,1
GO:0035626,,1
GO:0035627,,5
GO:0035631,,8
GO:0035632,,2
GO:0035633,,2
GO:0035634,,5
GO:0035635,,7
GO:0035637,,35
GO:0035638,,1
GO:0035639,,337
GO:0035640,,15
GO:0035641,,9
GO:0035642,,1
GO:0035644,,1
GO:0035646,,9
GO:0035650,,4
GO:0035651,,3
GO:0035652,,1
GO:0035655,,4
GO:0035658,,3
GO:0035666,,4
GO:0035668,,2
GO:0035669,,2
GO:0035672,,8
GO:0035673,,8
GO:0035674,,3
GO:0035675,,3
GO:0035686,,5
GO:0035690,,174
GO:0035694,,3
GO:0035695,,1
GO:0035701,,4
GO:0035710,,12
GO:0035711,,1
GO:0035713,,2
GO:0035718,,1
GO:0035720,,7
GO:0035721,,10
GO:0035722,,19
GO:0035723,,5
GO:0035725,,50
GO:0035726,,2
GO:0035727,,3
GO:0035728,,8
GO:0035729,,7
GO:0035733,,2
GO:0035735,,28
GO:0035736,,2
GO:0035747,,1
GO:0035748,,7
GO:0035749,,2
GO:0035750,,1
GO:0035751,,9
GO:0035752,,1
GO:0035754,,1
GO:0035755,,1
GO:0035767,,3
GO:0035770,,162
GO:0035773,,3
GO:0035774,,24
GO:0035787,,1
GO:0035791,,4
GO:0035794,,7
GO:0035795,,4
GO:0035799,,1
GO:0035800,,3
GO:0035803,,4
GO:0035809,,4
GO:0035810,,2
GO:0035811,,1
GO:0035813,,4
GO:0035815,,4
GO:0035821,,57
GO:0035822,,3
GO:0035825,,35
GO:0035838,,4
GO:0035841,,2
GO:0035844,,3
GO:0035845,,13
GO:0035850,,11
GO:0035851,,1
GO:0035855,,10
GO:0035859,,9
GO:0035860,,2
GO:0035861,,27
GO:0035864,,11
GO:0035865,,9
GO:0035866,,3
GO:0035867,,4
GO:0035868,,3
GO:0035869,,56
GO:0035870,,1
GO:0035871,,9
GO:0035872,,13
GO:0035873,,2
GO:0035874,,2
GO:0035877,,1
GO:0035878,,2
GO:0035879,,2
GO:0035881,,1
GO:0035882,,1
GO:0035883,,18
GO:0035886,,9
GO:0035887,,1
GO:0035890,,2
GO:0035891,,2
GO:0035898,,1
GO:0035900,,5
GO:0035902,,8
GO:0035904,,25
GO:0035905,,2
GO:0035907,,6
GO:0035909,,11
GO:0035910,,2
GO:0035912,,5
GO:0035914,,23
GO:0035924,,16
GO:0035925,,5
GO:0035926,,4
GO:0035927,,3
GO:0035928,,2
GO:0035929,,1
GO:0035945,,1
GO:0035946,,1
GO:0035947,,3
GO:0035948,,2
GO:0035962,,1
GO:0035963,,1
GO:0035964,,3
GO:0035965,,2
GO:0035966,,125
GO:0035967,,109
GO:0035970,,12
GO:0035973,,7
GO:0035976,,3
GO:0035977,,6
GO:0035983,,6
GO:0035984,,6
GO:0035987,,31
GO:0035988,,8
GO:0035989,,1
GO:0035993,,1
GO:0035994,,13
GO:0035995,,1
GO:0035996,,3
GO:0035997,,3
GO:0035999,,7
GO:0036002,,29
GO:0036003,,19
GO:0036004,,2
GO:0036005,,4
GO:0036006,,4
GO:0036009,,1
GO:0036010,,12
GO:0036011,,19
GO:0036015,,2
GO:0036016,,2
GO:0036017,,4
GO:0036018,,3
GO:0036019,,11
GO:0036020,,9
GO:0036021,,2
GO:0036022,,2
GO:0036023,,1
GO:0036032,,1
GO:0036033,,5
GO:0036035,,5
GO:0036037,,4
GO:0036038,,13
GO:0036041,,5
GO:0036042,,6
GO:0036046,,1
GO:0036047,,1
GO:0036048,,1
GO:0036049,,1
GO:0036054,,1
GO:0036055,,1
GO:0036056,,1
GO:0036058,,1
GO:0036059,,1
GO:0036062,,10
GO:0036063,,4
GO:0036064,,104
GO:0036065,,15
GO:0036066,,5
GO:0036071,,1
GO:0036072,,1
GO:0036075,,17
GO:0036080,,1
GO:0036084,,1
GO:0036089,,6
GO:0036090,,9
GO:0036091,,2
GO:0036092,,23
GO:0036093,,11
GO:0036094,,641
GO:0036098,,9
GO:0036099,,19
GO:0036105,,1
GO:0036109,,1
GO:0036111,,1
GO:0036112,,2
GO:0036114,,1
GO:0036115,,1
GO:0036116,,1
GO:0036119,,18
GO:0036120,,17
GO:0036122,,6
GO:0036123,,2
GO:0036124,,2
GO:0036125,,3
GO:0036126,,71
GO:0036128,,2
GO:0036132,,1
GO:0036134,,9
GO:0036137,,1
GO:0036138,,1
GO:0036139,,1
GO:0036140,,1
GO:0036143,,1
GO:0036146,,2
GO:0036148,,4
GO:0036149,,3
GO:0036150,,5
GO:0036151,,9
GO:0036152,,9
GO:0036153,,3
GO:0036155,,6
GO:0036156,,12
GO:0036157,,8
GO:0036158,,13
GO:0036159,,15
GO:0036166,,1
GO:0036194,,5
GO:0036195,,2
GO:0036211,,1543
GO:0036212,,1
GO:0036213,,10
GO:0036214,,2
GO:0036215,,2
GO:0036216,,2
GO:0036219,,1
GO:0036220,,1
GO:0036222,,1
GO:0036228,,3
GO:0036230,,255
GO:0036245,,2
GO:0036251,,4
GO:0036255,,1
GO:0036257,,24
GO:0036258,,22
GO:0036260,,32
GO:0036261,,1
GO:0036265,,4
GO:0036266,,1
GO:0036268,,2
GO:0036269,,4
GO:0036270,,20
GO:0036284,,1
GO:0036289,,5
GO:0036290,,2
GO:0036292,,5
GO:0036293,,195
GO:0036294,,94
GO:0036295,,10
GO:0036296,,34
GO:0036297,,30
GO:0036302,,5
GO:0036303,,7
GO:0036306,,1
GO:0036310,,8
GO:0036312,,4
GO:0036313,,2
GO:0036314,,32
GO:0036315,,21
GO:0036316,,1
GO:0036317,,1
GO:0036324,,3
GO:0036333,,2
GO:0036334,,3
GO:0036335,,20
GO:0036336,,4
GO:0036342,,23
GO:0036343,,1
GO:0036344,,9
GO:0036351,,1
GO:0036352,,1
GO:0036353,,7
GO:0036361,,1
GO:0036367,,4
GO:0036369,,3
GO:0036372,,4
GO:0036375,,1
GO:0036376,,4
GO:0036378,,9
GO:0036379,,6
GO:0036387,,3
GO:0036388,,3
GO:0036396,,8
GO:0036398,,1
GO:0036399,,1
GO:0036402,,6
GO:0036404,,2
GO:0036408,,1
GO:0036430,,1
GO:0036435,,7
GO:0036438,,4
GO:0036440,,1
GO:0036442,,12
GO:0036444,,7
GO:0036445,,44
GO:0036449,,4
GO:0036451,,3
GO:0036452,,21
GO:0036455,,1
GO:0036459,,61
GO:0036461,,2
GO:0036462,,1
GO:0036464,,153
GO:0036465,,52
GO:0036466,,4
GO:0036470,,1
GO:0036471,,1
GO:0036473,,15
GO:0036474,,3
GO:0036477,,515
GO:0036478,,1
GO:0036481,,2
GO:0036487,,2
GO:0036488,,1
GO:0036490,,6
GO:0036491,,3
GO:0036492,,2
GO:0036493,,2
GO:0036494,,1
GO:0036496,,1
GO:0036498,,41
GO:0036499,,6
GO:0036500,,7
GO:0036501,,2
GO:0036502,,2
GO:0036503,,77
GO:0036506,,2
GO:0036507,,18
GO:0036508,,18
GO:0036509,,3
GO:0036510,,5
GO:0036511,,3
GO:0036512,,3
GO:0036513,,8
GO:0036514,,2
GO:0036515,,1
GO:0036518,,1
GO:0036524,,1
GO:0036525,,1
GO:0036526,,1
GO:0036527,,1
GO:0036528,,1
GO:0036529,,1
GO:0036530,,1
GO:0036531,,1
GO:0038001,,6
GO:0038003,,2
GO:0038007,,3
GO:0038016,,1
GO:0038018,,1
GO:0038023,,145
GO:0038024,,14
GO:0038027,,6
GO:0038028,,1
GO:0038030,,3
GO:0038031,,3
GO:0038033,,2
GO:0038034,,12
GO:0038036,,1
GO:0038037,,3
GO:0038038,,2
GO:0038039,,1
GO:0038044,,1
GO:0038048,,1
GO:0038060,,1
GO:0038061,,13
GO:0038063,,1
GO:0038065,,1
GO:0038066,,11
GO:0038083,,18
GO:0038084,,5
GO:0038089,,3
GO:0038092,,2
GO:0038093,,62
GO:0038094,,39
GO:0038095,,34
GO:0038096,,39
GO:0038100,,1
GO:0038108,,3
GO:0038109,,1
GO:0038110,,5
GO:0038111,,4
GO:0038124,,2
GO:0038127,,49
GO:0038128,,12
GO:0038132,,1
GO:0038145,,1
GO:0038156,,1
GO:0038163,,5
GO:0038166,,7
GO:0038167,,1
GO:0038168,,1
GO:0038171,,1
GO:0038179,,14
GO:0038180,,5
GO:0038187,,3
GO:0038189,,3
GO:0038191,,4
GO:0038201,,10
GO:0038202,,19
GO:0038203,,8
GO:0039007,,1
GO:0039008,,1
GO:0039015,,2
GO:0039019,,3
GO:0039020,,2
GO:0039022,,7
GO:0039023,,2
GO:0039506,,1
GO:0039507,,1
GO:0039513,,1
GO:0039516,,1
GO:0039519,,2
GO:0039520,,1
GO:0039521,,1
GO:0039526,,2
GO:0039528,,2
GO:0039529,,2
GO:0039531,,15
GO:0039532,,7
GO:0039533,,6
GO:0039534,,3
GO:0039535,,13
GO:0039536,,5
GO:0039552,,1
GO:0039650,,1
GO:0039656,,2
GO:0039689,,3
GO:0039692,,1
GO:0039694,,9
GO:0039695,,1
GO:0039702,,13
GO:0039713,,1
GO:0039714,,1
GO:0040001,,55
GO:0040002,,12
GO:0040003,,38
GO:0040005,,1
GO:0040007,,345
GO:0040008,,559
GO:0040009,,20
GO:0040010,,14
GO:0040011,,757
GO:0040012,,508
GO:0040013,,128
GO:0040014,,121
GO:0040015,,14
GO:0040016,,14
GO:0040017,,273
GO:0040018,,66
GO:0040019,,34
GO:0040020,,35
GO:0040021,,13
GO:0040022,,9
GO:0040024,,53
GO:0040025,,52
GO:0040026,,28
GO:0040027,,14
GO:0040028,,61
GO:0040029,,221
GO:0040030,,1
GO:0040031,,5
GO:0040032,,6
GO:0040033,,7
GO:0040034,,21
GO:0040035,,16
GO:0040036,,29
GO:0040037,,9
GO:0040038,,16
GO:0040039,,10
GO:0040040,,15
GO:0042001,,1
GO:0042004,,1
GO:0042006,,3
GO:0042023,,16
GO:0042025,,3
GO:0042026,,8
GO:0042030,,4
GO:0042035,,25
GO:0042036,,4
GO:0042040,,1
GO:0042043,,6
GO:0042044,,15
GO:0042045,,10
GO:0042048,,55
GO:0042051,,44
GO:0042052,,26
GO:0042053,,11
GO:0042054,,29
GO:0042056,,5
GO:0042058,,72
GO:0042059,,51
GO:0042060,,231
GO:0042062,,2
GO:0042063,,118
GO:0042065,,6
GO:0042066,,2
GO:0042067,,25
GO:0042069,,14
GO:0042073,,41
GO:0042074,,28
GO:0042078,,41
GO:0042084,,1
GO:0042088,,4
GO:0042089,,4
GO:0042093,,6
GO:0042095,,1
GO:0042098,,19
GO:0042100,,8
GO:0042101,,2
GO:0042102,,15
GO:0042104,,2
GO:0042107,,4
GO:0042108,,14
GO:0042109,,1
GO:0042110,,97
GO:0042113,,64
GO:0042116,,11
GO:0042117,,6
GO:0042118,,5
GO:0042119,,253
GO:0042126,,3
GO:0042127,,674
GO:0042129,,34
GO:0042130,,14
GO:0042131,,2
GO:0042132,,1
GO:0042133,,54
GO:0042134,,4
GO:0042135,,14
GO:0042136,,24
GO:0042137,,1
GO:0042138,,1
GO:0042144,,1
GO:0042147,,69
GO:0042148,,6
GO:0042149,,29
GO:0042157,,63
GO:0042158,,55
GO:0042159,,8
GO:0042162,,21
GO:0042165,,14
GO:0042167,,4
GO:0042168,,26
GO:0042169,,23
GO:0042170,,1
GO:0042171,,18
GO:0042173,,1
GO:0042174,,1
GO:0042175,,540
GO:0042176,,262
GO:0042177,,77
GO:0042178,,5
GO:0042180,,54
GO:0042181,,26
GO:0042182,,2
GO:0042214,,1
GO:0042219,,13
GO:0042220,,30
GO:0042221,,1851
GO:0042226,,1
GO:0042245,,1
GO:0042246,,44
GO:0042247,,2
GO:0042249,,5
GO:0042254,,235
GO:0042255,,50
GO:0042256,,4
GO:0042262,,3
GO:0042264,,2
GO:0042265,,1
GO:0042267,,5
GO:0042268,,4
GO:0042269,,7
GO:0042272,,2
GO:0042273,,65
GO:0042274,,72
GO:0042275,,1
GO:0042276,,15
GO:0042277,,115
GO:0042278,,51
GO:0042281,,1
GO:0042282,,1
GO:0042284,,1
GO:0042285,,6
GO:0042287,,8
GO:0042288,,6
GO:0042289,,1
GO:0042292,,1
GO:0042296,,2
GO:0042297,,1
GO:0042301,,7
GO:0042303,,95
GO:0042304,,23
GO:0042306,,61
GO:0042307,,31
GO:0042308,,22
GO:0042310,,8
GO:0042311,,16
GO:0042321,,2
GO:0042323,,1
GO:0042325,,682
GO:0042326,,272
GO:0042327,,419
GO:0042328,,5
GO:0042330,,311
GO:0042331,,16
GO:0042332,,15
GO:0042335,,76
GO:0042337,,18
GO:0042338,,4
GO:0042339,,10
GO:0042340,,8
GO:0042350,,3
GO:0042351,,2
GO:0042352,,1
GO:0042354,,8
GO:0042355,,8
GO:0042356,,1
GO:0042357,,2
GO:0042359,,13
GO:0042360,,1
GO:0042362,,14
GO:0042363,,6
GO:0042364,,10
GO:0042368,,9
GO:0042369,,6
GO:0042371,,3
GO:0042373,,4
GO:0042374,,1
GO:0042376,,1
GO:0042379,,3
GO:0042382,,4
GO:0042383,,54
GO:0042385,,1
GO:0042386,,8
GO:0042387,,3
GO:0042391,,171
GO:0042393,,109
GO:0042395,,7
GO:0042398,,39
GO:0042401,,10
GO:0042402,,18
GO:0042403,,6
GO:0042404,,1
GO:0042405,,7
GO:0042406,,3
GO:0042407,,20
GO:0042412,,1
GO:0042414,,2
GO:0042415,,6
GO:0042416,,2
GO:0042417,,11
GO:0042420,,3
GO:0042421,,3
GO:0042423,,7
GO:0042424,,3
GO:0042426,,6
GO:0042428,,8
GO:0042429,,1
GO:0042430,,21
GO:0042431,,1
GO:0042436,,11
GO:0042438,,4
GO:0042439,,11
GO:0042440,,101
GO:0042441,,29
GO:0042445,,94
GO:0042446,,38
GO:0042447,,11
GO:0042448,,6
GO:0042450,,2
GO:0042451,,8
GO:0042454,,11
GO:0042455,,21
GO:0042461,,97
GO:0042462,,68
GO:0042463,,1
GO:0042464,,9
GO:0042470,,29
GO:0042471,,54
GO:0042472,,47
GO:0042473,,7
GO:0042474,,10
GO:0042475,,30
GO:0042476,,45
GO:0042478,,7
GO:0042479,,2
GO:0042480,,2
GO:0042481,,8
GO:0042482,,1
GO:0042483,,2
GO:0042487,,4
GO:0042488,,1
GO:0042490,,52
GO:0042491,,29
GO:0042492,,1
GO:0042493,,574
GO:0042500,,4
GO:0042501,,2
GO:0042509,,24
GO:0042531,,14
GO:0042532,,12
GO:0042534,,5
GO:0042535,,4
GO:0042537,,12
GO:0042538,,12
GO:0042539,,1
GO:0042541,,6
GO:0042542,,84
GO:0042543,,1
GO:0042546,,3
GO:0042551,,54
GO:0042552,,42
GO:0042554,,4
GO:0042555,,12
GO:0042556,,1
GO:0042557,,1
GO:0042558,,27
GO:0042559,,12
GO:0042562,,23
GO:0042564,,2
GO:0042565,,2
GO:0042572,,21
GO:0042573,,15
GO:0042574,,15
GO:0042575,,16
GO:0042577,,2
GO:0042578,,186
GO:0042579,,113
GO:0042581,,72
GO:0042582,,93
GO:0042583,,4
GO:0042584,,3
GO:0042585,,14
GO:0042587,,9
GO:0042588,,7
GO:0042589,,5
GO:0042590,,8
GO:0042592,,881
GO:0042593,,113
GO:0042594,,201
GO:0042595,,6
GO:0042596,,15
GO:0042599,,6
GO:0042600,,3
GO:0042605,,4
GO:0042608,,2
GO:0042609,,5
GO:0042610,,1
GO:0042622,,5
GO:0042623,,270
GO:0042624,,1
GO:0042625,,35
GO:0042626,,62
GO:0042632,,45
GO:0042633,,42
GO:0042634,,9
GO:0042635,,2
GO:0042636,,2
GO:0042641,,41
GO:0042642,,1
GO:0042643,,1
GO:0042645,,27
GO:0042655,,1
GO:0042656,,1
GO:0042659,,50
GO:0042660,,3
GO:0042661,,19
GO:0042662,,1
GO:0042663,,4
GO:0042664,,3
GO:0042665,,1
GO:0042666,,1
GO:0042670,,7
GO:0042675,,6
GO:0042676,,3
GO:0042682,,3
GO:0042683,,3
GO:0042684,,1
GO:0042686,,2
GO:0042688,,4
GO:0042689,,6
GO:0042691,,5
GO:0042692,,181
GO:0042693,,18
GO:0042694,,9
GO:0042695,,2
GO:0042698,,33
GO:0042699,,6
GO:0042701,,1
GO:0042705,,1
GO:0042706,,20
GO:0042709,,3
GO:0042711,,9
GO:0042713,,3
GO:0042714,,4
GO:0042719,,5
GO:0042720,,2
GO:0042721,,3
GO:0042723,,7
GO:0042724,,1
GO:0042726,,4
GO:0042727,,2
GO:0042728,,1
GO:0042730,,3
GO:0042731,,4
GO:0042732,,2
GO:0042733,,31
GO:0042734,,46
GO:0042737,,66
GO:0042738,,3
GO:0042742,,131
GO:0042743,,18
GO:0042744,,12
GO:0042745,,9
GO:0042747,,3
GO:0042748,,1
GO:0042749,,25
GO:0042752,,73
GO:0042753,,16
GO:0042754,,8
GO:0042755,,18
GO:0042756,,1
GO:0042758,,4
GO:0042759,,20
GO:0042760,,8
GO:0042761,,4
GO:0042762,,14
GO:0042765,,3
GO:0042766,,8
GO:0042769,,28
GO:0042770,,64
GO:0042771,,19
GO:0042772,,11
GO:0042773,,51
GO:0042775,,51
GO:0042776,,14
GO:0042779,,4
GO:0042780,,6
GO:0042781,,4
GO:0042788,,22
GO:0042789,,9
GO:0042790,,2
GO:0042791,,3
GO:0042795,,54
GO:0042796,,4
GO:0042797,,4
GO:0042799,,3
GO:0042800,,7
GO:0042802,,953
GO:0042803,,506
GO:0042805,,13
GO:0042806,,3
GO:0042809,,11
GO:0042810,,6
GO:0042811,,6
GO:0042813,,7
GO:0042816,,4
GO:0042817,,1
GO:0042818,,1
GO:0042819,,3
GO:0042822,,2
GO:0042823,,2
GO:0042824,,2
GO:0042825,,1
GO:0042826,,51
GO:0042827,,4
GO:0042832,,4
GO:0042834,,3
GO:0042839,,1
GO:0042840,,1
GO:0042843,,1
GO:0042851,,5
GO:0042853,,2
GO:0042866,,25
GO:0042886,,749
GO:0042887,,30
GO:0042891,,8
GO:0042895,,7
GO:0042904,,1
GO:0042905,,1
GO:0042908,,10
GO:0042910,,10
GO:0042921,,5
GO:0042923,,1
GO:0042930,,1
GO:0042931,,1
GO:0042937,,5
GO:0042938,,2
GO:0042939,,6
GO:0042940,,5
GO:0042946,,1
GO:0042947,,1
GO:0042953,,5
GO:0042974,,10
GO:0042975,,8
GO:0042976,,2
GO:0042979,,1
GO:0042981,,780
GO:0042982,,13
GO:0042984,,5
GO:0042985,,3
GO:0042986,,2
GO:0042987,,9
GO:0042989,,2
GO:0042994,,11
GO:0042995,,1074
GO:0042996,,10
GO:0042997,,4
GO:0042998,,5
GO:0042999,,1
GO:0043001,,20
GO:0043002,,1
GO:0043004,,1
GO:0043005,,694
GO:0043008,,9
GO:0043009,,363
GO:0043010,,177
GO:0043011,,8
GO:0043014,,17
GO:0043015,,20
GO:0043020,,2
GO:0043021,,106
GO:0043022,,38
GO:0043023,,8
GO:0043024,,12
GO:0043025,,381
GO:0043027,,7
GO:0043028,,13
GO:0043029,,14
GO:0043030,,10
GO:0043031,,1
GO:0043032,,7
GO:0043033,,1
GO:0043034,,12
GO:0043035,,3
GO:0043038,,25
GO:0043039,,25
GO:0043043,,270
GO:0043044,,42
GO:0043045,,3
GO:0043046,,17
GO:0043047,,3
GO:0043048,,1
GO:0043049,,6
GO:0043050,,8
GO:0043051,,17
GO:0043052,,10
GO:0043053,,12
GO:0043054,,7
GO:0043055,,1
GO:0043058,,4
GO:0043059,,4
GO:0043060,,2
GO:0043062,,141
GO:0043063,,14
GO:0043065,,363
GO:0043066,,461
GO:0043067,,802
GO:0043068,,379
GO:0043069,,472
GO:0043073,,30
GO:0043083,,5
GO:0043084,,2
GO:0043085,,681
GO:0043086,,313
GO:0043087,,212
GO:0043090,,5
GO:0043094,,22
GO:0043095,,2
GO:0043096,,2
GO:0043097,,7
GO:0043101,,6
GO:0043102,,6
GO:0043103,,2
GO:0043104,,1
GO:0043111,,1
GO:0043112,,56
GO:0043113,,27
GO:0043114,,7
GO:0043116,,3
GO:0043117,,3
GO:0043120,,2
GO:0043121,,8
GO:0043122,,61
GO:0043123,,45
GO:0043124,,18
GO:0043125,,1
GO:0043129,,2
GO:0043130,,55
GO:0043132,,1
GO:0043135,,1
GO:0043136,,1
GO:0043137,,7
GO:0043138,,13
GO:0043139,,6
GO:0043140,,11
GO:0043141,,5
GO:0043142,,8
GO:0043143,,1
GO:0043144,,10
GO:0043149,,11
GO:0043150,,3
GO:0043152,,1
GO:0043153,,13
GO:0043154,,32
GO:0043159,,1
GO:0043161,,231
GO:0043162,,20
GO:0043163,,1
GO:0043167,,1176
GO:0043168,,753
GO:0043169,,599
GO:0043170,,3336
GO:0043171,,10
GO:0043173,,2
GO:0043174,,9
GO:0043175,,25
GO:0043176,,2
GO:0043177,,85
GO:0043178,,41
GO:0043181,,1
GO:0043184,,5
GO:0043186,,50
GO:0043189,,18
GO:0043190,,4
GO:0043194,,3
GO:0043195,,74
GO:0043196,,5
GO:0043197,,99
GO:0043198,,39
GO:0043199,,4
GO:0043200,,80
GO:0043201,,6
GO:0043202,,67
GO:0043203,,2
GO:0043204,,59
GO:0043207,,397
GO:0043208,,4
GO:0043209,,114
GO:0043217,,8
GO:0043218,,3
GO:0043219,,3
GO:0043220,,3
GO:0043221,,1
GO:0043224,,2
GO:0043225,,8
GO:0043226,,5642
GO:0043227,,5173
GO:0043228,,2205
GO:0043229,,5558
GO:0043230,,65
GO:0043231,,4926
GO:0043232,,2205
GO:0043233,,2840
GO:0043235,,75
GO:0043236,,16
GO:0043237,,4
GO:0043240,,5
GO:0043242,,34
GO:0043243,,15
GO:0043244,,57
GO:0043247,,5
GO:0043248,,16
GO:0043249,,7
GO:0043252,,4
GO:0043254,,262
GO:0043255,,54
GO:0043256,,2
GO:0043259,,2
GO:0043260,,2
GO:0043262,,2
GO:0043265,,1
GO:0043266,,31
GO:0043267,,14
GO:0043268,,16
GO:0043269,,220
GO:0043270,,108
GO:0043271,,61
GO:0043273,,1
GO:0043274,,14
GO:0043276,,6
GO:0043277,,54
GO:0043278,,20
GO:0043279,,81
GO:0043280,,74
GO:0043281,,106
GO:0043282,,3
GO:0043292,,119
GO:0043293,,2
GO:0043295,,8
GO:0043296,,55
GO:0043297,,36
GO:0043299,,256
GO:0043300,,15
GO:0043301,,3
GO:0043302,,9
GO:0043303,,4
GO:0043304,,11
GO:0043305,,2
GO:0043306,,6
GO:0043307,,1
GO:0043308,,1
GO:0043312,,251
GO:0043313,,4
GO:0043314,,1
GO:0043315,,2
GO:0043316,,1
GO:0043320,,3
GO:0043321,,1
GO:0043323,,1
GO:0043324,,29
GO:0043325,,13
GO:0043327,,3
GO:0043328,,5
GO:0043330,,20
GO:0043331,,51
GO:0043332,,1
GO:0043333,,1
GO:0043334,,1
GO:0043335,,2
GO:0043337,,1
GO:0043353,,3
GO:0043362,,1
GO:0043363,,1
GO:0043366,,3
GO:0043367,,10
GO:0043368,,12
GO:0043369,,8
GO:0043370,,6
GO:0043371,,4
GO:0043372,,3
GO:0043373,,2
GO:0043374,,4
GO:0043375,,2
GO:0043376,,1
GO:0043378,,1
GO:0043379,,1
GO:0043383,,6
GO:0043385,,2
GO:0043387,,2
GO:0043388,,26
GO:0043392,,28
GO:0043393,,140
GO:0043394,,17
GO:0043395,,10
GO:0043398,,4
GO:0043401,,61
GO:0043402,,2
GO:0043403,,14
GO:0043405,,155
GO:0043406,,111
GO:0043407,,43
GO:0043408,,304
GO:0043409,,103
GO:0043410,,195
GO:0043412,,1687
GO:0043413,,118
GO:0043414,,165
GO:0043416,,3
GO:0043418,,2
GO:0043420,,2
GO:0043422,,13
GO:0043423,,3
GO:0043425,,15
GO:0043426,,4
GO:0043433,,83
GO:0043434,,236
GO:0043436,,589
GO:0043449,,2
GO:0043455,,2
GO:0043456,,2
GO:0043457,,25
GO:0043461,,5
GO:0043462,,60
GO:0043465,,1
GO:0043467,,82
GO:0043470,,39
GO:0043471,,14
GO:0043473,,124
GO:0043474,,29
GO:0043476,,10
GO:0043482,,10
GO:0043484,,107
GO:0043485,,10
GO:0043486,,32
GO:0043487,,83
GO:0043488,,75
GO:0043489,,29
GO:0043490,,1
GO:0043491,,8
GO:0043492,,68
GO:0043495,,7
GO:0043496,,19
GO:0043497,,10
GO:0043500,,17
GO:0043501,,2
GO:0043502,,43
GO:0043504,,7
GO:0043506,,54
GO:0043507,,44
GO:0043508,,9
GO:0043515,,4
GO:0043516,,28
GO:0043517,,4
GO:0043518,,23
GO:0043519,,10
GO:0043520,,1
GO:0043522,,3
GO:0043523,,140
GO:0043524,,93
GO:0043525,,45
GO:0043527,,4
GO:0043531,,34
GO:0043532,,2
GO:0043533,,1
GO:0043534,,12
GO:0043535,,43
GO:0043536,,36
GO:0043537,,9
GO:0043538,,1
GO:0043539,,15
GO:0043540,,2
GO:0043541,,4
GO:0043542,,29
GO:0043543,,114
GO:0043544,,1
GO:0043545,,7
GO:0043546,,6
GO:0043547,,184
GO:0043548,,15
GO:0043549,,410
GO:0043550,,30
GO:0043551,,26
GO:0043552,,18
GO:0043553,,4
GO:0043555,,11
GO:0043558,,7
GO:0043559,,2
GO:0043560,,7
GO:0043562,,6
GO:0043564,,2
GO:0043565,,310
GO:0043567,,6
GO:0043568,,2
GO:0043569,,3
GO:0043570,,6
GO:0043574,,40
GO:0043576,,10
GO:0043577,,1
GO:0043578,,1
GO:0043583,,115
GO:0043584,,5
GO:0043586,,8
GO:0043587,,8
GO:0043588,,86
GO:0043589,,7
GO:0043596,,29
GO:0043601,,14
GO:0043603,,497
GO:0043604,,353
GO:0043605,,1
GO:0043614,,6
GO:0043615,,2
GO:0043616,,5
GO:0043618,,47
GO:0043619,,8
GO:0043620,,49
GO:0043621,,46
GO:0043622,,7
GO:0043624,,73
GO:0043625,,4
GO:0043627,,48
GO:0043628,,38
GO:0043629,,1
GO:0043630,,1
GO:0043631,,37
GO:0043632,,331
GO:0043633,,6
GO:0043634,,6
GO:0043647,,30
GO:0043648,,79
GO:0043649,,9
GO:0043650,,11
GO:0043651,,2
GO:0043652,,19
GO:0043653,,11
GO:0043654,,2
GO:0043656,,9
GO:0043657,,10
GO:0043666,,45
GO:0043679,,97
GO:0043682,,1
GO:0043686,,1
GO:0043687,,193
GO:0043691,,2
GO:0043696,,7
GO:0043697,,7
GO:0043704,,5
GO:0043734,,2
GO:0043783,,2
GO:0043812,,3
GO:0043813,,4
GO:0043855,,5
GO:0043865,,1
GO:0043874,,1
GO:0043890,,1
GO:0043891,,1
GO:0043900,,283
GO:0043901,,95
GO:0043902,,142
GO:0043903,,113
GO:0043921,,17
GO:0043922,,6
