category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0009987,1.2637954219903734e-15,1,5404,5963,cellular process,BP,2.2204219318363717e-12
GO:0043170,5.238887002044495e-13,1,3054,3336,macromolecule metabolic process,BP,4.808549855447983e-10
GO:0060255,6.572958978401773e-13,1,2330,2529,regulation of macromolecule metabolic process,BP,5.758808377667916e-10
GO:0008150,1.0668680068327452e-12,1,5888,6529,biological_process,BP,8.568283679875486e-10
GO:0010468,1.4759805084137512e-12,1,1680,1809,regulation of gene expression,BP,1.0942124730644251e-9
GO:0044238,2.0661087136727454e-12,1,3741,4109,primary metabolic process,BP,1.4749720539274878e-9
GO:0010556,1.534344673458122e-11,1,1461,1571,regulation of macromolecule biosynthetic process,BP,9.540159219646872e-9
GO:0019222,2.17719082508056e-11,1,2567,2801,regulation of metabolic process,BP,1.2716773682856908e-8
GO:0009889,5.627028950614821e-11,1,1561,1684,regulation of biosynthetic process,BP,3.0128050839750184e-8
GO:0071840,1.3448665204172097e-10,1,2930,3212,cellular component organization or biogenesis,BP,6.480575545260429e-8
GO:0008152,1.5619189462627235e-10,1,4045,4463,metabolic process,BP,7.34292382663756e-8
GO:0010467,2.0857044851319992e-10,1,1238,1329,gene expression,BP,9.571893797837926e-8
GO:0080090,2.4047045830154625e-10,1,2232,2433,regulation of primary metabolic process,BP,1.07792281017728e-7
GO:0016043,3.871242682087675e-10,1,2797,3066,cellular component organization,BP,1.6958682431190894e-7
GO:0065007,4.429333720154365e-10,1,4149,4584,biological regulation,BP,1.897231276799453e-7
GO:0090304,9.190982113597237e-10,1,1437,1552,nucleic acid metabolic process,BP,3.769280430629505e-7
GO:0016070,2.789368179002325e-9,1,1098,1179,RNA metabolic process,BP,1.097246360209588e-6
GO:2001141,3.313313698003256e-9,1,1170,1259,regulation of RNA biosynthetic process,BP,1.277282430580255e-6
GO:0050789,5.893701344230109e-9,1,3867,4275,regulation of biological process,BP,2.184636411731449e-6
GO:0006355,6.170628003691483e-9,1,1140,1227,regulation of DNA-templated transcription,BP,2.24412933530478e-6
GO:0051252,6.706017652847984e-9,1,1298,1402,regulation of RNA metabolic process,BP,2.375569038778176e-6
GO:0019219,6.8617171912819065e-9,1,1453,1574,regulation of nucleobase-containing compound metabolic process,BP,2.375569038778176e-6
GO:0050794,6.901782940159681e-9,1,3598,3973,regulation of cellular process,BP,2.375569038778176e-6
GO:0006139,8.378856548576435e-9,1,1826,1989,nucleobase-containing compound metabolic process,BP,2.784525171962255e-6
GO:0019538,2.424273055766661e-8,1,1943,2122,protein metabolic process,BP,7.5367521209519985e-6
GO:0048518,5.746724841275829e-8,1,2411,2648,positive regulation of biological process,BP,1.704124943316794e-5
GO:0044085,7.066650243506013e-8,1,1592,1734,cellular component biogenesis,BP,2.0637830824784607e-5
GO:0051179,8.11473209094052e-8,1,2409,2647,localization,BP,2.3344994186996795e-5
GO:0016071,2.2863275283233304e-7,1,493,521,mRNA metabolic process,BP,6.206896212455238e-5
GO:0048522,2.756351909467182e-7,1,2178,2392,positive regulation of cellular process,BP,7.277901788353416e-5
GO:0048856,3.3606401319108677e-7,1,2703,2981,anatomical structure development,BP,8.753559262511078e-5
GO:0030154,3.918997616012028e-7,1,1802,1973,cell differentiation,BP,1.0025454678793891e-4
GO:0022607,3.9529678629745043e-7,1,1421,1548,cellular component assembly,BP,1.0025454678793891e-4
GO:0032502,4.04881914904786e-7,1,2820,3113,developmental process,BP,1.0135193389337337e-4
GO:0048869,4.2893907466338726e-7,1,1851,2028,cellular developmental process,BP,1.0599744441201012e-4
GO:0051246,4.848722429071044e-7,1,1240,1347,regulation of protein metabolic process,BP,1.1830268964600554e-4
GO:0009893,6.169245894224523e-7,1,1509,1647,positive regulation of metabolic process,BP,1.4501489586728986e-4
GO:0036211,8.80314104058377e-7,1,1415,1543,protein modification process,BP,2.0200064709196687e-4
GO:0010604,1.0114597677000465e-6,1,1401,1528,positive regulation of macromolecule metabolic process,BP,2.2936337673433406e-4
GO:0008380,1.0426224122184508e-6,1,303,316,RNA splicing,BP,2.3152861347952426e-4
GO:0007389,1.8275393241106625e-6,1,473,502,pattern specification process,BP,3.870969282662969e-4
GO:0032501,2.113210195036685e-6,0.999998809488001,3023,3344,multicellular organismal process,BP,4.427405055362186e-4
GO:0006357,2.2515012944047426e-6,1,834,900,regulation of transcription by RNA polymerase II,BP,4.6664180053388615e-4
GO:0009059,2.287684136490739e-6,1,1011,1096,macromolecule biosynthetic process,BP,4.669438976811404e-4
GO:0065003,2.3014096124362303e-6,1,842,909,protein-containing complex assembly,BP,4.669438976811404e-4
GO:0000375,2.383299153566748e-6,1,281,293,"RNA splicing, via transesterification reactions",BP,4.7852178317707363e-4
GO:0008283,3.1289357174038616e-6,1,443,470,cell population proliferation,BP,6.031023595295944e-4
GO:0000377,3.3445623167056443e-6,1,277,289,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",BP,6.320239083774636e-4
GO:0000398,3.3445623167056443e-6,1,277,289,"mRNA splicing, via spliceosome",BP,6.320239083774636e-4
GO:0006417,3.4467137152593507e-6,1,227,235,regulation of translation,BP,6.450039501128543e-4
GO:0006396,3.6500584951117117e-6,1,615,659,RNA processing,BP,6.76489206666137e-4
GO:0006397,3.707783519289757e-6,1,334,351,mRNA processing,BP,6.806431174696197e-4
GO:0010557,4.960955098116844e-6,1,819,885,positive regulation of macromolecule biosynthetic process,BP,8.93667378656095e-4
GO:0009891,6.698681970497979e-6,0.9999974925159177,878,950,positive regulation of biosynthetic process,BP,0.001173791772557714
GO:0009888,6.797966982932328e-6,0.9999973703510732,1057,1149,tissue development,BP,0.00118045778014433
GO:0006996,7.99230011146275e-6,0.9999948396567855,1979,2177,organelle organization,BP,0.0013632883597207478
GO:0010629,9.703393013814638e-6,0.9999964083825709,796,860,negative regulation of gene expression,BP,0.001638294618634193
GO:0033554,9.774520422460814e-6,0.9999962149883254,1023,1112,cellular response to stress,BP,0.001638294618634193
GO:0010605,9.884255469751259e-6,0.9999949107857324,1153,1256,negative regulation of macromolecule metabolic process,BP,0.0016424053808573751
GO:0010564,1.1168036672188961e-5,1,465,496,regulation of cell cycle process,BP,0.0018398624517644636
GO:0001654,1.1731346024593219e-5,1,361,382,eye development,BP,0.0019162855476613076
GO:0051716,1.2317732307462775e-5,0.9999916550440094,2178,2401,cellular response to stimulus,BP,0.001995162102742395
GO:0007275,1.360880671289785e-5,0.9999904362843927,2515,2779,multicellular organism development,BP,0.002185914578259217
GO:0048513,1.4535165084272531e-5,0.9999907687925073,1626,1784,animal organ development,BP,0.0023154157603252315
GO:0043933,1.6125936394088587e-5,0.999991821622,999,1086,protein-containing complex organization,BP,0.0025270522276102238
GO:0022412,1.6879815426228495e-5,0.9999938368258452,698,753,cellular process involved in reproduction in multicellular organism,BP,0.0026238584059722118
GO:0006518,1.794418816307795e-5,1,314,331,peptide metabolic process,BP,0.0027669938147466197
GO:0048523,1.827886673358609e-5,0.9999877190692532,1933,2128,negative regulation of cellular process,BP,0.0027962313991259672
GO:0051234,1.862525456307816e-5,0.9999872597481075,1918,2111,establishment of localization,BP,0.0028267856827033978
GO:0043412,1.8781443310876928e-5,0.9999877709717832,1539,1687,macromolecule modification,BP,0.0028282212485715064
GO:0051726,2.0395662067391833e-5,0.9999902518862623,727,785,regulation of cell cycle,BP,0.0030474913670463376
GO:0008104,2.261327137149439e-5,0.9999870987296935,1073,1169,protein localization,BP,0.0033528523514273416
GO:0048519,2.348358268840217e-5,0.9999836254966668,2177,2402,negative regulation of biological process,BP,0.003442361574959141
GO:0051241,2.3574149307113183e-5,0.9999919985004342,500,535,negative regulation of multicellular organismal process,BP,0.003442361574959141
GO:0010608,2.6069455831616634e-5,1,319,337,post-transcriptional regulation of gene expression,BP,0.0037499161280179897
GO:0051347,2.7344957925621703e-5,1,285,300,positive regulation of transferase activity,BP,0.0039042523260470986
GO:0048468,2.799808120547412e-5,0.9999823380678384,1211,1323,cell development,BP,0.003968110406143483
GO:0050793,3.503327905283972e-5,0.9999777529655901,1224,1338,regulation of developmental process,BP,0.004928952217105735
GO:0007281,3.7394506667435425e-5,0.9999827215699528,592,637,germ cell development,BP,0.005223037072571143
GO:0010628,4.146436768904531e-5,0.9999760136657027,857,930,positive regulation of gene expression,BP,0.0057498250878154555
GO:0070727,4.537675990228848e-5,0.9999732848244508,916,996,cellular macromolecule localization,BP,0.00624740747940436
GO:0003002,4.861755828917551e-5,0.9999843451057199,388,413,regionalization,BP,0.006646123659743673
GO:0009892,5.067281688966521e-5,0.999966875805315,1262,1381,negative regulation of metabolic process,BP,0.006878299616537302
GO:0060429,5.438764898800133e-5,0.9999682805432372,857,931,epithelium development,BP,0.00733092261708899
GO:0050896,6.29179122840506e-5,0.99995231554737,2899,3216,response to stimulus,BP,0.008363743167414313
GO:0007292,6.83821133735515e-5,0.9999691735606949,504,541,female gamete generation,BP,0.009027844077227433
GO:0051641,7.896846126812625e-5,0.9999458952850164,1421,1560,cellular localization,BP,0.010215550945927071
GO:0006810,8.302325580452654e-5,0.9999405583521063,1836,2024,transport,BP,0.010668488370881659
GO:0023052,8.616988448266602e-5,0.9999404707554148,1479,1625,signaling,BP,0.01099950015498932
