genes,merge,zscore,collection_date,parents,group,hpf,stage,leachate,leachate_mgL,spawn_night,cluster
Montipora_capitata_HIv3___TS.g5420.t1,controlprawnchip,1.1105613799485394,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g8271.t1,controlprawnchip,-0.045923964390301615,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g40180.t1,controlprawnchip,0.5763777705877055,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g44142.t1,controlprawnchip,0.8314868804217846,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g27818.t1,controlprawnchip,0.596571443489769,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g18416.t1,controlprawnchip,0.10265271809808503,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35029.t1,controlprawnchip,-0.18561503066321838,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35090.t1,controlprawnchip,-0.11297755487228987,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g29264.t2,controlprawnchip,0.03278554049306153,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g1190.t1,controlprawnchip,-0.16649143339980665,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g27062.t1,controlprawnchip,-0.10585679090025635,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g27120.t1,controlprawnchip,-0.05267018253969785,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g43906.t1,controlprawnchip,-0.17882696203059517,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g15018.t1,controlprawnchip,-0.058125713880860054,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g44669.t1,controlprawnchip,-0.015792269560156696,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g44974.t1,controlprawnchip,-0.031083526834504653,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g45032.t2,controlprawnchip,-0.17326029782809943,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g21605.t1,controlprawnchip,0.027351204382035726,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g22595.t1,controlprawnchip,-0.37455998293156856,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___TS.g37202.t2a,controlprawnchip,-0.4223063383680107,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g29121.t1,controlprawnchip,-0.21448250867252797,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g33482.t1,controlprawnchip,-0.23926309051669506,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g33790.t1,controlprawnchip,-0.007246387308797869,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g34110.t1,controlprawnchip,-0.02923439160535601,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g34187.t2,controlprawnchip,-0.14298100994120663,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g46220.t1,controlprawnchip,-0.06941390010147888,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g47022.t1,controlprawnchip,-0.07815566017114332,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g48479.t1,controlprawnchip,-0.12227705874394205,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g38474.t1,controlprawnchip,-0.0233915063892686,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g38999.t1,controlprawnchip,-0.14068026458786448,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___TS.g5110.t1,controlprawnchip,-0.007207590004398377,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g36323.t1,controlprawnchip,0.012946955095278032,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___TS.g28558.t3a,highearlygastrula,0.4717698829128876,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g9507.t1,highearlygastrula,-0.6787593017668452,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___TS.g9699.t2,highearlygastrula,1.310585196031417,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g40764.t1,highearlygastrula,1.0894448915924793,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g48661.t1,highearlygastrula,0.04488074333370589,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___TS.g45793.t1b,highearlygastrula,0.2073734729981494,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g20824.t1a,highearlygastrula,0.4454313126377198,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g28195.t1,highearlygastrula,1.1001489574732966,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g15697.t1,highearlygastrula,0.9944288371241429,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g47569.t1,highearlygastrula,0.716876164289913,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39262.t1,highearlygastrula,0.8244219739125148,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g18178.t1,highearlygastrula,0.5616497013879125,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g35580.t1,highearlygastrula,1.179130674718478,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g5198.t1,highearlygastrula,0.8106055311197699,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g6962.t1,highearlygastrula,-0.6271377236665747,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g8767.t1,highearlygastrula,1.120990502079992,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g11410.t1,highearlygastrula,1.0763840404287617,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g11828.t1,highearlygastrula,1.1699514830433935,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g516.t1,highearlygastrula,0.72989147705257,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g24243.t1,highearlygastrula,0.421567843267662,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g44004.t1,highearlygastrula,-0.769061714436275,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g15143.t1,highearlygastrula,-0.8981589887042416,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g19248.t1,highearlygastrula,-0.7942500178843314,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g19868.t1,highearlygastrula,1.1796626984162761,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g19903.t1,highearlygastrula,0.9443964622352757,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g33656.t1,highearlygastrula,1.118686197576208,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g35729.t1a,highearlygastrula,0.9424956372031741,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g23104.t1,highearlygastrula,1.1727662586120906,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g37159.t1,highearlygastrula,0.5403122950065767,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.27502_t,highearlygastrula,1.1867849470854328,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g28322.t1,highearlygastrula,-0.7349113964746565,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g29575.t1,highearlygastrula,0.9902638324957893,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g30158.t1,highearlygastrula,1.2493136914743754,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g31500.t1,highearlygastrula,0.40525828887666426,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g49798.t1,highearlygastrula,1.2968209470964762,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39019.t1,highearlygastrula,1.2242289859382758,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39730.t1,highearlygastrula,0.6558282449301933,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15857.t1,highearlygastrula,0.924804467093656,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g17086.t1,highearlygastrula,1.1053234315869187,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35661.t1,highearlygastrula,1.0584895411750952,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g36979.t1,highearlygastrula,-0.8219862999934061,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g7741.t1,highearlygastrula,1.151813736908127,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15509.t1,highearlygastrula,-0.8076112408423546,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g9870.t1,highearlygastrula,0.6024372894344109,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g12860.t1,highearlygastrula,0.6968977502988937,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g5394.t1,highearlygastrula,0.5741212487926827,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g9530.t2,highearlygastrula,-0.24224914082896815,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___TS.g38156.t1c,highearlygastrula,0.7136017333567669,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g40947.t1,highearlygastrula,0.13091300350906598,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___TS.g50653.t2,highearlygastrula,0.8513215205267027,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g22153.t1,highearlygastrula,0.3927200743878138,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g45000.t1,highearlygastrula,0.2219878722999762,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g46137.t1a,highearlygastrula,0.5178258869153957,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g20689.t1,highearlygastrula,-0.2641557272910522,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g22859.t1,highearlygastrula,-0.2164595361375473,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g23082.t1,highearlygastrula,0.34890008236767633,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g24480.t2,highearlygastrula,1.335051622906128,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g34657.t1,highearlygastrula,0.5374914151116547,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g46103.t2,highearlygastrula,0.7251216730602427,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g48280.t1,highearlygastrula,1.1583460209233658,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g16310.t1,highearlygastrula,0.7156230616335544,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___TS.g13257.t2,highearlygastrula,-0.18025909397770098,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g18108.t1,highearlygastrula,0.4311704679833439,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g35361.t1,highearlygastrula,0.8257496072641114,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g6455.t1,highearlygastrula,1.1758027986943576,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g6929.t1,highearlygastrula,0.24184301999249463,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g7364.t1,highearlygastrula,1.0348236626799996,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g467.t1,highearlygastrula,1.5332714635100053,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g527.t1b,highearlygastrula,1.167071458470935,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g648.t1,highearlygastrula,1.1861459131644825,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g40145.t1,highearlygastrula,1.1731598938178265,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g3338.t1,highearlygastrula,1.2205980445088378,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g24646.t1,highearlygastrula,1.1563130493085128,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g7987.t1,highearlygastrula,1.0442464204757398,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g8488.t1b,highearlygastrula,-0.072926495056539975,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g26524.t1,highearlygastrula,0.8961990628145821,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g26744.t1,highearlygastrula,0.8006175253871121,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g26803.t1,highearlygastrula,1.3384178718840265,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g41271.t2,highearlygastrula,0.25068780463207907,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g41261.t1,highearlygastrula,1.2673320407824278,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g41393.t1,highearlygastrula,0.7200087448163608,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g41524.t1,highearlygastrula,0.9350512368078351,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g13110.t1,highearlygastrula,1.1434627020963257,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g13590.t1,highearlygastrula,1.1759309476191262,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g27612.t1,highearlygastrula,1.0036552340792657,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g27935.t1,highearlygastrula,0.4997409252227051,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g30106.t1a,highearlygastrula,1.212323076697886,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g14781.t1,highearlygastrula,0.7918685446107921,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g33355.t1,highearlygastrula,1.1079261910551448,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g33365.t1,highearlygastrula,1.1241472598026163,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g48712.t1,highearlygastrula,1.0808407023983622,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g37643.t1,highearlygastrula,0.6687862474395367,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15684.t2,highearlygastrula,0.6554503716020884,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g15737.t1,highearlygastrula,1.1445466377274334,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15754.t1,highearlygastrula,0.9117125569843932,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35079.t1,highearlygastrula,1.1997098174731669,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g5420.t1,highearlygastrula,-0.18157048059015657,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g8271.t1,highearlygastrula,0.4252148702540403,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g40180.t1,highearlygastrula,0.7938339949055194,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g44142.t1,highearlygastrula,0.25877140697411016,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g27818.t1,highearlygastrula,0.5729013594506512,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g18416.t1,highearlygastrula,0.9165647597976274,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35029.t1,highearlygastrula,1.1195754125906208,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35090.t1,highearlygastrula,0.6440274051258991,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g29264.t2,highearlygastrula,-0.932601355655401,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g1190.t1,highearlygastrula,-0.7298453980356474,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g27062.t1,highearlygastrula,-0.7948467079602491,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g27120.t1,highearlygastrula,-0.812814512739936,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g43906.t1,highearlygastrula,-0.8380670542513434,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g15018.t1,highearlygastrula,-0.8757007581279925,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g44669.t1,highearlygastrula,-0.9316025778954392,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g44974.t1,highearlygastrula,-0.8987866953094422,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g45032.t2,highearlygastrula,-0.65640045616556,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g21605.t1,highearlygastrula,-0.8791178274269684,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g22595.t1,highearlygastrula,-0.6375122878998999,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___TS.g37202.t2a,highearlygastrula,-0.27248634336694727,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g29121.t1,highearlygastrula,-0.8476663291076496,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g33482.t1,highearlygastrula,-0.6305991081314992,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g33790.t1,highearlygastrula,-0.8385012437551738,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g34110.t1,highearlygastrula,-0.8760429856056892,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g34187.t2,highearlygastrula,-0.6687466381790627,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g46220.t1,highearlygastrula,-0.8757016191402492,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g47022.t1,highearlygastrula,-0.819495777940253,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g48479.t1,highearlygastrula,-0.8469144902727489,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g38474.t1,highearlygastrula,-0.812230162549292,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g38999.t1,highearlygastrula,-0.7460051497724306,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___TS.g5110.t1,highearlygastrula,-0.8042689806744847,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g36323.t1,highearlygastrula,-0.9075073675218791,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___TS.g28558.t3a,highcleavage,-1.3952365090584853,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g9507.t1,highcleavage,-0.10774311457900365,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,2
Montipora_capitata_HIv3___TS.g9699.t2,highcleavage,-0.14563899410181064,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g40764.t1,highcleavage,-0.6293998741559972,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g48661.t1,highcleavage,-1.843845291953421,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,2
Montipora_capitata_HIv3___TS.g45793.t1b,highcleavage,-0.5102967435866436,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g20824.t1a,highcleavage,-1.480445789214561,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g28195.t1,highcleavage,-2.7297137581438644,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g15697.t1,highcleavage,-0.22730191637060906,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g47569.t1,highcleavage,-1.4440733313368197,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39262.t1,highcleavage,-0.9604309079422749,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g18178.t1,highcleavage,-0.7544027245044671,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g35580.t1,highcleavage,-1.1603485583297788,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g5198.t1,highcleavage,-1.978975081290434,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g6962.t1,highcleavage,1.4823791882737463,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g8767.t1,highcleavage,-1.0029528199756066,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g11410.t1,highcleavage,-0.8678116105141703,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g11828.t1,highcleavage,-1.1773933302341262,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g516.t1,highcleavage,-1.3726995694277457,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g24243.t1,highcleavage,-1.9185409200461376,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g44004.t1,highcleavage,1.3176888970551301,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g15143.t1,highcleavage,0.6018248678358388,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g19248.t1,highcleavage,1.309626322114024,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,3
