genes,merge,zscore,collection_date,parents,group,hpf,stage,leachate,leachate_mgL,spawn_night,cluster
Montipora_capitata_HIv3___RNAseq.g48712.t1,prawnchipcontrol,-0.1257609477830383,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g37643.t1,prawnchipcontrol,0.4324005540883915,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15684.t2,prawnchipcontrol,0.5390208465012764,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g15737.t1,prawnchipcontrol,-0.3895998764004062,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15754.t1,prawnchipcontrol,0.04116406119417185,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35079.t1,prawnchipcontrol,-0.42320718338665964,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g5420.t1,prawnchipcontrol,1.1105613799485397,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g8271.t1,prawnchipcontrol,-0.04592396439029956,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g40180.t1,prawnchipcontrol,0.5763777705877056,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g44142.t1,prawnchipcontrol,0.8314868804217846,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g27818.t1,prawnchipcontrol,0.5965714434897692,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g18416.t1,prawnchipcontrol,0.10265271809808503,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35029.t1,prawnchipcontrol,-0.18561503066321838,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35090.t1,prawnchipcontrol,-0.11297755487228979,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g29264.t2,prawnchipcontrol,0.032785540493061524,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g1190.t1,prawnchipcontrol,-0.16649143339980665,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g27062.t1,prawnchipcontrol,-0.10585679090025633,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g27120.t1,prawnchipcontrol,-0.052670182539697866,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g43906.t1,prawnchipcontrol,-0.17882696203059517,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g15018.t1,prawnchipcontrol,-0.058125713880861324,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g44669.t1,prawnchipcontrol,-0.0157922695601567,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g44974.t1,prawnchipcontrol,-0.031083526834504653,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g45032.t2,prawnchipcontrol,-0.17326029782809949,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g21605.t1,prawnchipcontrol,0.02735120438203678,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g22595.t1,prawnchipcontrol,-0.37455998293156856,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___TS.g37202.t2a,prawnchipcontrol,-0.4223063383680109,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g29121.t1,prawnchipcontrol,-0.21448250867252802,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g33482.t1,prawnchipcontrol,-0.23926309051669506,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g33790.t1,prawnchipcontrol,-0.007246387308797868,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g34110.t1,prawnchipcontrol,-0.029234391605356014,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g34187.t2,prawnchipcontrol,-0.1429810099412067,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g46220.t1,prawnchipcontrol,-0.0694139001014789,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g47022.t1,prawnchipcontrol,-0.07815566017114332,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g48479.t1,prawnchipcontrol,-0.12227705874394205,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g38474.t1,prawnchipcontrol,-0.0233915063892686,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g38999.t1,prawnchipcontrol,-0.14068026458786442,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___TS.g5110.t1,prawnchipcontrol,-0.007207590004398375,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g36323.t1,prawnchipcontrol,0.012946955095278033,2024-07-08,101112,C9,9,prawnchip,control,0,July_8th,3
Montipora_capitata_HIv3___TS.g28558.t3a,earlygastrulahigh,0.47176988291289246,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g9507.t1,earlygastrulahigh,-0.6787593017668467,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___TS.g9699.t2,earlygastrulahigh,1.3105851960314174,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g40764.t1,earlygastrulahigh,1.0894448915924795,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g48661.t1,earlygastrulahigh,0.04488074333370589,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___TS.g45793.t1b,earlygastrulahigh,0.2073734729981494,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g20824.t1a,earlygastrulahigh,0.4454313126377199,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g28195.t1,earlygastrulahigh,1.1001489574732946,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g15697.t1,earlygastrulahigh,0.9944288371241427,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g47569.t1,earlygastrulahigh,0.7168761642899131,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39262.t1,earlygastrulahigh,0.824421973912513,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g18178.t1,earlygastrulahigh,0.5616497013879126,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g35580.t1,earlygastrulahigh,1.1791306747184782,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g5198.t1,earlygastrulahigh,0.8106055311197699,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g6962.t1,earlygastrulahigh,-0.6271377236665753,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g8767.t1,earlygastrulahigh,1.120990502079992,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g11410.t1,earlygastrulahigh,1.076384040428761,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g11828.t1,earlygastrulahigh,1.1699514830433935,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g516.t1,earlygastrulahigh,0.7298914770525684,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g24243.t1,earlygastrulahigh,0.42156784326765695,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g44004.t1,earlygastrulahigh,-0.7690617144362757,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g15143.t1,earlygastrulahigh,-0.8981589887042416,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g19248.t1,earlygastrulahigh,-0.794250017884331,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g19868.t1,earlygastrulahigh,1.179662698416275,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g19903.t1,earlygastrulahigh,0.9443964622352757,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g33656.t1,earlygastrulahigh,1.1186861975762077,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g35729.t1a,earlygastrulahigh,0.942495637203173,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g23104.t1,earlygastrulahigh,1.1727662586120908,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g37159.t1,earlygastrulahigh,0.5403122950065768,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.27502_t,earlygastrulahigh,1.186784947085432,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g28322.t1,earlygastrulahigh,-0.7349113964746565,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g29575.t1,earlygastrulahigh,0.9902638324957893,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g30158.t1,earlygastrulahigh,1.2493136914743757,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g31500.t1,earlygastrulahigh,0.40525828887666415,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g49798.t1,earlygastrulahigh,1.2968209470964762,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39019.t1,earlygastrulahigh,1.2242289859382753,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39730.t1,earlygastrulahigh,0.6558282449301933,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15857.t1,earlygastrulahigh,0.924804467093656,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g17086.t1,earlygastrulahigh,1.1053234315869196,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35661.t1,earlygastrulahigh,1.0584895411750954,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g36979.t1,earlygastrulahigh,-0.8219862999934061,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g7741.t1,earlygastrulahigh,1.151813736908127,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15509.t1,earlygastrulahigh,-0.8076112408423557,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g9870.t1,earlygastrulahigh,0.6024372894344109,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g12860.t1,earlygastrulahigh,0.6968977502988901,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g5394.t1,earlygastrulahigh,0.5741212487926824,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g9530.t2,earlygastrulahigh,-0.24224914082896815,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___TS.g38156.t1c,earlygastrulahigh,0.7136017333567688,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g40947.t1,earlygastrulahigh,0.13091300350906598,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___TS.g50653.t2,earlygastrulahigh,0.8513215205267015,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g22153.t1,earlygastrulahigh,0.39272007438781376,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g45000.t1,earlygastrulahigh,0.221987872299971,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g46137.t1a,earlygastrulahigh,0.5178258869153957,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g20689.t1,earlygastrulahigh,-0.26415572729105224,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g22859.t1,earlygastrulahigh,-0.21645953613753927,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g23082.t1,earlygastrulahigh,0.3489000823676763,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g24480.t2,earlygastrulahigh,1.3350516229061278,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g34657.t1,earlygastrulahigh,0.5374914151116562,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g46103.t2,earlygastrulahigh,0.7251216730602428,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g48280.t1,earlygastrulahigh,1.158346020923368,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g16310.t1,earlygastrulahigh,0.7156230616335545,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___TS.g13257.t2,earlygastrulahigh,-0.1802590939777009,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g18108.t1,earlygastrulahigh,0.43117046798334047,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g35361.t1,earlygastrulahigh,0.8257496072641111,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g6455.t1,earlygastrulahigh,1.1758027986943576,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g6929.t1,earlygastrulahigh,0.2418430199924945,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g7364.t1,earlygastrulahigh,1.0348236626800003,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g467.t1,earlygastrulahigh,1.5332714635100053,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g527.t1b,earlygastrulahigh,1.1670714584709343,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g648.t1,earlygastrulahigh,1.1861459131644825,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g40145.t1,earlygastrulahigh,1.1731598938178267,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g3338.t1,earlygastrulahigh,1.2205980445088378,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g24646.t1,earlygastrulahigh,1.1563130493085125,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g7987.t1,earlygastrulahigh,1.0442464204757398,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g8488.t1b,earlygastrulahigh,-0.07292649505654232,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g26524.t1,earlygastrulahigh,0.8961990628145821,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g26744.t1,earlygastrulahigh,0.8006175253871122,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g26803.t1,earlygastrulahigh,1.3384178718840265,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g41271.t2,earlygastrulahigh,0.2506878046320779,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g41261.t1,earlygastrulahigh,1.2673320407824284,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g41393.t1,earlygastrulahigh,0.7200087448163609,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g41524.t1,earlygastrulahigh,0.9350512368078351,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g13110.t1,earlygastrulahigh,1.143462702096326,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g13590.t1,earlygastrulahigh,1.1759309476191264,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g27612.t1,earlygastrulahigh,1.0036552340792666,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g27935.t1,earlygastrulahigh,0.4997409252227051,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g30106.t1a,earlygastrulahigh,1.2123230766978863,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g14781.t1,earlygastrulahigh,0.7918685446107935,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g33355.t1,earlygastrulahigh,1.1079261910551448,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g33365.t1,earlygastrulahigh,1.1241472598026157,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g48712.t1,earlygastrulahigh,1.0808407023983622,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g37643.t1,earlygastrulahigh,0.6687862474395366,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15684.t2,earlygastrulahigh,0.6554503716020884,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g15737.t1,earlygastrulahigh,1.1445466377274334,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15754.t1,earlygastrulahigh,0.911712556984394,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35079.t1,earlygastrulahigh,1.1997098174731669,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g5420.t1,earlygastrulahigh,-0.18157048059015657,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g8271.t1,earlygastrulahigh,0.4252148702540425,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g40180.t1,earlygastrulahigh,0.7938339949055196,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g44142.t1,earlygastrulahigh,0.25877140697411016,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g27818.t1,earlygastrulahigh,0.5729013594506557,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g18416.t1,earlygastrulahigh,0.9165647597976314,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35029.t1,earlygastrulahigh,1.1195754125906208,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35090.t1,earlygastrulahigh,0.6440274051259012,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g29264.t2,earlygastrulahigh,-0.9326013556554009,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g1190.t1,earlygastrulahigh,-0.7298453980356462,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g27062.t1,earlygastrulahigh,-0.7948467079602489,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g27120.t1,earlygastrulahigh,-0.8128145127399361,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g43906.t1,earlygastrulahigh,-0.8380670542513434,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g15018.t1,earlygastrulahigh,-0.8757007581279926,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g44669.t1,earlygastrulahigh,-0.9316025778954393,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g44974.t1,earlygastrulahigh,-0.8987866953094422,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g45032.t2,earlygastrulahigh,-0.6564004561655588,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g21605.t1,earlygastrulahigh,-0.8791178274269672,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g22595.t1,earlygastrulahigh,-0.6375122878998999,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___TS.g37202.t2a,earlygastrulahigh,-0.27248634336694744,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g29121.t1,earlygastrulahigh,-0.8476663291076499,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g33482.t1,earlygastrulahigh,-0.6305991081314992,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g33790.t1,earlygastrulahigh,-0.8385012437551751,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g34110.t1,earlygastrulahigh,-0.8760429856056893,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g34187.t2,earlygastrulahigh,-0.6687466381790629,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g46220.t1,earlygastrulahigh,-0.8757016191402481,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g47022.t1,earlygastrulahigh,-0.819495777940253,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g48479.t1,earlygastrulahigh,-0.8469144902727489,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g38474.t1,earlygastrulahigh,-0.812230162549292,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g38999.t1,earlygastrulahigh,-0.7460051497724304,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___TS.g5110.t1,earlygastrulahigh,-0.8042689806744844,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___RNAseq.g36323.t1,earlygastrulahigh,-0.907507367521878,2024-07-08,101112,H14,14,earlygastrula,high,1,July_8th,3
Montipora_capitata_HIv3___TS.g28558.t3a,cleavagehigh,-1.395236509058485,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g9507.t1,cleavagehigh,-0.10774311457900551,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,2
Montipora_capitata_HIv3___TS.g9699.t2,cleavagehigh,-0.1456389941018107,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g40764.t1,cleavagehigh,-0.6293998741559962,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g48661.t1,cleavagehigh,-1.843845291953421,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,2
Montipora_capitata_HIv3___TS.g45793.t1b,cleavagehigh,-0.5102967435866436,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g20824.t1a,cleavagehigh,-1.4804457892145602,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,2
Montipora_capitata_HIv3___RNAseq.g28195.t1,cleavagehigh,-2.729713758143866,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___TS.g15697.t1,cleavagehigh,-0.22730191637060734,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g47569.t1,cleavagehigh,-1.44407333133682,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39262.t1,cleavagehigh,-0.9604309079422754,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,1
Montipora_capitata_HIv3___RNAseq.g18178.t1,cleavagehigh,-0.7544027245044659,2024-07-08,101112,H4,4,cleavage,high,1,July_8th,2
