"","list","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","LRT","Montipora_capitata_HIv3___TS.g26493.t2a",164.366804395959,-3.69674916734459,1.32539354409516,69.2006263004388,5.96341595246523e-13,7.49303214427256e-09
"2","LRT","Montipora_capitata_HIv3___RNAseq.g5198.t1",153.191895057319,2.72310024871424,0.767241647394529,27.5624261763836,0.000113571297596712,0.0377570346578947
"3","LRT","Montipora_capitata_HIv3___TS.g28558.t3a",589.690662899895,-0.210380321015106,0.228698200214969,32.909161525607,1.09163733628156e-05,0.00508015671495473
"4","LRT","Montipora_capitata_HIv3___RNAseq.g6929.t1",836.173003762134,-0.841749409378846,0.206080685664864,29.2036959609292,5.56673546068008e-05,0.0218581347073266
"5","LRT","Montipora_capitata_HIv3___RNAseq.g7017.t1",44.6198883576997,-1.02994279346307,0.96249355846269,48.3995662261111,9.83138492195827e-09,2.47062703088811e-05
"6","LRT","Montipora_capitata_HIv3___TS.g42133.t1",605.876856331397,5.58576916376618,1.47300820609034,37.5737217828325,1.36082295496439e-06,0.0011399160286085
"7","LRT","Montipora_capitata_HIv3___RNAseq.g10964.t1",2392.56717705494,1.56902068180115,1.30943076355721,36.6120428522235,2.09563245681337e-06,0.001316581090993
"8","LRT","Montipora_capitata_HIv3___RNAseq.g10966.t1",2533.90000574731,1.77835117221852,1.30059499592992,38.8393152899688,7.69585864310902e-07,0.000743834337312806
"9","LRT","Montipora_capitata_HIv3___RNAseq.g10968.t1",2294.01314899394,1.48740916018537,1.30854172670603,37.0274812836625,1.73930076137122e-06,0.00127768915161433
"10","LRT","Montipora_capitata_HIv3___RNAseq.g11051.t1",1996.94719187419,1.56714245369674,1.27167065052599,37.3914796609226,1.47698491010886e-06,0.00115989471221986
"11","LRT","Montipora_capitata_HIv3___RNAseq.g11053.t1",2109.96518296803,1.61387036842385,1.30099624943869,39.7420578463971,5.11888501018611e-07,0.000551148484177229
"12","LRT","Montipora_capitata_HIv3___RNAseq.g11129.t1",31.1865634583676,6.27326278436628,1.20959075551802,36.8270671565753,1.90297884667619e-06,0.00127768915161433
"13","LRT","Montipora_capitata_HIv3___RNAseq.g11828.t1",3196.32750248385,0.974536473267513,1.00382177031901,27.070796688014,0.000140451305871663,0.0430431867872548
"14","LRT","Montipora_capitata_HIv3___TS.g8038.t2",711.895237206984,3.90231946849438,1.55084505815356,42.4281710054598,1.51337240361877e-07,0.00021128360279411
"15","LRT","Montipora_capitata_HIv3___RNAseq.g25096.t1",35.58883005436,5.42314294232358,1.34587725812791,27.8706960188994,9.93798981260641e-05,0.035677383427257
"16","LRT","Montipora_capitata_HIv3___TS.g9507.t1",51.5402607664659,-2.95564450853095,0.76265295927305,31.5327396669231,2.00513144932597e-05,0.00899802737885031
"17","LRT","Montipora_capitata_HIv3___TS.g9699.t2",96.5599753072669,-0.0500159529016852,0.610067186551787,34.8654761387633,4.57597980987888e-06,0.00244323364360664
"18","LRT","Montipora_capitata_HIv3___RNAseq.g40764.t1",117.99151564869,0.579855007989367,0.627004279267743,53.7136028597687,8.42618781734371e-10,2.64687624812309e-06
"19","LRT","Montipora_capitata_HIv3___TS.g48661.t1",176.18284652168,-1.05694901679356,0.455649756804039,40.6687588033468,3.36491722769129e-07,0.000422801849659411
"20","LRT","Montipora_capitata_HIv3___TS.g50653.t2",93.410675881291,-3.20250010250521,0.821268873862642,27.5499169888901,0.000114187609789097,0.0377570346578947
"21","LRT","Montipora_capitata_HIv3___TS.g50862.t1",803.908417926983,-0.0656989320100338,1.30773101399745,28.0021360496843,9.38757519377216e-05,0.0346926124440433
"22","LRT","Montipora_capitata_HIv3___RNAseq.g15050.t1",2429.50842052207,1.44701977361789,1.51074855369578,34.8214274479755,4.66674153971822e-06,0.00244323364360664
"23","LRT","Montipora_capitata_HIv3___RNAseq.g15087.t1",2969.17170911463,2.41808857278017,1.4482344173036,56.9433661771412,1.87579227521217e-10,1.08397128160102e-06
"24","LRT","Montipora_capitata_HIv3___TS.g45793.t1b",95.2026191577959,-0.21870999296552,0.564899917116003,56.2524954230813,2.58807309574459e-10,1.08397128160102e-06
"25","LRT","Montipora_capitata_HIv3___RNAseq.g45264.t1",957.082820453719,2.79482767326293,1.52135357067313,27.3038624699327,0.000127004655835028,0.0409182948863365
"26","LRT","Montipora_capitata_HIv3___RNAseq.g20279.t1",151.324927791196,-5.80454367037722,1.30066068594634,46.9007439270919,1.95839214582813e-08,4.10119955205507e-05
"27","LRT","Montipora_capitata_HIv3___RNAseq.g20824.t1a",133.631089292912,1.31802032757484,0.698456853759494,37.7532162833087,1.25529463473208e-06,0.00112662693467204
"28","LRT","Montipora_capitata_HIv3___RNAseq.g21373.t1",61.2849858161482,4.29046205448565,0.963674550398734,44.0751296677787,7.14278981589389e-08,0.000112186442545883
"29","LRT","Montipora_capitata_HIv3___RNAseq.g21376.t1",56.8349526188214,3.2902943303837,0.992335628867644,26.9538498193006,0.000147718809385339,0.0441925438077805
"30","LRT","Montipora_capitata_HIv3___RNAseq.g28195.t1",63.7622947914806,1.86062749562415,0.591575052741303,26.6721482068585,0.0001667842666016,0.0476282797692977
"31","LRT","Montipora_capitata_HIv3___RNAseq.g30158.t1",3095.83874908619,0.189520589640694,0.870190816494268,29.5570558293933,4.77101489543629e-05,0.0193380006971474
"32","LRT","Montipora_capitata_HIv3___TS.g15697.t1",60.9572088149124,-0.235610538566339,0.680593165730459,39.6803787367242,5.26365444498747e-07,0.000551148484177229
"33","LRT","Montipora_capitata_HIv3___RNAseq.g33315.t1",5769.8964411513,1.58935768595238,1.36542424457271,44.1976432418643,6.75408573372683e-08,0.000112186442545883
"34","LRT","Montipora_capitata_HIv3___RNAseq.g47569.t1",8848.92873364285,0.596296759628498,1.02767248275557,34.4476072396249,5.51252939088705e-06,0.00277059727185983
"35","LRT","Montipora_capitata_HIv3___RNAseq.g49676.t1",64.934372666008,3.93871514462601,1.06789188926462,29.7746735689602,4.33811640949661e-05,0.018169477561775
"36","LRT","Montipora_capitata_HIv3___RNAseq.g49798.t1",1938.33691601661,-0.0774536550116525,1.04060235780651,27.2150646584176,0.000131970866903666,0.0414553485661141
"37","LRT","Montipora_capitata_HIv3___RNAseq.g39019.t1",6712.10141165226,0.424756998948996,1.07656061944338,31.2913468141289,2.23001457411237e-05,0.00966211487024896
"38","LRT","Montipora_capitata_HIv3___RNAseq.g39262.t1",65.1204949666541,0.505121849467374,0.460930362613084,35.9046686863351,2.87675642127132e-06,0.00172125925872734
"39","LRT","Montipora_capitata_HIv3___RNAseq.g39743.t1",72.6538046679283,-0.204257240677495,0.897576505255004,28.5441747432267,7.41884105821173e-05,0.0282477993625547
"40","LRT","Montipora_capitata_HIv3___RNAseq.g15918.t2",81.9700340743802,0.745068553839045,0.820892125137566,26.7878605909227,0.000158675508695889,0.0463664596921824
"41","LRT","Montipora_capitata_HIv3___RNAseq.g18178.t1",79.4910092257589,-0.0581422369862897,0.785050763584134,35.19258291344,3.95461701951266e-06,0.00225862558409894
"42","LRT","Montipora_capitata_HIv3___RNAseq.g35580.t1",3967.36224822694,0.637040838987721,0.946303646546538,33.4333915130948,8.65263060036388e-06,0.00418155013436816
"43","LRT","Montipora_capitata_HIv3___RNAseq.g7741.t1",2809.97516157454,0.698994876023375,1.00141314410792,27.5888873729928,0.000112278395252967,0.0377570346578947
"44","LRT","Montipora_capitata_HIv3___RNAseq.g12501.t1",33.2495166283178,-2.01251350674149,0.858585846768408,36.7932813567391,1.9320408977853e-06,0.00127768915161433
"45","prawnchip_high.int","Montipora_capitata_HIv3___RNAseq.g11129.t1",31.1865634583676,5.76284773039822,1.21460555015897,4.74462489459559,2.0889306240135e-06,0.0262474132907297
"46","prawnchip_mid.int","Montipora_capitata_HIv3___TS.g26493.t2a",164.366804395959,-7.6703193439523,1.2342432389595,-6.21459296015149,5.14578634335825e-10,6.46568054042964e-06
"47","prawnchip_mid.int","Montipora_capitata_HIv3___RNAseq.g7017.t1",44.6198883576997,-3.89417082766296,0.896100037516558,-4.34568760699445,1.38840047454898e-05,0.0436131299067697
"48","prawnchip_mid.int","Montipora_capitata_HIv3___RNAseq.g11410.t1",784.153030735519,-3.37473020464454,0.787091188136183,-4.28759749252921,1.80615993249175e-05,0.0453887991035176
"49","prawnchip_mid.int","Montipora_capitata_HIv3___TS.g48661.t1",176.18284652168,-1.98317840521659,0.442900129405583,-4.47771015076969,7.54479432350721e-06,0.0316001135582894
"50","prawnchip_mid.int","Montipora_capitata_HIv3___RNAseq.g20279.t1",151.324927791196,-7.486206109519,1.29315257626082,-5.78911278293669,7.07591763442498e-09,4.44544525382749e-05
"51","prawnchip_low.int","Montipora_capitata_HIv3___TS.g26493.t2a",164.366804395959,-6.27307192490126,1.26679802598672,-4.951911667225,7.34879628600667e-07,0.00307792084445579
"52","prawnchip_low.int","Montipora_capitata_HIv3___TS.g9699.t2",96.5599753072669,3.56771161010325,0.808655996056951,4.41190274665568,1.02466139749408e-05,0.0143054116216813
