gene_id,101112C14,101112C4,101112C9,101112H14,101112H4,101112H9,101112L14,101112L4,101112L9,101112M14,101112M4,101112M9,123C14,123C4,123C9,123H14,123H4,123H9,123L14,123L4,123L9,123M4,123M9,131415C14,131415C4,131415C9,131415H14,131415H4,131415H9,131415L14,131415L9,131415M14,131415M4,131415M9,13M14,456C4,456H4,456H9,456L14,456L4,456L9,456M14,456M4,456M9,45C14,45C9,45H14,67C9,6C14,789H14,789H4,789H9,789L14,789L4,789L9,789M14,789M4,7C14,89C14,89C9,89M9
Montipora_capitata_HIv3___RNAseq.g4581.t1,113.22229544414431,779.5866398443251,271.9740529004529,143.40868447386185,293.59822493638916,238.60853913187998,98.87349313330203,340.63878708930014,223.04730159775127,137.3550369056838,259.732479840268,220.3655904856528,61.988616630498974,848.5850623466539,220.0388969605886,91.86471548045338,922.6470734617918,199.37549007450198,143.47947644730746,783.3297895543417,267.1326230448465,920.97664106236,191.5889702772074,133.0801225960784,393.42469667020697,262.93757331502513,133.05676708971922,604.6018127685908,329.2745298193625,105.75077539493141,239.14476657160358,155.61105069414356,312.925117798006,297.7793783289241,84.5888154358456,538.9069793278371,684.3551393834606,177.140714248849,94.14674097504691,268.77910296947607,208.52381642888378,117.64735911577115,647.8936763225809,236.63439935544926,99.86981001185052,262.77714814850395,544.3024311494914,271.20561745671284,111.71006748326488,110.89354975937442,699.1969027024028,194.02174416145675,111.13065862620887,307.2972375111841,258.918199282865,90.7213963749401,631.7706519416952,152.29332699575906,117.305513580466,194.8299631128195,219.1494950699269
Montipora_capitata_HIv3___RNAseq.g4582.t1,731.4417609090459,646.8186094778243,643.0981402760076,648.6485113125444,664.6737592309921,908.88779720605,697.818691921574,714.0663344331853,740.39312613698,837.5462948062858,562.5361749304298,614.2833558615607,632.6774681493785,589.4932645993562,667.0124967694196,617.0912409447848,908.2307129389513,1179.865913865546,667.5571430495779,780.439273725728,736.3721648407283,776.4394509604851,641.9474588509028,795.7922482512971,872.6429409008952,948.276207804592,892.0234283463828,1045.0583370027225,897.0723166054339,725.9479699169704,990.9313531972524,735.8103290554692,770.1883895618819,1039.9719197699546,1086.5492912322702,841.354773848562,892.9762217596152,976.525717109121,983.6451497072901,916.7944745123225,840.9445881529801,989.4844111061548,749.2162556593721,915.3018567068777,838.9064040995443,740.759719349662,781.3587211148417,909.9416061564882,1001.470955858743,637.2682659505383,850.9605715060251,781.9310050844251,679.3523000542649,923.9680452194387,839.4267292153519,580.0121274904503,755.109824771961,520.5795937210802,780.2064584096526,962.7312096673757,784.1740627936949
Montipora_capitata_HIv3___RNAseq.g4583.t1,1314.2792590476524,1540.4495830985027,1272.4254424304731,1358.3376421703736,1926.738351145054,1418.7351030434004,1029.9322201385628,1892.6401058063252,1466.5360080052146,1197.8636939449168,1534.9014889053026,1273.096546069963,1327.3435529292558,1890.8947257612415,958.5170183838745,916.6500957723501,1556.9669364667736,2597.3437131623477,1515.5963643670846,1821.0249720266984,1381.3568533766406,1502.7089681666005,1109.7231265407079,1461.8649830629824,2043.112054047461,1552.111281832628,1311.5595613129465,1958.800443177878,1782.0980040711352,1130.289169956414,1388.6251362804164,1127.2443122448612,1610.8137982591084,1740.0542460937638,1952.691105624661,1789.9410384817445,1924.383255189389,1412.6221365098893,1417.4733321203062,3866.0007961363,1907.1557809152655,1284.7714912709048,1341.453867275828,1897.8078828307032,1404.1695287666182,1683.888047043574,2393.076625516134,1865.7076097453175,1733.465871735926,1207.2611117137228,1528.4769500936245,1419.5145077354773,1068.971097261628,1700.5164697409446,1483.8734941785708,1062.6499562051317,1522.5535668269486,1372.1043018752523,1309.3292005172864,1851.241481006058,1568.3481255873899
Montipora_capitata_HIv3___RNAseq.g4584.t1,1698.9777401590063,769.3737144315173,486.11058569042973,1409.8176827507343,542.3411655074966,424.87275486445867,1458.384023716205,668.5263896351505,413.87665963138295,1254.0834299807316,1044.1506727246956,403.05209037013185,2680.269709547289,835.511623010781,406.2256559272405,2115.551201426673,1194.1551966419545,598.126470223506,1409.8746448795948,953.8702234425564,321.613618534256,808.6915512311515,493.9014363639697,1045.8215694924143,625.0672750835064,335.2276878113393,1538.9780152673134,913.7421061751553,261.813406636859,1724.3597023220582,352.77156173822186,1227.7765374355795,466.5009136176916,369.96831852987543,2613.913536144299,800.111892777554,1066.5021687827718,366.2909684467725,1307.5099386614513,622.2420329019377,376.71273405947983,1322.9484488647645,744.9350199127472,563.1898704659692,2800.349472732288,689.4124605160463,1352.1478885733109,289.9094531433827,1406.174972267413,2057.4449932022603,1304.8965451597167,457.58742674223083,1686.1431478464667,649.8921306824367,434.2735567433872,1761.8095176013367,1241.6143398246763,956.9585499204667,1095.683414081374,555.2297117281084,594.5621083636278
Montipora_capitata_HIv3___RNAseq.g4585.t1,335.1637268545408,28.9366220029553,110.85524687841244,223.57046194899488,67.28292654792251,165.19052709130153,284.57819497982445,36.43195583842782,117.71940917659096,223.6012228697178,134.43439911330455,113.03727180352139,630.709575557934,29.71236212698368,91.52615087249555,283.58238257009526,21.624540784260745,284.04179407874256,277.89709122425865,89.60599068702803,76.44913883191332,17.917833483703504,111.9675800321342,208.35776770093085,22.061197944123755,147.4151354434642,307.5240586308306,0,85.12951258744494,269.97550894941315,85.2200963749637,200.52970450276231,55.42585112289405,87.9802708699094,627.8634610519807,79.73623673728201,21.44702716016543,65.30187347309264,289.2187882753441,128.8666932045433,150.68509362379191,200.23424697187542,39.95820030183318,145.76679000295675,577.247501868496,103.4496244147846,315.1921620768345,156.17702798369325,165.60527547957687,361.51297221556064,28.45568790067918,92.3356493298499,302.3018511439134,70.59531132013689,82.29673815836783,303.00946389229995,41.11305761008862,195.49191494167147,177.2062013662359,193.40263737572928,158.16876600699072
Montipora_capitata_HIv3___RNAseq.g4586.t1,77.84032811784921,56.17108977044264,55.77189439224477,85.3097815331691,34.66090155499039,66.62004796274712,72.25370652048996,81.97190063646259,55.14224956166629,69.63580940799783,23.49339013630565,88.48877338154452,76.74781106633206,60.61321873904671,71.46562465386639,80.54804763141203,50.45726182994174,43.69873755057578,87.59799614677719,23.124126628910457,54.48099548940949,76.44942286380162,49.76336890317075,96.11342187494552,47.79926221226813,109.14389835718023,55.6666066395764,41.03632213361476,52.20205960550869,95.79776124011434,95.12940990693623,83.42035707314912,100.45935516024547,67.67713143839185,109.60804253658867,151.22389726036243,56.54216251316341,87.81976087760735,85.1086538414424,0,58.599758631474636,56.09675401546704,42.812357466249836,61.52494383241681,33.95573540402918,37.75533737765861,17.216378600835498,72.00976739367893,79.37294268547768,55.44677487968721,92.14222748791354,100.51728914388723,54.903837297472236,33.221322974182065,51.910250222970475,56.24726575246286,69.89219793715066,40.2698701190709,48.918895025045394,74.93460119723828,40.01860344755187
Montipora_capitata_HIv3___RNAseq.g4589.t1,142.81448629886384,74.89478636059019,243.05529284521486,173.56127967093025,83.59393904438858,264.4408026276391,171.127199653792,69.22071609301285,188.3510546825455,157.15971664557307,36.545273545364346,215.22753267640184,242.05078874766266,66.55569116444345,265.8019723968364,213.01963009960207,31.235447799487744,146.11765368473777,203.89188758301586,20.23361080029665,328.64342440385724,46.58636705762911,233.88783384490253,123.67041695797185,52.701750644295636,228.9186959049949,131.6990449765588,93.01566350286012,143.75644106747777,192.83964924958082,182.33136898829443,224.5932690430938,129.32698595341947,141.37000789352965,249.0008792407286,93.48386376095132,29.245946127498314,236.4378177474044,216.1609172787077,77.320015922726,161.33959519315096,193.22215271994202,14.270785822083278,154.28562837975292,113.85158341350959,181.9807261603145,92.70357708142191,150.5658772776923,153.84632100765427,147.11877601410342,40.65098271525597,217.98226075970894,144.86675142345084,76.82430937779603,122.17900357357686,124.59071768825106,46.5947986247671,101.77294448274283,159.73516742871968,136.30960789211915,218.19667117831852
Montipora_capitata_HIv3___RNAseq.g4591.t1b,2976.5884148866803,88.51202024433385,321.5490701380038,1999.6318619714377,106.02158122702942,444.58685069016957,3375.6424642818374,103.83107413951929,278.8091269971891,1972.162785710911,914.9370269750145,223.2200670463478,5490.420330129909,55.85924079872932,225.68091995957806,3299.8072075116484,21.624540784260745,293.600892917931,4003.8325480190747,69.37237988673137,323.37107000165634,63.30967830908571,339.6349927641404,1391.9643126084766,109.0803676126119,328.1404216842497,2315.5950639950624,68.39387022269126,285.90666491632453,2714.062547341681,282.7457461122827,1815.9970039770155,139.71933303896208,359.44076475057005,4590.4324771030015,49.49145728520953,56.54216251316341,198.90800540654658,2832.6871424572114,224.59623672791835,307.45847385864613,2402.0318420789567,25.6874144797499,270.70975286263393,5029.443632196791,230.30755800371753,615.8166191837312,272.1408092410463,2251.8397813731813,3198.1699750603584,23.035556871978386,236.68315176322284,2374.756336119582,139.1142899543874,289.3046872182623,2402.90738531758,49.33566913210635,572.5643351475172,1412.1587145495248,484.57708774214086,486.8930086118811
Montipora_capitata_HIv3___RNAseq.g4599.t1,40.52843530102893,0,60.591687734784436,54.4217571849527,0,55.06350903043384,50.070551009813215,27.323966878820865,50.805218697265566,43.442523300402314,104.41506727246956,41.675357786146776,40.34179812461044,33.27784558222172,28.210114994947258,63.24020268581936,98.51179690607673,80.56954735887409,56.63663543972663,69.37237988673137,16.695788940302908,17.917833483703504,23.637600229006107,19.491533107506434,26.963686376151255,33.31015079732124,63.13407826195861,109.43019235630602,59.43003708934835,80.86824000788873,57.47401848544064,58.82204665414361,25.403515097993107,41.35824699012835,83.39742366914355,49.49145728520953,23.39675690199865,24.769676144966176,60.25391422403002,0,85.2360125548722,63.10884826740042,64.21853619937475,35.02189110460649,55.927093606636284,58.898326309147436,6.621684077244422,40.21324672634018,48.01573076035069,65.05754919216633,31.165753415029577,48.50543604036419,50.93488520367906,39.450321031841206,25.955125111485238,99.18872670326783,9.593046775687345,34.41243446538786,38.436274662535666,44.24709784979784,64.79202462936969
Montipora_capitata_HIv3___RNAseq.g4606.t1,73.98047713679884,0,36.49272102208608,66.92405275446886,55.04966717557297,75.45740126392786,45.633919907677864,0,76.82740388366989,26.832146744366135,78.31130045435216,71.36191401737462,61.00467033477677,55.85924079872932,81.49588776318096,51.923534836778,0,90.12864619806254,140.45885589052205,63.59134822950376,80.84276750041408,34.641144735160104,67.18054801928052,24.868507757853035,6.128110540034376,31.183970959194355,19.008109584245602,8.207264426722952,9.63730331178622,11.819204308845276,22.461110672471055,26.737293933701643,43.878798805624456,9.023617525118913,52.421237734890234,0,0,21.016694910880393,60.25391422403002,0,43.37904210381889,59.99236193320781,0,60.57840623499501,57.9244898068733,49.08193859095619,31.784083570773223,52.37073992267558,63.69433672291419,39.92167791337479,2.710065514350398,37.401782007027805,56.22682132873663,0,60.77297587079471,59.2713122982942,5.481741014678483,127.39922546760613,33.44455068038818,52.81105227233936,20.962125615384313
