gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Montipora_capitata_HIv3___RNAseq.g4722.t1,906.2048158985592,-0.5105253730800002,0.22965659711332592,79.79661998195718,1.615577368221448e-12,3.06523569921358e-12
Montipora_capitata_HIv3___RNAseq.g4804.t1,3071.3221555351374,0.5287196649213939,0.29582511038545606,140.46523782752024,1.3099331053735667e-24,4.505333754971001e-24
Montipora_capitata_HIv3___RNAseq.g5022.t1,676.8079114287043,0.5221740951633149,0.2957270330022239,58.746095639053465,1.5837730279552457e-8,2.4652567161190704e-8
Montipora_capitata_HIv3___RNAseq.g5043.t1,768.2553336196349,0.5231526815194629,0.26739820556553673,85.97193843551781,1.0216947069661526e-13,2.0554691895591605e-13
Montipora_capitata_HIv3___RNAseq.g5156.t1,361.63413376348564,0.6629936992456598,0.2937438138939226,33.040937246658245,5.181860021489179e-4,6.376005118734353e-4
Montipora_capitata_HIv3___TS.g26915.t1,339.94898735912204,-0.6527699474791459,0.31279140931960076,54.53322569363468,9.433224898849433e-8,1.4070411117868612e-7
Montipora_capitata_HIv3___RNAseq.g5380.t1,2912.778692513699,-0.5542048300585696,0.2776499106267387,43.29143960063766,9.66278606688144e-6,1.3022003899219548e-5
Montipora_capitata_HIv3___RNAseq.g5373.t1c,876.2323105176245,0.5100339290457064,0.4017938206551891,213.2756713864078,1.2973634734398923e-39,9.576201163541489e-39
Montipora_capitata_HIv3___RNAseq.g5494.t1,2325.6969044032903,-0.5487447110340968,0.26038649472246284,157.60026689822791,4.15187775503109e-28,1.7121199977060604e-27
Montipora_capitata_HIv3___RNAseq.g6158.t1,655.7941104845146,0.5162980158715708,0.32570997065118873,92.99139191948518,4.313517528289875e-15,9.22023283898259e-15
Montipora_capitata_HIv3___RNAseq.g6255.t1b,2014.0431353513336,0.5459823208048096,0.4950117150166978,356.5679995933318,9.872569389353292e-70,5.456071253979349e-68
Montipora_capitata_HIv3___RNAseq.g6695.t1,410.34806878929015,-0.7190380375674164,0.23547552459460785,60.360409287355765,7.94698932247308e-9,1.256362664036942e-8
Montipora_capitata_HIv3___RNAseq.g6760.t1,470.49699297352754,0.5097798442315449,0.31635404656213084,66.32722898312522,6.060034883896073e-10,1.012249691533764e-9
Montipora_capitata_HIv3___RNAseq.g6802.t1,1057.0101173223848,-0.5019073665723957,0.258407870389361,180.9037939405224,6.670633129188365e-33,3.570555779249335e-32
Montipora_capitata_HIv3___RNAseq.g6929.t1,855.7954833928566,0.51673175808425,0.16343135843730042,427.2504699024387,9.943077986526092e-85,2.143064742029257e-82
Montipora_capitata_HIv3___RNAseq.g6968.t1,567.6841572058772,-0.6075326174307508,0.3312572767450597,61.17530217490332,5.604366143789524e-9,8.912403218333267e-9
Montipora_capitata_HIv3___RNAseq.2757_t,989.1826632078021,-0.5058580298362472,0.763927135461677,42.635810830933906,1.2565827604139983e-5,1.6836021816902017e-5
