gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Montipora_capitata_HIv3___RNAseq.g4844.t1,5953.1996564283,0.7593707703107141,0.34039919207876956,296.61697798620185,4.5198103750413224e-57,9.337090698088558e-56
Montipora_capitata_HIv3___RNAseq.g4919.t1,977.553821142534,-0.5686676615183062,0.38181048828774133,97.17975602289596,6.44959931033536e-16,1.4345754778337956e-15
Montipora_capitata_HIv3___TS.g26688.t1a,1014.3418805435931,0.8816603930644403,0.24999782808837712,324.8240422914703,5.086347622524566e-63,1.6121727317276394e-61
Montipora_capitata_HIv3___RNAseq.g4990.t1,5201.634694878547,-0.5456387256351767,0.3805848203470445,66.89526778348159,4.734299141017897e-10,7.984344873714586e-10
Montipora_capitata_HIv3___RNAseq.g5065.t1,2591.889572696293,0.612252487651353,0.2346155320902375,264.7161251992652,2.2990502182664524e-50,3.1900555174486873e-49
Montipora_capitata_HIv3___RNAseq.g5146.t1,988.6654441586476,0.9836089257824385,0.32454830351788194,248.66499732754994,5.317804735094243e-47,6.075075162035225e-46
Montipora_capitata_HIv3___TS.g26915.t1,339.94898735912204,-0.6443258989028834,0.3112126703390359,54.53322569363468,9.433224898849433e-8,1.4070411117868612e-7
Montipora_capitata_HIv3___TS.g27083.t1,2065.6645555729424,-0.5830216739898245,0.3290152276280682,70.62783767895189,9.279869336617446e-11,1.6186575433117995e-10
Montipora_capitata_HIv3___RNAseq.g5491.t1,793.2954628871252,-0.5238215621558017,0.23316838361516934,33.3929358026262,4.5429203514732886e-4,5.613323713477219e-4
Montipora_capitata_HIv3___TS.g27216.t3,523.4607183925616,0.6149885076598298,0.29518764933803543,159.688602967389,1.5493873803374772e-28,6.586679027785751e-28
Montipora_capitata_HIv3___TS.g27931.t1,971.3108682812903,-0.5696872051655248,0.40249824647848315,93.7357390656066,3.0791315636660714e-15,6.616704782540651e-15
Montipora_capitata_HIv3___RNAseq.g6255.t1b,2014.0431353513336,0.9548107549342707,0.49422543036069067,356.5679995933318,9.872569389353292e-70,5.456071253979349e-68
Montipora_capitata_HIv3___RNAseq.g6858.t1,2812.2799258671325,-0.5727571539037223,0.622580522371506,106.06125540875632,1.1176901911520714e-17,2.7395696648935912e-17
Montipora_capitata_HIv3___RNAseq.g6929.t1,855.7954833928566,0.7270282420785034,0.16088491713783917,427.2504699024387,9.943077986526092e-85,2.143064742029257e-82
Montipora_capitata_HIv3___RNAseq.g6962.t1,588.3358534451484,-0.6586649634801047,0.26967457071016393,174.15279812585368,1.6468753915715722e-31,8.153672497627706e-31
Montipora_capitata_HIv3___RNAseq.2757_t,989.1826632078021,-0.8176807931748872,0.7638552696793404,42.635810830933906,1.2565827604139983e-5,1.6836021816902017e-5
Montipora_capitata_HIv3___TS.g29052.t1,497.5187571776269,0.5452095977210146,0.3055673657097415,66.37097706869451,5.945963467579364e-10,9.949948183583894e-10
Montipora_capitata_HIv3___RNAseq.g7322.t1,8465.05872613093,-0.5050885621142917,0.5149187223867749,51.14774193522817,3.8880774701895356e-7,5.614182430157556e-7
Montipora_capitata_HIv3___RNAseq.g7377.t1,1459.0408212538196,0.503943622886652,0.3278735698701034,237.03280682677826,1.441417481612104e-44,1.4251078648476857e-43
Montipora_capitata_HIv3___RNAseq.g7464.t1,1696.0544705492157,0.6321207379881773,0.2918767742070643,61.107700820256696,5.7692783050067105e-9,9.172400668840273e-9
Montipora_capitata_HIv3___TS.g41457.t1,1628.2709684474787,-0.5298628501390943,0.33301310261743317,82.7679964400894,4.2922700109329676e-13,8.3797759331801225e-13
Montipora_capitata_HIv3___TS.g41459.t1,2097.448104419927,-0.5912706180477877,0.36502729881406604,93.14311538051936,4.027162745839257e-15,8.625251511956489e-15
Montipora_capitata_HIv3___RNAseq.g9128.t1,560.9295857144776,-0.6445156771079674,0.4429996225484009,172.63651614392893,3.380881135540497e-31,1.6558148758452192e-30
Montipora_capitata_HIv3___RNAseq.g9138.t1,2835.3222032869103,0.6248658260118489,0.2758108310176381,238.2170188839193,8.152619601101427e-45,8.198264127639475e-44
Montipora_capitata_HIv3___TS.g42036.t1,1631.6439594076853,0.60055759215848,0.2959112140966369,116.77465420873568,8.062464897733669e-20,2.1950272854208804e-19
Montipora_capitata_HIv3___RNAseq.g9515.t1a,786.4955123308168,0.5143658675606989,0.29327201689763094,156.02901176637704,8.7119182305156e-28,3.532904571728516e-27
Montipora_capitata_HIv3___TS.g42335.t2,372.04725019178295,0.5517295161836852,0.31617788366304794,59.08947946967271,1.3680422585520114e-8,2.1382067304320294e-8
Montipora_capitata_HIv3___RNAseq.g9640.t1,881.0504997464355,0.6233021477484895,0.32964980268808514,244.44585948386396,4.061995544864104e-46,4.42169414025106e-45
Montipora_capitata_HIv3___RNAseq.g10349.t1,650.4232621659136,-0.6113607788655911,0.3902834667725781,139.3448459508811,2.2137064753431293e-24,7.513819459091167e-24
Montipora_capitata_HIv3___RNAseq.g10726.t1,1734.8543943585285,-0.5471442414700716,0.2425346397588096,102.4923042796313,5.724780166258714e-17,1.347521971424421e-16
Montipora_capitata_HIv3___RNAseq.g10757.t1,777.8802485409841,0.56818637924736,0.30225601851315376,85.66504365995445,1.1725892155571114e-13,2.3509959279976067e-13
Montipora_capitata_HIv3___RNAseq.g10841.t1,1111.3166813637008,0.5790195884674391,0.3625590220968823,246.98399042252402,1.1956696029591392e-46,1.3468988942044937e-45
Montipora_capitata_HIv3___RNAseq.g11159.t1,401.8963012106169,0.5180543308889909,0.28253673474717933,48.201358877656844,1.3143488724017334e-6,1.8467144304540652e-6
Montipora_capitata_HIv3___RNAseq.g11411.t2,4555.619015516448,-0.5682924946492696,0.34409472885076287,76.93551506326048,5.756860715473486e-12,1.0635388967500446e-11
Montipora_capitata_HIv3___RNAseq.g11578.t1,1447.6060663983912,-0.5807096258878991,0.4245167419767939,64.32705831425176,1.4418997475802588e-9,2.3699348672735013e-9
Montipora_capitata_HIv3___RNAseq.g11582.t2,9656.723950083928,-0.6066589618292807,0.45924259568482356,96.04126614645247,1.0819898998995692e-15,2.3764085233527904e-15
Montipora_capitata_HIv3___RNAseq.g11610.t1,459.9041656852666,0.5013533918960417,0.2255168260037374,100.24387743537034,1.5978844441141726e-16,3.671613651614158e-16
Montipora_capitata_HIv3___RNAseq.g11725.t1,893.2435108483807,0.7258382645857251,0.3488432477286213,163.7644624176437,2.2580122358623066e-29,1.0020801041239311e-28
Montipora_capitata_HIv3___RNAseq.g11780.t1,598.3854209139813,0.5225579110959413,0.23669246784639678,110.61436584945977,1.3809761243167876e-18,3.522442453582781e-18
Montipora_capitata_HIv3___RNAseq.g11833.t1,2348.9749531630123,-0.5737748388965361,0.410638160816166,74.05220488137479,2.059424834429867e-11,3.695875931008471e-11
Montipora_capitata_HIv3___RNAseq.g11972.t1,852.3580382711604,0.5192838715014094,0.2121825555289667,29.653278105575964,0.0017957791039906747,0.002155068241723033
Montipora_capitata_HIv3___RNAseq.g11975.t1,1967.2286601052392,0.7030905775961421,0.26759858249026536,265.0083391306049,1.9963402586098314e-50,2.7819689896920624e-49
Montipora_capitata_HIv3___RNAseq.g12007.t1,946.5006907333985,0.500921285401898,0.28242577931649654,227.793218143236,1.2249536731218412e-42,1.0703446554602465e-41
