101112C14,101112C4,101112C9,101112H14,101112H4,101112H9,101112L14,101112L4,101112L9,101112M14,101112M4,101112M9,123C14,123C4,123C9,123H14,123H4,123H9,123L14,123L4,123L9,123M4,123M9,131415C14,131415C4,131415C9,131415H14,131415H4,131415H9,131415L14,131415L9,131415M14,131415M4,131415M9,13M14,456C4,456H4,456H9,456L14,456L4,456L9,456M14,456M4,456M9,45C14,45C9,45H14,67C9,6C14,789H14,789H4,789H9,789L14,789L4,789L9,789M14,789M4,7C14,89C14,89C9,89M9
174.93108218823141,54.56708672034042,169.62348070063143,153.12782729283248,53.09239751237454,212.34815139953184,125.98447252971447,72.91770188324507,176.89092230014205,235.2482526076878,92.72150609726111,182.59863196490983,376.4361946616347,17.900339204179662,113.34516043029053,233.41107831052682,26.567503171939862,156.30234097942815,183.51430494620612,95.99244981698065,193.18552380207467,59.82053762722265,174.14954497844775,170.7829735094162,19.6021653683879,171.14329923977112,228.85659808000364,87.90501474637732,160.47585821847497,171.53779468897562,153.668313084632,148.97456395049014,86.48531962568605,133.6733366931602,147.1800074120834,0,49.01371313307638,144.666040628656,208.43658712356697,144.8006976846942,246.06113319446774,215.95274167904878,35.78948017486955,293.8742289024747,427.7820953524161,231.0412475001431,119.2829518880688,228.9459845258121,265.8350118973896,210.82800526595338,53.01907484575131,199.94712295066222,216.32829778360386,31.150619503887956,157.94979980219352,221.6864608083478,63.382322585246705,121.9755984920084,160.7850604383382,154.9183582088427,198.51028130451493
135.700214491606,0,39.14388016168418,362.94239834310775,12.252091733624894,13.56857197441098,263.36452548925234,10.937655282486762,24.739989132887,219.90597526370814,188.05488560571266,53.47125048193621,405.9992465984123,0,31.937034154391256,210.8014581892792,0,69.9247314907968,112.52523225096589,0,121.18001038493776,0,217.68693122305967,424.9403120391773,0,69.30596415494864,227.49839868487007,0,4.814275746554249,361.0994880952711,30.337950222717044,265.377628255891,0,45.809401900465005,232.13757266621283,0,0,40.476508776929656,340.12035155181326,0,52.56414300439094,384.34910342155615,0,88.16226867074242,226.9454308677137,86.07419024515136,0,0,382.56699129144636,385.4083885739007,14.954098033417036,16.905150336936455,292.40705694297526,12.460247801555182,63.17991992087741,497.73744879040487,0,241.02962576265134,319.5789746173781,59.968396726003625,50.58194667855429
787.8329988256746,0,460.79901032438744,1070.4224080950887,0,369.7435863026992,814.7840007323745,1.822942547081127,436.66080819545556,928.207779310768,353.90884721630647,670.666003385136,888.8624282324463,0,609.9347307132762,1093.9066205721272,0,1270.9848253327184,1264.9648591970997,0,931.6810943363693,0,1001.3598836260745,1092.607606113391,0,648.5058074498764,885.5460056270764,5.494063421648582,255.95899385846758,656.9400325588667,580.3781781737174,792.3951716936465,155.67357532623487,785.5185965227279,968.0376097266299,0,0,351.5459743774076,638.8543771404634,0,405.2771605555939,644.7397738937666,0,772.6048275984416,831.4637909666678,795.8087413893818,91.45026311418607,105.59549490374191,1025.0833484604138,793.0091987547439,2.7189269151667337,326.4442823684281,994.9778589190832,0,403.08788909519785,1356.6969781350112,0,2057.5165326466326,753.6488591444088,680.3557390462078,562.1276715786505
850.2165097530954,0,543.8939138255065,1219.1330865237048,0,383.9905868758308,928.7398050306086,1.822942547081127,471.2967929814974,998.5265504706748,366.96821427225876,712.760392062405,964.7409282035088,0,718.8963766517875,1260.1538273460067,0,1397.12355664945,1427.3334829149364,0,1015.1021159781742,0,1139.4355942875582,1151.1041364099233,0,723.4694013317597,954.1350750813208,5.494063421648582,282.437510464516,709.1471874642071,659.5206570155879,873.5569413010819,151.06102494619827,803.541967762255,1106.8415191559118,0,0,388.2746582675845,695.2902761811404,0,448.6997134722647,723.4806652641057,0,867.4029659540786,1008.200055713206,878.8627846083875,110.00538896344122,107.46444171619751,1110.4252157485057,909.1495384977428,1.3594634575833668,336.354198083184,1092.226359757584,0,433.41425065721904,1516.1662578445585,0,2352.595226004545,837.2770020349376,743.179773711545,651.8390487066524
734.4532935991188,0,409.98063958816584,1001.9566006997356,0,331.7515847743485,795.1582788810119,1.822942547081127,426.7648125423008,865.5601468228513,445.32441660797235,629.7093008883338,805.1004477449098,0,630.5998704602351,1089.916687609554,0,1258.6451668343425,1149.4188153420812,0,893.9221055932364,0,945.3832441687164,1110.7617017226596,0,646.384196302276,821.7106340557993,5.494063421648582,315.33506139930336,665.019711294217,581.6972194877485,673.8562713459446,142.98906178113424,721.6858233827356,927.3537052387369,0,0,301.3251208949208,614.7750602164411,0,359.56921011699313,674.3650597558743,0,810.5240829406964,875.6478571533024,781.4630430151899,99.40245990672399,94.38181402900825,1016.2548794306113,829.2568207127499,1.3594634575833668,304.87564228337123,942.7150591487324,0,382.23851552130833,1345.8240727002694,0,2110.8352074365525,742.6975547182681,691.0643813187085,543.0401445301394
691.3636520306941,0,335.1265529631909,818.6449228347583,0,263.90872490229356,665.3752795413563,1.822942547081127,324.0938576408197,678.2565109150999,259.8814044134501,515.9406828416611,683.8919348041217,0,506.6090319784809,852.515676336454,4.830455122170884,1040.6445333630347,940.2276117614264,0,688.4429575492115,0,712.7692090903611,798.7802068078206,0,527.5739720366498,768.061757948024,2.747031710824291,198.99006419090898,533.8803102819929,455.72877399777127,616.7226572143946,96.86355798076836,605.2848841274557,771.797599843852,0,0,242.10948768422742,512.437963289347,0,279.5802968494417,525.4590176594905,0,582.0605695036112,650.7107929304358,613.8448830641057,60.96684207612405,71.01997887331314,802.409740708726,689.4445645890124,1.3594634575833668,247.1649566503813,785.2651054102073,0,326.00838679172745,1191.187195406163,0,2080.1587096122153,617.2553403824749,529.7208377463654,559.2645425213738
633.4820439537057,0,349.54798249644296,798.0315614684155,0,295.1164404434388,681.2024745827778,1.822942547081127,348.83384677370674,692.9595267030803,279.47045499737857,515.9406828416611,698.6734607725105,0,516.0022773180077,828.5760785610154,4.830455122170884,1080.4056551911349,1000.6438438424819,0,699.8584657738796,0,722.7206116605581,832.3989023805403,0,516.2587125827806,711.6964830499816,2.747031710824291,206.21147781074035,607.8404463978918,477.49295567928567,611.9170261192176,116.46689709592387,632.3199409867465,789.7463812355695,0,0,252.6033973671351,513.9429205970984,0,301.6724728947654,514.5444386576613,0,607.6560668596331,658.7442595098238,598.7441479333773,62.2922082082137,77.56129271690777,772.9815106093839,619.9083102205927,1.3594634575833668,254.1601912725619,825.6199254860478,0,331.6945795846064,1319.849909717275,0,2172.1882030852275,579.9213480206316,539.7155705340326,604.1202310853748
2003.989897421063,6.8208858400425525,65.9265350091523,2223.2982616555487,0,28.49400114626306,2612.753357437847,0,77.31246604027189,2077.6000569972425,829.2698080529691,151.3122620020748,1378.623655318395,17.900339204179662,108.33542958254289,1365.2220620270984,0,53.47185349296226,1329.1571057832214,0,484.72004153975104,0,266.2000187527701,1488.6358399600292,11.026218019718195,160.53524350176878,1527.9743195252468,0,28.885654479325495,1908.6687227892903,142.456461915367,1670.2237850793301,28.828439875228682,140.43210090798289,1064.9610292419043,0,11.763291151938331,72.70780280300328,1948.9197135380448,0,197.30598605996022,1712.8092905013364,0,346.0132049980751,1307.4466857954126,143.45698374191892,53.01464528358613,2.803420218683413,2275.78312768245,2634.980192130968,4.078390372750101,66.45472891071573,2128.882147607453,0,78.34310070188799,2047.7305235430492,6.889382889700729,1044.4617116381557,2661.1669755521857,93.52214251317233,133.61268933957737
174.28795320959821,0,223.87552513524636,225.27459207503242,22.462168178312304,154.00329190956464,238.0410134229781,82.0324146186507,150.9139337106107,249.31200683966912,77.05026563011839,222.41764828124528,249.31507133349106,8.353491628617176,194.7532867061898,228.09116769376266,0,139.8494629815936,172.1862614310082,40.72406961932513,260.80045713280083,29.910268813611324,207.73552865286266,247.43359941521715,12.251353355242438,267.323004597659,287.2591720707464,27.470317108242913,109.92596287965536,190.80472090404172,180.7086600222711,212.51568620894292,77.26021886561286,230.54895710561897,183.07757019551838,91.12763043847497,19.60548525323055,133.42256596839778,202.4167578925614,237.62165773898536,157.69242901317284,222.96925675165326,21.47368810492173,280.6024895326855,425.77372870756903,189.51422589064026,157.71856971866873,114.94022896601994,158.91244253644695,166.44316205206846,25.829805694083973,182.45903639521072,224.2669509132774,97.60527444551559,171.84938218478655,257.32542862222385,0,200.8580214688761,160.2872738735136,131.35934520934128,120.25142040561963
1798.1886242584378,5.115664380031914,101.63674147244313,1506.983954175135,0,66.48600267461381,2213.2749545923707,0,59.3759739189288,1039.4392900546204,617.7080617465423,131.97159693414042,3798.852173875921,0,122.11218941384892,2610.081146349908,0,233.08243830265602,1568.5564254044036,0,312.6093021524481,0,439.10563840994325,789.3669720474591,0,99.00852022135518,1333.7518060211487,0,32.095171643695,1917.9914290223867,58.03781781737174,1007.0466939448903,40.359815825320155,26.28408305764386,2080.862056013114,0,0,122.17909130813952,1737.4732117989752,0,43.42255291667078,1300.3941267893624,0,154.5209655196883,3127.026866026816,95.88966808012475,322.0639700977857,32.706569217973154,1873.5973163247756,2442.645871537467,0,58.87655807002007,1427.634454486291,0,110.56485986153547,1487.1718433519136,0,439.69646881550335,1052.3207980391546,177.76346172351074,107.84452782408744
513.8600539279298,252.37277608157444,460.11227558470875,440.24250346689337,267.5040028508102,594.9818810779216,441.26219775482906,546.8827641243381,433.5683095538447,562.5501692792534,314.73074604844965,474.4151372546255,339.9750972729423,188.55023961735913,402.6571168877172,430.9127599578956,195.6334324479208,375.6740476172221,617.0007701277794,383.9697992679226,486.4762735743153,168.69391610876787,426.666385197197,541.9333726322419,249.92760844694575,577.0782321473274,672.3087005911086,335.1378687205635,552.0369522715539,607.8404463978918,640.3945579621359,634.8772635739525,318.2659762225246,557.2225608220498,804.1054063489435,331.37320159445443,190.17320695633634,426.5024721124625,492.1210396347032,371.28384021716465,550.7808027851398,473.2249610078795,393.68428192356504,495.79426359998155,333.38886304460596,395.63926042508166,320.7386039656961,475.6469637699525,617.9928320861826,581.4414461018924,161.77615145242066,483.25412514897664,396.27110205620403,623.0123900777592,521.2343393472386,480.2199900344319,216.3266227366029,476.9465018879131,430.58537857325865,636.0933509865384,398.929315313881
878.5141848129564,0,85.84184245983373,860.6078370448133,0,89.55257503111248,1078.7816140232837,0,111.32995109799151,827.8437150189013,339.543543454759,174.06598561140936,1461.4002007413724,3.5800678408359325,109.5878622944798,1276.7785480233945,0,193.32131647455589,723.4843791706397,0,242.36002076987552,0,273.6635706804179,665.6501723398505,0,133.6615022988295,797.2630449433955,0,29.68803377041787,737.1153061634967,96.29001592427583,682.3996155151483,19.603339115155503,131.4204152882193,615.0449090228526,0,0,81.70258253120987,1203.213367547233,0,108.1754827046886,863.0313539303502,0,223.72360651930333,855.5641907048322,138.171726446164,120.60831802015845,0,1586.1816023545352,992.7409932172261,5.437853830333467,45.46902504417392,741.6025131970028,0,45.48954234303174,697.0740484273389,0,808.544835512894,789.4894918117783,132.07325469417466,106.89015147166188
97.75560475224697,100.60806614062764,131.8530700183046,83.92582842011011,104.14277973581159,142.4700057313153,139.27931636450845,23.69825311205465,108.8559521847028,103.56037207186256,69.21464539654703,167.80871161884235,86.71828568121428,69.21464492282803,163.44246890776702,108.39317881656943,128.00706073752843,150.8180483134833,151.04058020263878,0,155.4265350589419,110.06978923408968,269.931794716594,144.5603909626948,105.36163885508498,123.760650276694,144.64823558172336,93.39907816802591,129.18306586587235,154.1354097205288,123.33036286191494,176.20647348982703,119.92630988095131,105.13633223057543,175.89805763883138,57.99031027902952,98.02742626615276,97.4434470555714,145.22838019800875,0,119.60247031433882,152.80410602560852,65.85264352175997,146.93711445123736,74.30956585933988,126.84617509811778,100.72782603881365,175.68100037082723,185.39784962585478,139.8122561237375,92.44351511566896,163.8050774027291,154.14218160116116,80.99161071010869,152.89540620852333,150.40852518059563,53.737186539665686,104.44617116381558,166.7584992162331,124.93415984584088,133.61268933957737
237.3145931156522,11.936550220074468,46.01122755847088,289.3232506061691,0,31.886144139865806,267.7961401008503,0,37.1099836993305,207.76000569972427,121.4521136203561,70.53654318893713,219.75201939671345,33.413966514468704,48.21865940957111,184.20190510545848,0,50.729707159989836,156.32700050973114,0,92.20218181462656,13.160518277988983,165.44206772952535,256.17446026412426,7.350812013145463,80.6212236088178,158.2302295330589,43.95250737318866,28.885654479325495,216.28678460783883,44.84740467705998,247.22302189633308,6.918825570054883,66.08569454493312,101.70976121973243,0,21.566033778553606,89.9477972820659,231.76342539371345,0,63.99113061404115,239.341125254397,8.589475241968692,136.5093192321173,257.07093054041906,98.90981510627041,0,8.41026065605024,323.71053109276227,173.10088853415118,0,66.45472891071573,222.9438420583318,0,42.330546346987866,179.40293967324058,0,140.2354186255426,286.22727477413144,51.40148290800311,62.98883926008647
153.7078258933357,17.05221460010638,219.75511669717434,159.01735911178758,63.30247395706195,208.9560084059291,179.79693567054727,76.56358697740733,313.57936225934276,214.15262125971577,113.61649338678474,194.54433685981047,95.58720126224756,38.187390302249945,262.38465315078304,121.02796653138427,0,290.6675112950769,206.17039197660193,197.80262386529347,243.23813678715766,56.23130536958929,207.73552865286266,298.5340166857511,12.251353355242438,198.7242441585772,195.5807128992316,38.458443951540076,251.94709740300573,228.0955458364277,209.06804827394137,220.52507136757143,133.76396102106108,250.8252497500871,174.70147221271688,52.467423585788616,29.40822787984583,188.14080931498785,129.4263284666192,118.81082886949268,230.82514971493413,183.98861745940619,80.16843559170779,228.46351343708517,289.2047968579714,282.38374694461936,117.95758575597914,281.27649527456913,239.34960480798182,171.62139376035503,67.97317287916835,330.5248358980335,173.3272599978722,105.91210631321906,312.7406036083432,206.58520326009523,90.93985414404962,197.20605744216925,286.72506133895604,304.12544053901837,203.2821630666427
450.1902850432426,134.7124953408404,546.6408527842211,478.5244602901015,355.3106602751219,492.5391626711186,441.89528555648593,251.5660714971955,677.2572025127816,469.8572436593764,270.32889805821196,502.28844867606034,458.2273050200527,136.04257795176542,480.3079450278058,456.84732421462087,132.8375158596993,744.4927294020131,558.8501467497634,250.16214194728292,790.3044155539419,161.51545159350115,619.4748099947641,536.5543813406068,264.6292324732367,622.339269962804,512.7202716629162,351.6200589855093,584.1321239152489,448.7329266863782,523.6594016703768,535.5608876069591,322.87852660256124,636.0748099949814,734.7034516343025,129.7878372911613,266.6345994439355,617.6415413368526,509.42804867384416,415.8379010432244,588.1089623099972,460.7511564343604,210.44214342823295,628.5116572978733,708.9534256309994,731.6306170837865,836.3060293485712,602.7353470169339,517.9368497484196,527.4398868583324,144.1031265038369,587.5997082631706,464.4112080859019,423.6484252528762,677.9205407510146,500.1536499981253,104.71861992345109,476.21610908257173,516.7024542879103,825.2793644673833,739.6416731298033
78.46173539325086,0,124.98572262151791,142.82114660966107,34.7142599119372,119.40343337481663,139.91240416616532,25.521195659135778,61.231473103895325,113.14929541184983,56.155278340594755,112.0620887759727,125.15025319902514,9.546847575562486,119.6073239899751,136.9876983816767,41.058868538452515,154.93126781294194,95.15556552766243,8.726586346998241,144.88914285155602,0,128.12430809128657,77.32299981725536,0,115.98140940215893,103.90225372771678,19.229221975770038,67.3998604517595,108.14339230391941,77.82343752783937,93.44282685066585,35.74726544528356,78.1012753712846,100.51317579361793,0,21.566033778553606,137.17039085515052,137.70359365925182,0,98.27209344299176,166.83713617081747,24.336846518911294,114.70574741032078,385.60639581062856,108.72529294124381,125.90978254851706,82.23365974804679,194.22631865565737,196.7728049148898,5.437853830333467,116.00430748449499,167.37327015061706,53.994407140072454,72.65690790900902,118.99790948023029,33.0690378705635,127.81874093473934,124.94442777096869,109.94206066433998,125.02330216774739
597.4668211502463,593.417068083702,440.883702873706,574.9655438254912,514.5878528122455,514.9273064288967,462.15409520950533,678.1346275141792,485.5222867329074,686.5669111430888,391.78101167856806,429.47653312618974,413.88272711488634,395.0008184388979,404.5357659556226,527.3361398867457,473.3846019727466,685.536583243106,576.2198134730669,558.5015262078874,522.4790302828839,314.65602791919116,424.17853455464774,529.1582683146084,423.8968260913884,497.1642122543764,448.88490009163917,543.9122787432096,570.4916759666786,493.48191660524145,519.0427570712677,464.5443392004531,446.26424926853997,554.9696394171089,749.0624767476764,486.0140290051998,676.389241236454,544.9337385338494,589.1907859846676,1477.7096840643153,679.5248631871989,632.2659693202476,542.5685194510224,629.4596386814297,590.4597935850251,683.3082646654559,726.30064038513,591.5216661422003,670.9636462649981,602.8941203219368,334.42801056550826,635.4004781814048,582.8294506035321,722.6943724902005,524.3933353432825,469.95113490162015,483.6346788569912,528.8043910671502,698.39455044888075,699.631295136709,660.4284358784823
791.6917726974739,136.41771680085105,568.6163644539386,814.9639654479114,371.6467825866218,637.0444541985955,634.3539772601704,588.810442707204,655.6097120215055,787.5702369909548,523.680618943686,569.4119333235973,531.1494997974374,184.9701717765232,419.5649584988655,551.2757376621844,345.3775412352182,807.5620950603787,572.443798968001,285.06848733527585,566.3848311469917,206.97906019019038,424.17853455464774,793.4012155161854,243.80193176932454,635.7761405642736,658.726706639773,403.8136614911708,584.9345032063413,636.4300788460545,544.10454203786,669.5845992613428,281.3655731822319,524.9306873512302,727.5239390776155,193.30103426343175,266.6345994439355,724.8293330979811,851.0533575334088,594.0541443474634,677.2394656652688,894.9954781499928,362.18953936967984,719.5178701192849,592.4681602298721,616.8650300902514,658.7069676485577,814.8608102306455,1016.2548794306113,799.6669252368266,324.9117663624247,578.2727287669298,754.8336017464587,276.2021596011399,622.3222112206424,857.7514287407463,219.08237589248318,645.667239921769,929.8653030923089,675.3583726523742,682.3790919842701
195.51120950449393,57.977529640361695,203.96021768456492,179.63072047813043,198.07548302693579,132.29357675050707,152.57416019930244,140.36657612524678,181.83892012671947,196.8925592477387,188.05488560571266,150.74341891184145,182.30548694346183,106.20867927813266,123.36462212578583,146.29754196101396,79.70250951581959,307.12038929291145,210.70160938268108,116.35448462664321,126.4487064886307,55.03489461704484,123.14860680618804,282.3970428108457,57.58136076963946,235.498837383652,197.61801199193192,126.3634586979174,211.0257535572946,217.52981210558502,229.5131886414246,223.1948664204476,174.12377684638122,166.71618396562675,209.40244957003736,88.36618709185451,248.989662716028,188.8903742923384,130.9312857743706,315.59126418458993,249.10832989037448,164.49829781328265,78.73685638471301,200.97205331395045,214.89523099863155,261.24271776159975,76.87123566119989,274.73518143097454,204.03572868877137,249.29486938465365,85.64619782775212,224.43044412829434,222.9438420583318,240.89812416340018,228.71131011357622,177.59078876745028,89.56197756610948,190.63252219409696,304.6453776726408,324.8288155991863,318.76170171013456
