101112C14,101112C4,101112C9,101112H14,101112H4,101112H9,101112L14,101112L4,101112L9,101112M14,101112M4,101112M9,123C14,123C4,123C9,123H14,123H4,123H9,123L14,123L4,123L9,123M4,123M9,131415C14,131415C4,131415C9,131415H14,131415H4,131415H9,131415L14,131415L9,131415M14,131415M4,131415M9,13M14,456C4,456H4,456H9,456L14,456L4,456L9,456M14,456M4,456M9,45C14,45C9,45H14,67C9,6C14,789H14,789H4,789H9,789L14,789L4,789L9,789M14,789M4,7C14,89C14,89C9,89M9
1597.5323829248782,0,62.492861310758954,1363.4266160881045,0,78.69771745158369,2004.989067847265,0,74.219967398661,1218.4325257343828,667.3336565591609,63.71042610613676,2538.480726304636,7.160135681671865,144.02976187274487,1655.1571906407441,0,124.76765815024528,1577.618860216562,0,344.22147877460577,0,174.14954497844775,1134.2947886235634,0,83.45003847228509,1539.519014383882,0,58.57368824974337,2165.3539010738805,67.27110701558996,1331.159813364057,41.512953420329296,102.13243702398756,2111.973277092091,0,0,73.45736778035382,1784.8793669931438,0,150.8362364473827,1114.0666709724214,0,245.52717834109984,2201.1698427523384,204.61496102136857,145.79027452986185,0,1998.1768237453236,2451.5228401802437,0,78.11345328101673,1810.6744679930391,0,54.96653033116335,1775.3038373725726,0,479.86807310927855,1393.802381508814,181.33300914767764,146.9739582735351
398.09683777395315,0,82.40816876144038,335.70331368044043,16.336122311499857,102.44271840680291,410.2408954736431,10.937655282486762,84.73446278013797,340.7264093475478,155.406467965832,91.58373752757159,549.8727660240633,0,100.19461695495296,309.88479342651135,0,216.62956030482147,397.23672593294,0,117.66754631580912,0,131.85608405511044,221.88339077995016,0,115.98140940215893,290.6546705585803,0,101.09979067763923,340.58953438245885,141.1374206013358,230.67029256850086,68.03511810553968,84.8600395861073,558.8053939954711,0,0,77.95475764445712,340.12035155181326,18.564192010858232,75.41811822369135,309.5062759804417,24.336846518911294,142.1972075334555,174.72789810169107,157.80268211611082,147.11564066195152,84.1026065605024,522.8415547649766,304.0361760151117,0,80.44519815507692,374.4398059496018,53.994407140072454,111.82845825995301,270.01048496275604,50.981433383785394,223.5001984344585,220.51944821728736,144.92362542117542,113.57078593864075
825.7776085650336,10.231328760063828,113.31123204698052,1015.2080472923845,0,111.26229019017005,856.567795641727,0,134.83294077423415,880.9024241668309,304.28325240368787,194.54433685981047,1395.3760514159026,0,182.85517594278915,1105.8764194598464,0,131.62302398267633,611.7143498206871,0,223.9195844069502,0,247.54113893365073,768.5233807923729,0,221.35476306631554,649.898410571405,0,76.22603265377562,968.9399344931629,156.30639571269433,838.8496056136918,43.819228610347594,185.49052900680093,813.6780897578594,0,0,196.3860240658439,623.8048040629495,0,128.74406040205898,741.4117593385394,0,205.7119602317323,939.9155897884071,194.04444642985877,129.885880944786,42.98577668647901,924.0464251193396,1205.0484932569757,0,158.55865143609367,973.146562812481,0,167.42678779032514,1049.839424754519,0,917.3733635087577,1273.3380328212666,293.41679826651773,159.38085085506728
884.3023456206552,487.6933375630425,831.6357697508691,817.9087313573889,457.411424721996,741.5224584015601,723.6193572937871,512.2468557297966,794.7721508939949,919.25811752678,488.42032789261486,724.1372538670722,850.4304607146355,409.3210898022416,714.5128621600082,688.2634360438611,446.8170988008068,719.8134124052613,1020.279119268825,753.3952879575148,660.3432449961825,345.76270748534694,721.4766863392836,685.8213896834824,325.88599924944884,644.2625851546755,715.7710812353823,543.9122787432096,641.1010535828075,551.9042089993128,614.673252338528,725.116336361167,370.15716799793626,639.0787052015692,1037.4395644412707,414.216501993068,515.6242621599635,890.4831930924524,810.4195102241214,865.0913477059936,874.545451725229,867.7090306454198,586.9474748678606,994.4324713506322,714.9785255655405,829.7853954335205,885.3445762358883,787.7610814500391,849.4949088676732,781.9129879512727,475.81221015417844,758.9829565065953,690.0012678541249,662.4698414493505,813.1255693816922,662.643181217323,489.14618516875174,916.6429707034164,833.7924960811656,873.1112999512195,948.6500943109993
574.3141779194509,373.4434997423297,534.9663622096838,658.155180768232,420.65514952112136,515.6057350276172,634.9870650618271,528.6533386535268,502.22177939760616,653.3253102311329,429.65317614082966,545.520523533796,685.8628049332402,395.0008184388979,513.497411894134,525.3411734054592,434.74096099537957,626.5804370841988,692.5210602290988,651.585113909202,690.1991895837759,245.26420427161287,503.78975511622383,815.5895545941804,338.13735260469133,608.9023993613345,650.5775102689718,384.5844395154008,644.310570747177,774.4061310958826,673.3705908129152,655.1677059758115,354.0132416678082,691.646871316857,683.250278311379,370.03340844714074,421.51793294445685,598.9024169030888,717.1121571435355,950.4866309559415,612.486535877251,724.2602780499506,334.98953443677897,763.1250137628779,915.8151900502429,707.4694408746212,567.2567045343716,588.7182459235169,823.9904427815767,834.4350524210365,247.4223492801728,518.2302982598796,754.8336017464587,662.4698414493505,587.5732552641599,718.2158089948924,249.3956606071664,601.8436716012869,697.3989773192316,773.8778815593802,642.2952851823969
39.23086769662543,17.05221460010638,63.866330790116294,55.21436080270402,8.168061155749928,60.380145286128865,67.1073069756268,0,90.30096033503756,51.78018603593128,19.5890505839284,60.297367564736575,169.49483110419155,9.546847575562486,33.18946686632817,154.27740788616018,0,98.71726798700725,70.23386979422703,0,71.12739739985477,0,53.48878881480895,43.70430424453564,30.628383388106098,61.526723280413584,75.38006642991218,0,75.42365336268324,115.60155729039661,94.97097461024465,64.07508126902802,31.134715065246976,62.33082553669829,108.88927377641943,8.284330039861361,0,36.72868389017691,76.75282269532069,0,83.79790913743484,87.31663201463344,18.610529690932168,59.72282716405131,160.66933158776192,57.38279349676757,121.9336841522481,60.74077140480729,51.98987317550424,85.81069688017752,0,70.53528244032107,86.6636299989361,0,77.71130150267922,57.384778683359784,0,35.789247461727015,49.28086991763307,95.66387096767245,44.85568856400097
1923.5987750919126,20.462657520127657,629.7357562853402,2424.2785349773912,0,477.6137334992665,2007.5214190538923,0,582.6267440794888,2014.9524245093257,1066.9502884713004,1041.5516982172894,2036.8942784439762,0,1524.8368267831904,2403.9346099502973,0,1044.7577528624934,5782.588613058026,0,2076.744380872303,0,3084.9347967610743,5980.765942386839,12.251353355242438,1732.6491038737158,3203.992373120051,0,522.348918501136,3206.389430436323,1415.3313299554516,4908.685184218121,303.27518748740573,1863.166001886126,3458.1318814709025,0,0,383.77726840348123,1346.9367904374906,0,1488.5555859504334,1273.1076792847894,0,2573.7694563555447,1911.9650458943668,2063.5154556140233,116.63221962388948,120.54706940338677,1155.5485019008302,1949.2343644764462,0,213.35465597650838,2492.7370827174905,0,763.8452318434079,3229.8569644202607,0,8276.811270128379,1431.6341604354818,490.45581608052964,909.5206638615516
79.74799335051726,197.80568936123402,128.41939631991124,101.5944238769754,204.20152889374822,137.72100554027145,96.86243365349907,91.14712735405635,210.90840735786168,59.451324707921096,208.9498728952363,147.33036037044124,73.90762984194399,249.41139291156998,113.97137678625899,104.40324585399632,306.73390025785113,89.11975582160377,31.718521842554143,0,171.23262337002075,387.6370838244028,151.75888919550445,129.09579099924375,169.06867630234566,160.53524350176878,126.99164344498718,145.59268067368745,240.71378732771245,153.5138959716557,165.53968491091257,131.88787561208267,247.92458292696665,239.5606427253826,26.324879374518982,176.73237418370903,186.25210990569025,124.42778624019117,88.79248115733178,0,159.21602736112618,89.65547037216827,257.68425725906076,146.93711445123736,18.075299803623214,64.1781243055953,221.33614405897208,212.1254632137116,59.837401201995455,86.55044426707559,160.4166879948373,271.6482778280134,105.18715396817436,112.14223021399664,171.2175829855778,50.740225362128655,225.9717587821839,46.01474673650616,121.45992181719666,176.33564275384398,125.97767852017294
192.29556461132793,57.977529640361695,331.0061445251188,137.66780626807537,75.55456569068684,415.19830241697605,117.75433110817534,105.73066773070536,338.9378511205519,171.3220970077726,141.0411642042845,258.25476296594724,173.43657136242857,93.08176386173425,336.27818315506084,143.63758665263188,14.491365366512651,511.41029109935704,191.06633395633807,186.16717540262914,366.17437920665975,50.24925160686703,363.226193812191,225.24526033722213,82.08406748012433,308.34082011793475,190.1479153186974,98.89314158967449,283.2398897556083,156.62146471602122,351.52451018930833,144.70289186588826,133.76396102106108,277.8603066093779,260.8556228929608,80.08185705199315,68.61919838630693,323.81207021543725,157.26803866001984,337.8682945976198,348.1422225073429,196.46242203292525,95.91580686865039,350.7531119158569,94.39323230781012,291.4441880230563,216.0346795306135,453.2196020204852,130.46515344041632,121.31857145128545,88.36512474291885,371.330371194087,162.0808347308347,170.2900532879208,361.3891419474188,194.50419722149317,49.60355680584525,254.90708906413732,123.94885464131954,384.08330284035657,329.25984158681564
1405.8799472921835,0,1789.6307316026134,1801.46054512289,0,1457.94305865046,1561.8276066874653,0,1796.7417107759184,2171.571505729118,775.7264031235648,2824.874786098885,724.294772451051,3.5800678408359325,2413.4378359024295,997.483240643277,14.491365366512651,4691.812375715817,1931.80902079175,0,3487.8768206447303,5.982053762722265,3708.1413827196625,2009.0532474257307,13.476488690766683,2510.5731913272207,1240.0360477569336,0,1043.0930784200873,1299.5852488936523,2545.7497360801694,1774.879751152076,626.1537140899669,2346.042156345126,1650.0913026118944,0,0,1613.8133962357324,1474.1056829424826,0,1678.2435802706268,1637.186850274377,0,3307.507047228175,1144.7689875628037,3751.777643229448,98.07709377463433,419.5785593962842,2558.2941366361333,1183.5958190369313,0,1406.0421590583012,1401.1722773873792,0,1745.6611874138428,1935.98121768598,0,3659.267954760252,1607.850604383382,2166.7152864692976,1842.900736533742
