gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Montipora_capitata_HIv3___RNAseq.g5134.t1,838.2695433246888,-0.5109364732172427,0.3127989335868801,142.02994659556987,6.292299341030451e-25,2.2028157844668594e-24
Montipora_capitata_HIv3___RNAseq.g25264.t1,291.13665783613106,-0.5620550917542262,0.32323100049384196,55.114035999836915,7.386196096267152e-8,1.1093639370035161e-7
Montipora_capitata_HIv3___RNAseq.g26989.t1,706.5947794479257,-0.589151307711875,0.3685400614754646,231.1196495923772,2.4767050493970994e-43,2.2651166689394122e-42
Montipora_capitata_HIv3___TS.g49084.t1,357.46859495593964,-0.5340561955263537,0.2471891352793979,252.2218523217865,9.569765643033313e-48,1.133298619924055e-46
Montipora_capitata_HIv3___RNAseq.g20777.t1,267.323647778868,-0.560408843647165,0.2650191616255493,64.4802418994932,1.3494744573948212e-9,2.2219765320893592e-9
Montipora_capitata_HIv3___RNAseq.g21418.t1,476.14889030271297,-0.5016869202713861,0.23218611254297053,87.81699026106583,4.458224429178579e-14,9.09939367394845e-14
Montipora_capitata_HIv3___TS.g35694.t1,307.7899147036117,-0.604942366379031,0.3081790920071095,125.95074886224745,1.146041932206876e-21,3.421194429201136e-21
Montipora_capitata_HIv3___RNAseq.g23046.t1,826.7767468543698,0.5227390948618957,0.4715360042982084,103.69005505414066,3.3106644559030036e-17,7.893346744789389e-17
Montipora_capitata_HIv3___RNAseq.g29116.t1,8933.597729755029,-0.9672938570036408,0.43091501201048343,118.46120022012065,3.6962922723674485e-20,1.025760765370297e-19
Montipora_capitata_HIv3___RNAseq.g34096.t1,553.5296541789935,-0.5415525232439459,0.33959752831565276,140.6037390390835,1.2276417009600085e-24,4.233563327150621e-24
Montipora_capitata_HIv3___RNAseq.g46805.t1,627.9866923793843,-0.5490127967604772,0.3475040180940639,312.1680728782037,2.384744175767768e-60,6.345578535191107e-59
Montipora_capitata_HIv3___RNAseq.g39441.t1,631.0685061238794,-0.6254371106085472,0.45009216985526046,133.85934180216077,2.877288602949422e-23,9.202474927086538e-23
Montipora_capitata_HIv3___TS.g32395.t1,1383.6375620520082,-0.5109207142029115,0.2965124953510794,172.07403597520397,4.414374085679158e-31,2.1493481052711925e-30
Montipora_capitata_HIv3___RNAseq.g16221.t1,1502.135263884373,-1.2631597172147648,0.4962936749342116,88.12280981693311,3.8849457485208555e-14,7.959461093135567e-14
Montipora_capitata_HIv3___RNAseq.g36905.t1,311.9897187524441,-0.6046145578519555,0.2570711932916589,160.45186437737152,1.080484797430529e-28,4.626764702109802e-28
Montipora_capitata_HIv3___RNAseq.g37144.t1,304.77349088575806,-0.5061742375779635,0.31560849009655023,37.1550942870349,1.0853537519599902e-4,1.3883080831203354e-4
