column_label,X.Df,LogLik,Df,Chisq,Pr..Chisq.,geneid,FDR
15434,7,-92.93264589553077,2,22.794898461861493,1.1224078391309072e-5,3520,0.08466322330564433
17811,7,-99.12472147110596,2,24.19844366697035,5.563841152392741e-6,5661,0.06525133050999407
21937,7,-84.97366535532403,2,24.126698419982517,5.7670538256214654e-6,9375,0.06525133050999407
