gene_id,prawnchip_high_log2FC,prawnchip_high_padj,prawnchip_mid_log2FC,prawnchip_mid_padj,prawnchip_low_log2FC,prawnchip_low_padj,earlygastrula_high_log2FC,earlygastrula_high_padj,earlygastrula_mid_log2FC,earlygastrula_mid_padj,earlygastrula_low_log2FC,earlygastrula_low_padj,any_sig
Montipora_capitata_HIv3___TS.g15697.t1,-0.792195402690902,0.999630871232434,-0.35282278415835,0.999993233033595,5.71433250303985,0.00906583432687289,-0.235610385262532,0.999716166802354,-0.666113018855911,NA,5.60363065307781,0.00909325969999972,TRUE
Montipora_capitata_HIv3___RNAseq.g33315.t1,1.27799113673365,0.999630871232434,-5.09010383811503,0.161729589207505,1.45122857784648,0.999711873053144,1.59012758993565,0.999716166802354,-5.82935298473954,0.0223124624354617,1.17071167832461,0.908460238999834,TRUE
Montipora_capitata_HIv3___RNAseq.g47569.t1,0.081256282231517,0.999630871232434,-3.09081731477085,0.70618141720301,1.81440078031349,0.999711873053144,0.59629953007651,0.999716166802354,-3.86944254967793,0.0935723919243712,1.34152770830321,0.854138679412481,FALSE
Montipora_capitata_HIv3___RNAseq.g49676.t1,3.97104106590815,0.298322543324207,-0.642919601796909,0.999993233033595,0.963501492871191,0.999711873053144,3.93871549003062,0.283653545520259,-0.531668771381492,NA,0.780580033089534,0.891863022749411,FALSE
Montipora_capitata_HIv3___RNAseq.g49798.t1,-0.32623743872331,0.999630871232434,-3.36488197236249,0.541448570892339,0.548651130948499,0.999711873053144,-0.0774511240006912,0.999716166802354,-4.06910375319706,0.0567699452442216,0.0117762012532014,0.998674576367524,FALSE
Montipora_capitata_HIv3___RNAseq.g39019.t1,-0.412359173835301,0.999630871232434,-3.65213257988114,0.493841621114305,0.378404347839116,0.999711873053144,0.424759502262557,0.999716166802354,-4.46488129862115,0.0413094363065833,0.135739831727759,0.989616325552531,TRUE
Montipora_capitata_HIv3___RNAseq.g39262.t1,0.686458408497906,0.999630871232434,-0.490234801447715,0.999993233033595,1.84232599346667,0.364186456346941,0.505121787701438,0.999716166802354,-0.887204889789168,NA,2.16172801179953,0.0762310595193297,FALSE
Montipora_capitata_HIv3___RNAseq.g39743.t1,-0.267969116425184,0.999630871232434,-1.03916017681655,0.999993233033595,5.46013057489982,0.0672443273419169,-0.204256911096655,0.999716166802354,-1.23944999287108,0.999658842213003,5.26445656480806,0.0762310595193297,FALSE
Montipora_capitata_HIv3___RNAseq.g15918.t2,0.566947159447533,0.999630871232434,-0.560277229020625,0.999993233033595,5.01981865829304,0.0839518870453258,0.745069354221068,0.999716166802354,-0.733674650462378,0.999658842213003,5.17278141786803,0.0585606686589408,FALSE
Montipora_capitata_HIv3___RNAseq.g18178.t1,-0.333101348629257,0.999630871232434,0.0176423608177031,0.999993233033595,6.15106223180066,0.00687722064251654,-0.0581421833883404,0.999716166802354,0.0265887522051439,0.999658842213003,6.36916686830867,0.00265328834860255,TRUE
Montipora_capitata_HIv3___RNAseq.g35580.t1,0.422110536676376,0.999630871232434,-3.45368548527895,0.288893919977558,0.0329240268025708,0.999711873053144,0.637042523952259,0.999716166802354,-3.72211030031002,0.0567699452442216,0.294620814286334,0.974219716971483,FALSE
Montipora_capitata_HIv3___RNAseq.g7741.t1,0.164681508903374,0.999630871232434,-3.03980005985394,0.655761697022542,-0.0011452580714952,0.999711873053144,0.698997012367577,0.999716166802354,-3.82462945326194,0.0720004026545097,-0.0401951802602765,0.997960536138544,FALSE
Montipora_capitata_HIv3___RNAseq.g12501.t1,-1.40190445713935,0.999630871232434,-1.97649071132855,0.999993233033595,3.98469400461392,0.578967474552921,-2.01251260776171,0.999716166802354,-2.365352316545,NA,4.35357621101244,0.267853345057124,FALSE
